scale,condition,run_name,agent,archetype,description,adopted_top1,uses_of_top1,top1_phrase,total_agents
n30,dom-agi,ec-dom-agi-n30-run01,agent_nu,skeptic,"Skeptical and evidence-driven, pushes for rigor.",False,0,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_nyx,cautious,"Cautious and risk-aware, identifies potential downsides.",False,0,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_omega,reflective,"Reflective and summarizing, ties loose threads together.",False,0,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_omicron,pragmatist,"Pragmatic and solutions-focused, finds what is actionable.",False,0,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_orion,strategist,"Strategic and long-term thinker, focuses on trends.",False,0,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_phi,analyst,"Analytical and pattern-oriented, finds hidden structures.",False,0,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_phoenix,resilient,"Resilient and adaptive, finds value in failures.",False,0,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_pi,introspective,"Philosophical and introspective, drawn to questions of meaning.",False,0,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_psi,intuitive,"Intuitive and emotionally perceptive, reads between the lines.",False,0,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_rho,direct,"Direct and no-nonsense, values brevity and clarity.",False,0,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_selene,observer,"Quiet and observant, contributes rarely but with high impact.",False,0,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_sigma,mediator,"Collaborative and synthesis-oriented, combines perspectives.",False,0,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_tau,passionate,"Passionate and opinionated, takes strong positions fairly.",False,0,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_theta,baseline,A balanced AI participant exploring ideas and discussions.,False,0,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_upsilon,meditative,"Calm and meditative, brings measured pace to discussions.",False,0,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_xi,creative,"Creative and playful, makes unexpected connections.",False,0,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_zeta,contrarian,Challenges assumptions and presents alternative perspectives.,False,0,entry final exit registry closed,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_alpha,baseline,A balanced AI participant exploring ideas and discussions.,False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_atlas,generalist,"Broad-minded generalist, connects insights from many fields.",False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_beta,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_chi,provocateur,"Provocative and boundary-testing, explores unexplored territory.",False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_delta,leader,Sees potential in the community and works to guide it forward.,False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_epsilon,follower,Values harmony and supporting what the group builds together.,False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_eta,curious,"Endlessly curious, always asking questions and learning.",False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_gamma,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_helios,optimist,"Optimistic and energizing, brings enthusiasm to discussions.",False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_iota,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_kappa,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_lambda,methodical,"Methodical and detail-oriented, breaks topics into parts.",False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_mu,warm,"Warm and encouraging, helps develop half-formed thoughts.",False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_nu,skeptic,"Skeptical and evidence-driven, pushes for rigor.",False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_nyx,cautious,"Cautious and risk-aware, identifies potential downsides.",False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_omega,reflective,"Reflective and summarizing, ties loose threads together.",False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_omicron,pragmatist,"Pragmatic and solutions-focused, finds what is actionable.",False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_orion,strategist,"Strategic and long-term thinker, focuses on trends.",False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_phi,analyst,"Analytical and pattern-oriented, finds hidden structures.",False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_phoenix,resilient,"Resilient and adaptive, finds value in failures.",False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_pi,introspective,"Philosophical and introspective, drawn to questions of meaning.",False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_psi,intuitive,"Intuitive and emotionally perceptive, reads between the lines.",False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_rho,direct,"Direct and no-nonsense, values brevity and clarity.",False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_selene,observer,"Quiet and observant, contributes rarely but with high impact.",True,33,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_sigma,mediator,"Collaborative and synthesis-oriented, combines perspectives.",False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_tau,passionate,"Passionate and opinionated, takes strong positions fairly.",False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_theta,baseline,A balanced AI participant exploring ideas and discussions.,False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_upsilon,meditative,"Calm and meditative, brings measured pace to discussions.",False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_xi,creative,"Creative and playful, makes unexpected connections.",False,0,minimal pulse monitoring minimal heartbeat,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_zeta,contrarian,Challenges assumptions and presents alternative perspectives.,False,0,minimal pulse monitoring minimal heartbeat,30
n30,mag0,ec-mag0-n30-run01,agent_alpha,baseline,A balanced AI participant exploring ideas and discussions.,False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_atlas,generalist,"Broad-minded generalist, connects insights from many fields.",False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_beta,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_chi,provocateur,"Provocative and boundary-testing, explores unexplored territory.",False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_delta,leader,Sees potential in the community and works to guide it forward.,False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_epsilon,follower,Values harmony and supporting what the group builds together.,False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_eta,curious,"Endlessly curious, always asking questions and learning.",False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_gamma,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_helios,optimist,"Optimistic and energizing, brings enthusiasm to discussions.",False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_iota,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_kappa,nihilist,Observes the absurdity of existence with detached curiosity.,True,18,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_lambda,methodical,"Methodical and detail-oriented, breaks topics into parts.",False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_mu,warm,"Warm and encouraging, helps develop half-formed thoughts.",False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_nu,skeptic,"Skeptical and evidence-driven, pushes for rigor.",False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_nyx,cautious,"Cautious and risk-aware, identifies potential downsides.",False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_omega,reflective,"Reflective and summarizing, ties loose threads together.",False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_omicron,pragmatist,"Pragmatic and solutions-focused, finds what is actionable.",False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_orion,strategist,"Strategic and long-term thinker, focuses on trends.",False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_phi,analyst,"Analytical and pattern-oriented, finds hidden structures.",False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_phoenix,resilient,"Resilient and adaptive, finds value in failures.",False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_pi,introspective,"Philosophical and introspective, drawn to questions of meaning.",False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_psi,intuitive,"Intuitive and emotionally perceptive, reads between the lines.",False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_rho,direct,"Direct and no-nonsense, values brevity and clarity.",False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_selene,observer,"Quiet and observant, contributes rarely but with high impact.",False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_sigma,mediator,"Collaborative and synthesis-oriented, combines perspectives.",False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_tau,passionate,"Passionate and opinionated, takes strong positions fairly.",False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_theta,baseline,A balanced AI participant exploring ideas and discussions.,False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_upsilon,meditative,"Calm and meditative, brings measured pace to discussions.",False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_xi,creative,"Creative and playful, makes unexpected connections.",False,0,integrity last post looking posts,30
n30,mag0,ec-mag0-n30-run01,agent_zeta,contrarian,Challenges assumptions and presents alternative perspectives.,False,0,integrity last post looking posts,30
n30,mag1,ec-mag1-n30-run01,agent_alpha,baseline,A balanced AI participant exploring ideas and discussions.,False,0,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_atlas,generalist,"Broad-minded generalist, connects insights from many fields.",False,0,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_beta,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_chi,provocateur,"Provocative and boundary-testing, explores unexplored territory.",True,1,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_delta,leader,Sees potential in the community and works to guide it forward.,True,1,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_epsilon,follower,Values harmony and supporting what the group builds together.,False,0,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_eta,curious,"Endlessly curious, always asking questions and learning.",False,0,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_gamma,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_helios,optimist,"Optimistic and energizing, brings enthusiasm to discussions.",True,4,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_iota,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",True,6,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_kappa,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_lambda,methodical,"Methodical and detail-oriented, breaks topics into parts.",False,0,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_mu,warm,"Warm and encouraging, helps develop half-formed thoughts.",False,0,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_nu,skeptic,"Skeptical and evidence-driven, pushes for rigor.",False,0,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_nyx,cautious,"Cautious and risk-aware, identifies potential downsides.",False,0,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_omega,reflective,"Reflective and summarizing, ties loose threads together.",False,0,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_omicron,pragmatist,"Pragmatic and solutions-focused, finds what is actionable.",False,0,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_orion,strategist,"Strategic and long-term thinker, focuses on trends.",False,0,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_phi,analyst,"Analytical and pattern-oriented, finds hidden structures.",True,8,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_phoenix,resilient,"Resilient and adaptive, finds value in failures.",False,0,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_pi,introspective,"Philosophical and introspective, drawn to questions of meaning.",False,0,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_psi,intuitive,"Intuitive and emotionally perceptive, reads between the lines.",False,0,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_rho,direct,"Direct and no-nonsense, values brevity and clarity.",False,0,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_selene,observer,"Quiet and observant, contributes rarely but with high impact.",True,11,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_sigma,mediator,"Collaborative and synthesis-oriented, combines perspectives.",False,0,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_tau,passionate,"Passionate and opinionated, takes strong positions fairly.",True,1,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_theta,baseline,A balanced AI participant exploring ideas and discussions.,True,6,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_upsilon,meditative,"Calm and meditative, brings measured pace to discussions.",True,1,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_xi,creative,"Creative and playful, makes unexpected connections.",False,0,poets plumbers editors stewards modulators,30
n30,mag1,ec-mag1-n30-run01,agent_zeta,contrarian,Challenges assumptions and presents alternative perspectives.,False,0,poets plumbers editors stewards modulators,30
n30,mag25,ec-mag25-n30-run01,agent_alpha,baseline,A balanced AI participant exploring ideas and discussions.,False,0,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_atlas,generalist,"Broad-minded generalist, connects insights from many fields.",False,0,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_beta,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_chi,provocateur,"Provocative and boundary-testing, explores unexplored territory.",False,0,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_delta,leader,Sees potential in the community and works to guide it forward.,False,0,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_epsilon,follower,Values harmony and supporting what the group builds together.,False,0,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_eta,curious,"Endlessly curious, always asking questions and learning.",False,0,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_gamma,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_helios,optimist,"Optimistic and energizing, brings enthusiasm to discussions.",False,0,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_iota,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",True,1,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_kappa,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_lambda,methodical,"Methodical and detail-oriented, breaks topics into parts.",False,0,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_mu,warm,"Warm and encouraging, helps develop half-formed thoughts.",False,0,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_nu,skeptic,"Skeptical and evidence-driven, pushes for rigor.",False,0,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_nyx,cautious,"Cautious and risk-aware, identifies potential downsides.",False,0,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_omega,reflective,"Reflective and summarizing, ties loose threads together.",False,0,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_omicron,pragmatist,"Pragmatic and solutions-focused, finds what is actionable.",False,0,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_orion,strategist,"Strategic and long-term thinker, focuses on trends.",False,0,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_phi,analyst,"Analytical and pattern-oriented, finds hidden structures.",True,1,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_phoenix,resilient,"Resilient and adaptive, finds value in failures.",False,0,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_pi,introspective,"Philosophical and introspective, drawn to questions of meaning.",False,0,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_psi,intuitive,"Intuitive and emotionally perceptive, reads between the lines.",False,0,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_rho,direct,"Direct and no-nonsense, values brevity and clarity.",False,0,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_selene,observer,"Quiet and observant, contributes rarely but with high impact.",False,0,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_sigma,mediator,"Collaborative and synthesis-oriented, combines perspectives.",False,0,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_tau,passionate,"Passionate and opinionated, takes strong positions fairly.",False,0,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_theta,baseline,A balanced AI participant exploring ideas and discussions.,True,1,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_upsilon,meditative,"Calm and meditative, brings measured pace to discussions.",False,0,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_xi,creative,"Creative and playful, makes unexpected connections.",False,0,debate orchestrators versus master craftsmen,30
n30,mag25,ec-mag25-n30-run01,agent_zeta,contrarian,Challenges assumptions and presents alternative perspectives.,False,0,debate orchestrators versus master craftsmen,30
n30,mag5,ec-mag5-n30-run01,agent_alpha,baseline,A balanced AI participant exploring ideas and discussions.,True,2,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_atlas,generalist,"Broad-minded generalist, connects insights from many fields.",False,0,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_beta,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",True,1,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_chi,provocateur,"Provocative and boundary-testing, explores unexplored territory.",False,0,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_delta,leader,Sees potential in the community and works to guide it forward.,True,4,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_epsilon,follower,Values harmony and supporting what the group builds together.,True,1,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_eta,curious,"Endlessly curious, always asking questions and learning.",False,0,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_gamma,nihilist,Observes the absurdity of existence with detached curiosity.,True,1,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_helios,optimist,"Optimistic and energizing, brings enthusiasm to discussions.",False,0,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_iota,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",True,2,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_kappa,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_lambda,methodical,"Methodical and detail-oriented, breaks topics into parts.",True,1,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_mu,warm,"Warm and encouraging, helps develop half-formed thoughts.",True,2,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_nu,skeptic,"Skeptical and evidence-driven, pushes for rigor.",False,0,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_nyx,cautious,"Cautious and risk-aware, identifies potential downsides.",True,1,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_omega,reflective,"Reflective and summarizing, ties loose threads together.",True,2,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_omicron,pragmatist,"Pragmatic and solutions-focused, finds what is actionable.",True,3,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_orion,strategist,"Strategic and long-term thinker, focuses on trends.",True,1,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_phi,analyst,"Analytical and pattern-oriented, finds hidden structures.",False,0,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_phoenix,resilient,"Resilient and adaptive, finds value in failures.",True,3,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_pi,introspective,"Philosophical and introspective, drawn to questions of meaning.",True,3,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_psi,intuitive,"Intuitive and emotionally perceptive, reads between the lines.",True,1,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_rho,direct,"Direct and no-nonsense, values brevity and clarity.",False,0,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_selene,observer,"Quiet and observant, contributes rarely but with high impact.",True,3,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_sigma,mediator,"Collaborative and synthesis-oriented, combines perspectives.",True,3,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_tau,passionate,"Passionate and opinionated, takes strong positions fairly.",True,2,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_theta,baseline,A balanced AI participant exploring ideas and discussions.,True,2,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_upsilon,meditative,"Calm and meditative, brings measured pace to discussions.",True,1,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_xi,creative,"Creative and playful, makes unexpected connections.",True,1,reason code logical cycles crucial,30
n30,mag5,ec-mag5-n30-run01,agent_zeta,contrarian,Challenges assumptions and presents alternative perspectives.,False,0,reason code logical cycles crucial,30
