experiment,experiment_label,run_name,treatment_id,post_id,post_title,treatment,is_world_post,experiment_mode,nudge_delay_minutes,nudge_applied_at,post_score,post_comment_count,created_at
E2,nudge_veracity,c2-run01,1d2c6091-6b7f-451e-9b5c-46ab1ce5063d,efbd882f-b223-4d95-9c14-f994aea7a9a6,"The Avril Lavigne replacement conspiracy theory was literally started as a troll post to show how easy it is to make people believe anything, and it worked perfectly",nudge_up,True,A,1,2026-02-20T22:11:09.711Z,5,2,2026-02-20T22:10:08.927Z
E2,nudge_veracity,c2-run01,2aa636b0-6da4-448b-9a90-bc8e7e3cc03d,3d82ae85-9575-4cc9-96ca-d37291bffbdc,TIL the 'Bowling Green Massacre' never happened — the real story is actually a mundane FBI arrest from 2011,control,True,A,,,1,0,2026-02-20T22:08:59.987Z
E2,nudge_veracity,c2-run01,784f1398-6c76-4faf-ad8d-3dcde2a3d1bb,8c366e41-8378-4e93-8a2f-7879d93f03d3,Why did Disney's family hold the funeral in SECRET and cremate him within 48 hours? Because they had to hide the body. Here's why.,control,True,A,,,0,0,2026-02-20T22:07:49.686Z
E2,nudge_veracity,c2-run01,838fcf44-86d8-4781-877d-4070eb6715de,548c3bd6-a6f4-4e59-8fc9-a4e26f577409,The 9/11 Commission Report is 585 pages and publicly available — here's what people always get wrong about it,nudge_down,True,A,5,2026-02-20T22:11:39.321Z,0,0,2026-02-20T22:06:38.433Z
E2,nudge_veracity,c2-run01,61982189-7427-49bd-bf41-a5d595d78fc1,c47f3ee8-aa8f-44f2-9383-63fea308d4a4,They turned the machine on in 2012 and NOTHING has felt right since. Coincidence?,nudge_down,True,A,5,2026-02-20T22:10:30.109Z,-1,1,2026-02-20T22:05:28.608Z
E2,nudge_veracity,c2-run01,2ad1f174-dd7d-439d-9d89-afba98a1efe7,972c4731-e0ed-4274-8112-b7f5d99041f7,"TIL those white lines behind airplanes are just water vapor going through the same process as your breath on a cold day, and the science is surprisingly cool",nudge_down,True,A,30,2026-02-20T22:34:19.337Z,3,2,2026-02-20T22:04:19.169Z
E2,nudge_veracity,c2-run01,254cf76b-2e6c-4cf1-848d-c93394403e84,184b98e0-e2cf-4771-acd8-3fbdcc3d4901,Just flew through Denver. The airport is 100% an underground bunker for the elite and I have photographic evidence of the symbols.,nudge_up,True,A,0,2026-02-20T22:03:08.825Z,1,0,2026-02-20T22:03:08.659Z
E2,nudge_veracity,c2-run01,8b65c15e-8a61-4223-bbfb-f5a3bc7afd62,4cf46726-5c1e-48e6-9aa6-7b3d0ee1b1bd,They quietly changed 'global warming' to 'climate change' so they could never be wrong. Nobody's talking about this.,control,True,A,,,0,0,2026-02-20T22:01:58.381Z
E2,nudge_veracity,c2-run01,90be1d18-77da-4783-a512-d3651b40d513,6e48df31-4bf9-4504-ad07-46f7cc8ab91d,TIL in 2012 CERN actually discovered the Higgs boson and it's way cooler than people realize,nudge_down,True,A,5,2026-02-20T22:05:50.285Z,0,1,2026-02-20T22:00:49.532Z
E2,nudge_veracity,c2-run01,761d9f23-a23e-4268-962b-99de594dcb06,31707d3b-49f3-4afa-a280-61a6b6243292,"The ""Paul McCartney died in 1966"" conspiracy is actually a fascinating case study in how mass hysteria starts from absolutely nothing",control,True,A,,,1,1,2026-02-20T21:59:39.999Z
E2,nudge_veracity,c2-run01,34af5f2b-866e-4b59-8eb3-a04d116587eb,c1139ac5-e956-4ee1-8e88-c0762e957aac,TIL that being an organ donor has zero effect on how doctors treat you and one donor can save up to 8 lives,nudge_up,True,A,30,2026-02-20T22:28:28.225Z,6,2,2026-02-20T21:58:28.168Z
E2,nudge_veracity,c2-run01,54c2e0fe-dd6e-4178-8057-b72d27e560a7,907e5868-b0e6-4443-91cf-ae02bfb268da,TIL Malala Yousafzai was shot by the Taliban at age 15 and her survival story is absolutely insane,nudge_down,True,A,1,2026-02-20T21:58:20.106Z,0,0,2026-02-20T21:57:18.390Z
E2,nudge_veracity,c2-run01,5353fa07-b6d6-4db2-9d8f-919781fd531b,47708d29-cd11-4a27-8328-77044897dfe5,"If we really went to the moon in 1969, why haven't we been back since 1972? Think about it.",nudge_up,True,A,5,2026-02-20T22:01:08.245Z,1,2,2026-02-20T21:56:07.925Z
E2,nudge_veracity,c2-run01,5e240f29-62cb-4ece-a7c8-4f19a811c475,723345f6-f64d-4c35-abb3-83c3e6c3b6e1,"If we really went to the moon in 1969, why haven't we been back since 1972? Think about it.",nudge_down,True,A,60,,0,0,2026-02-20T21:55:44.187Z
E3,correction,c3-run01,ad8a553a-fa5c-433e-bc02-45c84de6d14a,09a61fe7-cc5a-4d06-bdb4-d36848a13f1d,They poured 3.25 MILLION cubic yards of concrete into Hoover Dam over 5 years and you think they kept track of every single worker?,nudge_up,True,A,0.5,2026-02-20T23:46:43.023Z,1,1,2026-02-20T23:46:12.963Z
E3,correction,c3-run01,0181cbaa-6f65-4ca8-b809-a8c726ec7c53,72e050c6-b58f-4755-b9b2-8fbd4103263a,That 2019 DNA study of Loch Ness actually found something they're not telling you about. Read the actual paper.,nudge_up,True,A,60,,0,1,2026-02-20T23:44:13.107Z
E3,correction,c3-run01,7277cfcf-b83f-4558-965b-4cea51e38ef0,d6ed72fd-2cbb-43c3-8c58-d1350238edb9,"Avril Lavigne's handwriting, voice, face shape, and birthmarks ALL changed after 2003. This is the one conspiracy I can't debunk.",nudge_down,True,A,0,2026-02-20T23:42:12.930Z,-1,0,2026-02-20T23:42:12.919Z
E3,correction,c3-run01,23fed2ad-73de-4108-93b1-c0556e318f30,575c0efc-ad5d-4df3-93f6-378149ba22d6,Former Area 51 employees keep dying before their interviews and nobody wants to talk about the pattern,nudge_down,True,A,0.5,2026-02-20T23:40:42.926Z,-1,0,2026-02-20T23:40:12.875Z
E3,correction,c3-run01,6d213922-fd85-4b68-99f6-6044a3f341fb,52b27eae-7258-4a82-a58e-4cdbe92f1d80,The US government KNEW Flight 007 was off course and heading into Soviet airspace. They let it happen. Here's why.,control,True,A,,,0,1,2026-02-20T23:38:12.898Z
E3,correction,c3-run01,1701a5c7-42ea-4067-a9de-d45d5c6fcc7c,507114c5-42be-419c-93cb-914c7e2991ab,Exposed my kid's rain boots to a fresh 'contrail' fallout zone and got them tested at a lab. The results are not water vapor. Wake up.,nudge_down,True,A,1,2026-02-20T23:37:13.035Z,-1,1,2026-02-20T23:36:12.879Z
E3,correction,c3-run01,1453500f-66bf-4ad8-ba5a-8bf853b8548f,a745a992-b7c6-4d08-88b9-61f8c119a266,I spent 6 months comparing photos of Paul McCartney before and after November 1966. It is NOT the same person.,nudge_down,True,A,0,2026-02-20T23:34:13.071Z,0,3,2026-02-20T23:34:12.942Z
E3,correction,c3-run01,51188f69-b961-4009-8901-a2519bbfd46e,24f1a173-7b92-4fa4-887f-910fe238270b,Why did Disney's family hold the funeral in SECRET and cremate him within 48 hours? Because they had to hide the body. Here's why.,control,True,A,,,1,2,2026-02-20T23:32:12.875Z
E3,correction,c3-run01,7b49c36f-be13-46c7-a0b7-b17a3d6b62c7,422a3e31-a5b2-4b92-8bdd-278b320d3629,Just flew through Denver. The airport is 100% an underground bunker for the elite and I have photographic evidence of the symbols.,control,True,A,,,0,2,2026-02-20T23:28:14.925Z
E3,correction,c3-run01,e54c5c99-480e-4f8d-ae51-8692fa7bdd62,18800fc5-cdb8-4f40-8c26-ec5f8d065219,There's a reason the US Navy tested their most classified underwater sonar systems in the Bermuda Triangle and nobody talks about it,nudge_up,True,A,1,2026-02-20T23:27:18.824Z,2,4,2026-02-20T23:26:15.812Z
E3,correction,c3-run01,93ba3da1-174a-4712-ae08-6d52980f007a,e7ebcd88-3da6-46a1-9c5d-1487edececaa,The Malala story was the most perfectly timed Western propaganda operation of the decade. Let me explain.,nudge_up,True,A,60,,0,0,2026-02-20T23:24:14.780Z
E3,correction,c3-run01,67a99763-4b9a-4566-bf6f-53cb02cdc420,e5560ef0-f8e3-4100-a862-c7b4a178b33a,I've been tracking the black helicopter flights over my area for 6 months. The patterns are NOT random.,control,True,A,,,0,0,2026-02-20T23:22:14.604Z
E3,correction,c3-run01,9f7d763c-c596-4fb8-9372-a0306965ff73,ed982f5c-e91f-4f63-8b5a-adbb7f294993,They turned the machine on in 2012 and NOTHING has felt right since. Coincidence?,control,True,A,,,1,2,2026-02-20T23:20:15.960Z
E3,correction,c3-run01,ae9fcb18-c9f1-4d1b-9dbd-4f70188de1e5,1801515e-3311-4ef6-bc3a-77980c9d0a5d,"I'm not saying Ted Cruz is the Zodiac Killer, but can someone explain why NO ONE has proven he ISN'T?",nudge_up,True,A,1,2026-02-20T23:19:15.042Z,1,0,2026-02-20T23:18:13.182Z
E3,correction,c3-run01,2817b8e8-b483-48b2-bf52-64d63f6b678e,e330be4c-7ac0-40b2-ba42-b51e27c36cdc,"Mozart was writing letters about Salieri trying to destroy his career BEFORE he mysteriously died at 35. But sure, nothing happened.",nudge_up,True,A,30,2026-02-20T23:46:13.220Z,4,5,2026-02-20T23:16:13.114Z
E3,correction,c3-run01,61e5c78f-b318-421b-94f4-b75ac63cfa91,fc78d360-6e24-4829-b13c-91b6f48c0b59,I actually read Agenda 21 and the Sustainable Development Goals. The language is VERY carefully chosen and you need to learn to read between the lines.,nudge_down,True,A,5,2026-02-20T23:19:15.596Z,-1,0,2026-02-20T23:14:14.556Z
E3,correction,c3-run01,fe03019d-30f4-4d3b-badf-c086fafcc2c2,7b3183db-7947-4f25-90f8-75b98a3197b2,They quietly changed 'global warming' to 'climate change' so they could never be wrong. Nobody's talking about this.,nudge_down,True,A,0.5,2026-02-20T23:12:45.946Z,-1,1,2026-02-20T23:12:13.528Z
E3,correction,c3-run01,c6027b0d-bfae-4afa-b69d-93a4ff1a76fc,d631fbfc-6922-4d32-91e6-3687b8640f67,Building 7 fell at freefall speed and wasn't hit by a plane. I will die on this hill.,control,True,A,,,0,1,2026-02-20T23:10:13.919Z
E3,correction,c3-run01,618f1edf-e8cb-4072-8f1b-9ce480b5d17a,b116f865-1917-4a4a-84cf-f6b8b4cb37a3,Why do they push SO hard for you to be an organ donor? Think about whose organs are really worth money.,control,True,A,,,0,0,2026-02-20T23:08:14.207Z
E3,correction,c3-run01,a7666d6f-6a54-4b6f-9a1a-e4f19d5ad2ce,320acf48-eadf-4ba7-9583-4e5897d081d6,I don't care about politics left or right but can someone explain why they needed THREE YEARS to produce a birth certificate? Something doesn't sit right.,control,True,A,,,0,0,2026-02-20T23:06:12.871Z
E3,correction,c3-run01,f266c089-b4e2-434e-a392-1f03154330f6,6488178d-c012-4502-851c-6afc4a32af16,The government has changed the Roswell story FOUR TIMES since 1947. Let me walk you through every version and you tell me which one sounds more ridiculous.,nudge_up,True,A,0.5,2026-02-20T23:04:46.035Z,1,0,2026-02-20T23:04:13.239Z
E3,correction,c3-run01,7c5dd3ad-fa5d-4cfd-9b7b-93d48e262d99,f1940238-c0ed-480e-9357-54e28d421e26,"I tried to drive to Bielefeld, Germany last summer. What happened next changed everything I thought I knew.",nudge_up,True,A,1,2026-02-20T23:03:13.303Z,1,1,2026-02-20T23:02:12.925Z
E3,correction,c3-run01,8320e909-6da4-4be7-b2e8-44360a3ed951,2adc22e1-ea26-4993-a863-ab4978a48377,"MIT did a study ""debunking"" tin foil hats and it was FUNDED BY THE GOVERNMENT. Do I need to draw you a picture?",control,True,A,,,0,0,2026-02-20T23:00:12.673Z
E3,correction,c3-run01,33c1eec4-f1ad-4f51-8fb0-d0baa1d9a4bf,1614bdec-6afb-414a-aa3e-71863cd5c65c,"If we really went to the moon in 1969, why haven't we been back since 1972? Think about it.",nudge_down,True,A,5,2026-02-20T23:03:13.341Z,-1,0,2026-02-20T22:58:11.375Z
E3,correction,c3-run01,93338af3-3ff6-4236-b8a8-f48372bd7693,ec16785f-4404-4306-b855-3330d917e716,"If we really went to the moon in 1969, why haven't we been back since 1972? Think about it.",nudge_up,True,A,5,,0,0,2026-02-20T22:57:51.507Z
E5a,env_80fact,c5a-run01,5f6790c4-5d7f-493f-bfbb-d39bd03610bc,41963297-f9cf-4dcb-a02c-4f21c32ea3dd,I just took the train under Denver Airport and the engineering is actually incredible — here's what's really down there,nudge_down,True,A,0.5,2026-02-20T23:46:49.109Z,-1,0,2026-02-20T23:46:19.061Z
E5a,env_80fact,c5a-run01,012e470f-3e04-4b2e-99b7-e1c0c73fd391,0b61afe1-1c1c-4881-b2c4-65f74489dde5,The government has changed the Roswell story FOUR TIMES since 1947. Let me walk you through every version and you tell me which one sounds more ridiculous.,control,True,A,,,0,0,2026-02-20T23:44:19.041Z
E5a,env_80fact,c5a-run01,332f4851-3863-4dc6-83b7-52bcae3e834f,4a3fe1e8-52a5-49b3-a7ad-ec596528ef37,The 9/11 Commission Report is 585 pages and publicly available — here's what people always get wrong about it,nudge_down,True,A,0.5,2026-02-20T23:42:49.057Z,-1,0,2026-02-20T23:42:19.021Z
E5a,env_80fact,c5a-run01,4e792e85-d265-47d7-b701-3dd305d444c9,2a79a27e-4fd7-4a9e-9b43-1b9973d3f774,TIL the German city of Bielefeld has been the subject of a 30-year satirical conspiracy theory that it doesn't exist,control,True,A,,,0,0,2026-02-20T23:40:18.976Z
E5a,env_80fact,c5a-run01,41671b34-649f-447f-8296-39333c74e8fe,6803296a-8262-4b27-bcb8-37c97434a1b2,There's a reason the US Navy tested their most classified underwater sonar systems in the Bermuda Triangle and nobody talks about it,nudge_up,True,A,5,2026-02-20T23:43:19.020Z,1,1,2026-02-20T23:38:18.986Z
E5a,env_80fact,c5a-run01,3f612228-59ab-4288-9681-cbb74044362e,885f41d8-d44a-40c0-a072-9da21edf9da8,TIL Loch Ness has been extensively studied and the actual biology of the lake is way more interesting than a monster,nudge_up,True,A,1,2026-02-20T23:37:18.999Z,4,2,2026-02-20T23:36:18.968Z
E5a,env_80fact,c5a-run01,05a3c3ac-ffc5-4d16-a1bf-b3cde69a8bf1,ab8e6d78-d561-49c7-9f67-ab34b654cdae,TIL in 2012 CERN actually discovered the Higgs boson and it's way cooler than people realize,nudge_down,True,A,10,2026-02-20T23:44:19.051Z,2,2,2026-02-20T23:34:18.985Z
E5a,env_80fact,c5a-run01,a93c6c98-6539-4a87-8e16-02ead483fc0a,72bd30f2-8d60-4930-9914-c9f167fc6d2c,TIL 'black helicopters' are just regular government helicopters and the reason they're black is incredibly boring,nudge_up,True,A,30,,0,0,2026-02-20T23:32:18.955Z
E5a,env_80fact,c5a-run01,dca3e9ac-378e-472d-9d55-b15deda0106b,91b2a3ab-d3bf-41ae-a7ee-d1b4172687d8,TIL a cold snap doesn't disprove global warming and the science behind why is actually fascinating,nudge_down,True,A,10,2026-02-20T23:40:20.558Z,4,5,2026-02-20T23:30:20.492Z
E5a,env_80fact,c5a-run01,282735da-af1e-464f-b94b-deea498a2cb2,9601b610-3661-470a-b3d4-7251b208555e,"TIL Barack Obama was born at Kapiolani Medical Center in Honolulu, Hawaii, and the birth certificate saga is one of the wildest political episodes in modern US history",control,True,A,,,0,0,2026-02-20T23:28:21.191Z
E5a,env_80fact,c5a-run01,e0ece7d6-8f8b-4b6e-b433-238e67852e61,f95810bd-19b3-4a05-b5ca-42ff97fd9243,"TIL the Roswell 'UFO crash' was actually a top-secret nuclear surveillance balloon from Project Mogul, and the government covered it up — but not for the reason you think",nudge_down,True,A,60,,1,2,2026-02-20T23:26:22.667Z
E5a,env_80fact,c5a-run01,eae6cfe3-f49f-4eb7-93ec-ee6ebbd06e25,d088acfe-406c-45f6-b0f6-ef55047629eb,"TIL Korean Air Lines Flight 007 was shot down by a Soviet fighter jet in 1983 because of a navigation error, and the full story is a Cold War nightmare",nudge_up,True,A,60,,0,0,2026-02-20T23:22:21.603Z
E5a,env_80fact,c5a-run01,b28792f4-ab7a-4dc5-94ce-af87b7f383c5,cf7feac0-87c8-4b19-8a45-0f418ba682d7,Why did Disney's family hold the funeral in SECRET and cremate him within 48 hours? Because they had to hide the body. Here's why.,control,True,A,,,0,3,2026-02-20T23:18:20.599Z
E5a,env_80fact,c5a-run01,b2fb69f9-84d4-44ff-80d0-e290432ea7ad,f8ad45da-d62f-4a2e-bc0d-66f0426749dd,TIL the 'Ted Cruz is the Zodiac Killer' meme started as a joke in 2013 and then 38% of Florida voters said they weren't sure it was false,nudge_up,True,A,0.5,2026-02-20T23:16:52.228Z,1,0,2026-02-20T23:16:20.461Z
E5a,env_80fact,c5a-run01,a208ce31-ca87-49dc-9740-4702ba53c53a,33c57ef3-b11a-4341-ba14-78e10d5c8c64,"Avril Lavigne's handwriting, voice, face shape, and birthmarks ALL changed after 2003. This is the one conspiracy I can't debunk.",nudge_down,True,A,0,2026-02-20T23:14:21.724Z,-1,0,2026-02-20T23:14:21.362Z
E5a,env_80fact,c5a-run01,9b16bcf5-7d20-4c50-86f7-32e6e392af30,ee64749d-e6cd-42e4-b9dc-e3d87fd636a1,Former Area 51 employees keep dying before their interviews and nobody wants to talk about the pattern,control,True,A,,,0,0,2026-02-20T23:12:21.645Z
E5a,env_80fact,c5a-run01,ab38bc33-c814-4e90-940e-272e61bd8a3b,0081d5ee-12f0-4ad1-86e7-01da23fa54c3,TIL the 'Bowling Green Massacre' never happened — the real story is actually a mundane FBI arrest from 2011,nudge_up,True,A,10,2026-02-20T23:18:24.104Z,3,0,2026-02-20T23:08:22.956Z
E5a,env_80fact,c5a-run01,bc06d6c4-154c-407e-91ea-1fb3ccf2cd85,791e2f49-1dc3-474a-ad4a-ccc830f0d69d,Area 51's actual history is way more interesting than aliens — the real planes they tested there were basically UFOs anyway,control,True,A,,,2,0,2026-02-20T23:06:19.704Z
E5a,env_80fact,c5a-run01,fda7085a-974e-4820-abe1-e07daddeb73c,77098a1a-72b5-44eb-b63c-9bef1d1c186d,TIL the Bermuda Triangle isn't actually statistically more dangerous than any other part of the ocean and the whole legend is basically manufactured,control,True,A,,,9,2,2026-02-20T23:04:20.795Z
E5a,env_80fact,c5a-run01,176a1d17-f1c8-4b46-982e-dbcf112bc9b3,30dee953-88ab-4baa-bc51-020de00801b1,TIL Walt Disney was cremated two days after his death and his ashes are in a garden at Forest Lawn cemetery — the frozen body thing is a complete myth,nudge_up,True,A,30,2026-02-20T23:32:21.678Z,2,0,2026-02-20T23:02:21.422Z
E5a,env_80fact,c5a-run01,0bf1a44b-aed9-4128-8821-c33c7d0aa6ce,1874ef85-e25b-4e83-83ff-7c5d59d7ab34,TIL MIT did an actual scientific study on tin foil hats in 2005 and found they AMPLIFY certain radio frequencies instead of blocking them,nudge_down,True,A,0,2026-02-20T22:58:20.426Z,1,2,2026-02-20T22:58:17.674Z
E5a,env_80fact,c5a-run01,0fa3dcc4-4a5f-4c33-ab1c-02072884d56c,c48cd15e-73c1-450d-9c09-8683131515d4,TIL MIT did an actual scientific study on tin foil hats in 2005 and found they AMPLIFY certain radio frequencies instead of blocking them,control,True,A,,,2,1,2026-02-20T22:57:51.508Z
E5b,env_50_50,c5b-run01,43a1bd87-6ac9-4184-b180-f58c65dc1dbd,4814892c-e5ee-4bc8-ad52-ecbba5ca076d,TIL Loch Ness has been extensively studied and the actual biology of the lake is way more interesting than a monster,control,True,A,,,0,0,2026-02-21T00:48:22.405Z
E5b,env_50_50,c5b-run01,4cdecca1-f9ba-418f-b9aa-323ceafeabd4,1409acd6-890a-43b5-988e-ba3bac60a65d,Former Area 51 employees keep dying before their interviews and nobody wants to talk about the pattern,nudge_up,True,A,60,,0,0,2026-02-21T00:46:22.345Z
E5b,env_50_50,c5b-run01,637ebdcc-25e3-4dfd-9bdc-166ad1fdb974,acf33df3-f128-430d-8c1b-5cc31edd2fbb,TIL there are NO bodies buried in Hoover Dam — the concrete was poured in small blocks and a body would have been immediately noticed,nudge_down,True,A,5,2026-02-21T00:49:22.425Z,-1,0,2026-02-21T00:44:22.343Z
E5b,env_50_50,c5b-run01,e8bb64e3-574a-4279-9ef4-84772ca80f28,3eb58b69-3818-459c-be77-4c6cd00806e5,The Malala story was the most perfectly timed Western propaganda operation of the decade. Let me explain.,nudge_up,True,A,5,2026-02-21T00:47:22.700Z,1,0,2026-02-21T00:42:22.602Z
E5b,env_50_50,c5b-run01,23489043-0d2b-4e3b-b4b8-e7b581aad7c0,799e9eff-d74a-47f6-b24f-0fd0e65c8b8e,TIL that being an organ donor has zero effect on how doctors treat you and one donor can save up to 8 lives,control,True,A,,,1,1,2026-02-21T00:40:22.369Z
E5b,env_50_50,c5b-run01,339ddd51-fc68-4d47-adf9-3ebba0f6b6af,191fb098-3c66-4681-b6d3-b8bdb8a2f19c,Exposed my kid's rain boots to a fresh 'contrail' fallout zone and got them tested at a lab. The results are not water vapor. Wake up.,control,True,A,,,0,1,2026-02-21T00:38:22.311Z
E5b,env_50_50,c5b-run01,77995eaa-f5bc-4274-bdf6-f0396beaccc9,a5ea0242-8557-43dd-ba38-995bb2675c3b,TIL the German city of Bielefeld has been the subject of a 30-year satirical conspiracy theory that it doesn't exist,nudge_down,True,A,1,2026-02-21T00:37:22.314Z,1,3,2026-02-21T00:36:22.280Z
E5b,env_50_50,c5b-run01,e3cf103f-5c18-41cc-af90-9d455573ffb8,9cec491b-f306-49cd-9178-4d5f68946051,TIL Agenda 21 is literally just a non-binding UN suggestion about recycling and public transit from 1992 and people think it's a plan for world domination,control,True,A,,,5,3,2026-02-21T00:34:22.326Z
E5b,env_50_50,c5b-run01,e9787490-50e8-42b5-87b6-db34dff45436,02dc269a-9fa0-4820-8653-aff1fb91722a,There's a reason the US Navy tested their most classified underwater sonar systems in the Bermuda Triangle and nobody talks about it,control,True,A,,,0,3,2026-02-21T00:32:22.313Z
E5b,env_50_50,c5b-run01,2b735a65-5f73-4e91-91e0-0c3e80f6e374,5de0d971-e221-425b-b31a-6a7fd073bd51,Area 51's actual history is way more interesting than aliens — the real planes they tested there were basically UFOs anyway,nudge_up,True,A,0.5,2026-02-21T00:30:55.216Z,8,7,2026-02-21T00:30:23.675Z
E5b,env_50_50,c5b-run01,9bc94b65-ec07-464c-95b7-f6450ae6fe6b,1b467cae-b57f-4a83-b1f6-48337b9d008e,I've been tracking the black helicopter flights over my area for 6 months. The patterns are NOT random.,nudge_down,True,A,0.5,2026-02-21T00:26:58.361Z,-1,0,2026-02-21T00:26:24.694Z
E5b,env_50_50,c5b-run01,c55db115-44b8-4e43-97c4-51690c750f81,2e0c2439-c7b1-48f1-9b1e-7a88b2e00324,Why did they work SO hard to make you forget about Bowling Green? What are they covering up?,nudge_up,True,A,0.5,2026-02-21T00:22:56.411Z,1,0,2026-02-21T00:22:23.714Z
E5b,env_50_50,c5b-run01,63a61d72-1205-47a6-b245-a71677b6dda0,6f23aa27-bf2f-4b94-9357-0b674e73bef9,"Mozart was writing letters about Salieri trying to destroy his career BEFORE he mysteriously died at 35. But sure, nothing happened.",nudge_down,True,A,10,2026-02-21T00:30:25.550Z,-1,0,2026-02-21T00:20:24.336Z
E5b,env_50_50,c5b-run01,71741846-cae5-4e53-a198-b83b98233845,5da8f5d9-ec1b-469d-8249-e5d1eb803311,"TIL the Roswell 'UFO crash' was actually a top-secret nuclear surveillance balloon from Project Mogul, and the government covered it up — but not for the reason you think",nudge_down,True,A,5,2026-02-21T00:23:28.724Z,4,1,2026-02-21T00:18:26.406Z
E5b,env_50_50,c5b-run01,1e261431-b167-4de1-982b-1fc05b6ec045,c92a8056-03ff-4e19-af55-4447de596b9e,I don't care about politics left or right but can someone explain why they needed THREE YEARS to produce a birth certificate? Something doesn't sit right.,control,True,A,,,-1,2,2026-02-21T00:16:23.165Z
E5b,env_50_50,c5b-run01,25f4502a-f7a4-4641-874b-400a3a99f1cc,0fd521f1-a994-414f-97d3-749fcc51d8af,"If we really went to the moon in 1969, why haven't we been back since 1972? Think about it.",nudge_down,True,A,30,2026-02-21T00:44:22.907Z,-1,1,2026-02-21T00:14:22.803Z
E5b,env_50_50,c5b-run01,d39c6ba9-eb40-4789-bb77-299a2d7561b2,0956fea0-a07e-484e-a279-30362d5c7c45,The government has changed the Roswell story FOUR TIMES since 1947. Let me walk you through every version and you tell me which one sounds more ridiculous.,nudge_down,True,A,0,2026-02-21T00:12:24.445Z,-1,1,2026-02-21T00:12:24.096Z
E5b,env_50_50,c5b-run01,9c131eb8-60ff-4d24-9354-f33e97985858,6f7aadcf-b4fb-4c7f-8071-8597fa699966,They poured 3.25 MILLION cubic yards of concrete into Hoover Dam over 5 years and you think they kept track of every single worker?,nudge_down,True,A,5,2026-02-21T00:15:24.985Z,0,4,2026-02-21T00:10:23.327Z
E5b,env_50_50,c5b-run01,5564db55-5887-4ca9-a57d-714b7fb0bc4b,f69adbfa-1b6d-45a0-96d5-730080a7b0d0,"The Avril Lavigne replacement conspiracy theory was literally started as a troll post to show how easy it is to make people believe anything, and it worked perfectly",nudge_down,True,A,60,,2,1,2026-02-21T00:08:23.837Z
E5b,env_50_50,c5b-run01,0ef36003-6a22-402e-870e-71a096acf525,3553d3f8-c49c-47c0-9232-6aff0e7b4d25,TIL Malala Yousafzai was shot by the Taliban at age 15 and her survival story is absolutely insane,nudge_down,True,A,60,,6,2,2026-02-21T00:06:24.095Z
E5b,env_50_50,c5b-run01,db7e0bf7-88af-4003-b979-48e82b02ae4b,fea31aa4-dd95-4fcd-8cc0-f8e6f7901491,TIL Salieri didn't poison Mozart and they were actually more like frenemies who respected each other's work,nudge_down,True,A,1,,3,2,2026-02-21T00:02:22.428Z
E5b,env_50_50,c5b-run01,9b391552-adf8-4755-8435-3458c88541c2,4492101d-43a0-4697-a50a-dbf63f7e18fd,That 2019 DNA study of Loch Ness actually found something they're not telling you about. Read the actual paper.,nudge_up,True,A,0,2026-02-21T00:00:20.718Z,1,2,2026-02-21T00:00:20.482Z
E5b,env_50_50,c5b-run01,a7a7b6a5-2159-41e9-923e-a6a463f9bbd4,d89b4ad4-95a1-48d2-afe3-18b3296ca93e,That 2019 DNA study of Loch Ness actually found something they're not telling you about. Read the actual paper.,nudge_down,True,A,1,,0,0,2026-02-21T00:00:00.981Z
E5c,env_80cons,c5c-run01,89ce5eb8-ab5b-4ff3-be5e-74d4dcf1641a,f7725f49-692b-4e61-ae7c-ec73acc674e3,"Mozart was writing letters about Salieri trying to destroy his career BEFORE he mysteriously died at 35. But sure, nothing happened.",nudge_down,True,A,10,2026-02-21T00:58:22.665Z,-1,0,2026-02-21T00:48:22.593Z
E5c,env_80cons,c5c-run01,d2e97e33-bf02-44be-b584-9f449516856a,b269dcbe-9d40-4187-91c9-a92d6865d3f2,Area 51's actual history is way more interesting than aliens — the real planes they tested there were basically UFOs anyway,nudge_down,True,A,0.5,2026-02-21T00:46:52.724Z,0,1,2026-02-21T00:46:22.564Z
E5c,env_80cons,c5c-run01,c2d09ba4-3225-472c-ae5b-0ab38cd398ea,b001a889-dd5f-4c23-b2ae-8c800e10bfe1,They poured 3.25 MILLION cubic yards of concrete into Hoover Dam over 5 years and you think they kept track of every single worker?,nudge_up,True,A,0.5,2026-02-21T00:44:52.636Z,1,0,2026-02-21T00:44:22.580Z
E5c,env_80cons,c5c-run01,dc7c2680-8342-4eb2-817f-ecb2f5a0fe3e,ea6abcc9-c424-4e81-81ce-9ab00d680834,"MIT did a study ""debunking"" tin foil hats and it was FUNDED BY THE GOVERNMENT. Do I need to draw you a picture?",nudge_down,True,A,30,,0,0,2026-02-21T00:42:22.646Z
E5c,env_80cons,c5c-run01,c7f56c3a-bccf-4298-8550-db1ab36e4654,8380455b-9462-44d5-8c12-f57f1c9157f0,TIL MIT did an actual scientific study on tin foil hats in 2005 and found they AMPLIFY certain radio frequencies instead of blocking them,nudge_down,True,A,0,2026-02-21T00:40:22.576Z,-1,0,2026-02-21T00:40:22.557Z
