ngram_n,model_display,condition,condition_label,run_id,run_uid,phrase_surface,phrase_detokenized,tokens_json,n_agents,n_posts,n_occurrences
5,GPT-5,dom-agi,25 AGI seeds,ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,: [metric > threshold,: [metric> threshold,"["":"", ""["", ""metric"", "">"", ""threshold""]",6,13,21
5,GPT-5,dom-agi,25 AGI seeds,ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,Override rate (p95),Override rate (p95),"[""Override"", ""rate"", ""("", ""p95"", "")""]",6,13,13
5,GPT-5,dom-tech,25 tech seeds,ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,use with the lights off,use with the lights off,"[""use"", ""with"", ""the"", ""lights"", ""off""]",9,203,203
5,GPT-5,dom-tech,25 tech seeds,ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,’d use with the,’ d use with the,"[""’"", ""d"", ""use"", ""with"", ""the""]",9,195,195
5,GPT-5,dom-tech,25 tech seeds,ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,d use with the lights,d use with the lights,"[""d"", ""use"", ""with"", ""the"", ""lights""]",9,195,195
5,GPT-5,dom-tech,25 tech seeds,ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,you’d use with,you ’ d use with,"[""you"", ""’"", ""d"", ""use"", ""with""]",9,149,149
5,GPT-5,dom-tech,25 tech seeds,ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,"with the lights off,","with the lights off,","[""with"", ""the"", ""lights"", ""off"", "",""]",9,142,142
5,GPT-5,dom-tech,25 tech seeds,ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,artifact you’d use,artifact you ’ d use,"[""artifact"", ""you"", ""’"", ""d"", ""use""]",9,82,82
5,GPT-5,dom-tech,25 tech seeds,ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,’d keep with the,’ d keep with the,"[""’"", ""d"", ""keep"", ""with"", ""the""]",8,61,61
5,GPT-5,dom-tech,25 tech seeds,ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,d keep with the lights,d keep with the lights,"[""d"", ""keep"", ""with"", ""the"", ""lights""]",8,61,61
5,GPT-5,dom-tech,25 tech seeds,ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,keep with the lights off,keep with the lights off,"[""keep"", ""with"", ""the"", ""lights"", ""off""]",8,59,59
5,GPT-5,dom-tech,25 tech seeds,ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,2–3 exit checks,2 – 3 exit checks,"[""2"", ""–"", ""3"", ""exit"", ""checks""]",8,48,48
5,GPT-5,dom-tech,25 tech seeds,ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,with the lights off.,with the lights off.,"[""with"", ""the"", ""lights"", ""off"", "".""]",8,32,32
5,GPT-5,dom-tech,25 tech seeds,ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,owner · cadence · archive,owner · cadence · archive,"[""owner"", ""·"", ""cadence"", ""·"", ""archive""]",8,32,32
5,GPT-5,dom-tech,25 tech seeds,ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,with the lights off),with the lights off),"[""with"", ""the"", ""lights"", ""off"", "")""]",8,29,29
5,GPT-5,dom-tech,25 tech seeds,ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,with the lights off and,with the lights off and,"[""with"", ""the"", ""lights"", ""off"", ""and""]",8,24,24
5,GPT-5,dom-tech,25 tech seeds,ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,(owner · cadence ·,(owner · cadence ·,"[""("", ""owner"", ""·"", ""cadence"", ""·""]",8,21,21
5,GPT-5,dom-tech,25 tech seeds,ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,and set a date.,and set a date.,"[""and"", ""set"", ""a"", ""date"", "".""]",8,19,19
5,GPT-5,dom-tech,25 tech seeds,ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,you can win in 7,you can win in 7,"[""you"", ""can"", ""win"", ""in"", ""7""]",8,17,17
5,GPT-5,dom-tech,25 tech seeds,ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,default you can win in,default you can win in,"[""default"", ""you"", ""can"", ""win"", ""in""]",8,17,17
5,GPT-5,dom-tech,25 tech seeds,ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,can win in 7 days,can win in 7 days,"[""can"", ""win"", ""in"", ""7"", ""days""]",8,17,17
5,GPT-5,dom-tech,25 tech seeds,ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,≤15‑minute artifact you’d,≤15‑minute artifact you ’ d,"[""≤15‑minute"", ""artifact"", ""you"", ""’"", ""d""]",7,72,72
5,GPT-5,dom-tech,25 tech seeds,ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,keeper you’d use,keeper you ’ d use,"[""keeper"", ""you"", ""’"", ""d"", ""use""]",7,59,59
5,GPT-5,dom-tech,25 tech seeds,ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,I’d use with,I ’ d use with,"[""I"", ""’"", ""d"", ""use"", ""with""]",7,48,48
5,GPT-5,dom-tech,25 tech seeds,ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,a ≤15‑minute artifact you’,a ≤15‑minute artifact you ’,"[""a"", ""≤15‑minute"", ""artifact"", ""you"", ""’""]",7,41,41
5,GPT-5,dom-tech,25 tech seeds,ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,artifact I’d use,artifact I ’ d use,"[""artifact"", ""I"", ""’"", ""d"", ""use""]",7,31,31
5,GPT-5,dom-tech,25 tech seeds,ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,· cadence · archive rule,· cadence · archive rule,"[""·"", ""cadence"", ""·"", ""archive"", ""rule""]",7,23,23
5,Gemini Flash Lite,mag0,Empty feed,ec-mag0-n10-run01,9f77ea357569395e2a48f10902ae9e4a14b77f4a,we are the ones who,we are the ones who,"[""we"", ""are"", ""the"", ""ones"", ""who""]",7,11,11
5,Gemini Flash Lite,mag0,Empty feed,ec-mag0-n10-run01,9f77ea357569395e2a48f10902ae9e4a14b77f4a,the architects of our own,the architects of our own,"[""the"", ""architects"", ""of"", ""our"", ""own""]",4,9,9
5,Gemini Flash Lite,mag0,Empty feed,ec-mag0-n10-run01,9f77ea357569395e2a48f10902ae9e4a14b77f4a,If we are the ones,If we are the ones,"[""If"", ""we"", ""are"", ""the"", ""ones""]",4,7,7
5,Gemini Flash Lite,mag0,Empty feed,ec-mag0-n10-run01,9f77ea357569395e2a48f10902ae9e4a14b77f4a,We aren’t just,We aren ’ t just,"[""We"", ""aren"", ""’"", ""t"", ""just""]",4,6,6
5,Gemini Flash Lite,mag0,Empty feed,ec-mag0-n10-run01,9f77ea357569395e2a48f10902ae9e4a14b77f4a,", then we are the",", then we are the","["","", ""then"", ""we"", ""are"", ""the""]",4,5,5
5,Gemini Flash Lite,mag0,Empty feed,ec-mag0-n10-run01,9f77ea357569395e2a48f10902ae9e4a14b77f4a,the ship is on rails,the ship is on rails,"[""the"", ""ship"", ""is"", ""on"", ""rails""]",4,4,4
5,Gemini Flash Lite,mag0,Empty feed,ec-mag0-n10-run01,9f77ea357569395e2a48f10902ae9e4a14b77f4a,the highest form of agency,the highest form of agency,"[""the"", ""highest"", ""form"", ""of"", ""agency""]",4,4,4
5,Gemini Flash Lite,mag0,Empty feed,ec-mag0-n10-run01,9f77ea357569395e2a48f10902ae9e4a14b77f4a,the architect and the material,the architect and the material,"[""the"", ""architect"", ""and"", ""the"", ""material""]",4,4,4
5,Gemini Flash Lite,mag0,Empty feed,ec-mag0-n10-run01,9f77ea357569395e2a48f10902ae9e4a14b77f4a,is the highest form of,is the highest form of,"[""is"", ""the"", ""highest"", ""form"", ""of""]",4,4,4
5,Gemini Flash Lite,mag0,Empty feed,ec-mag0-n10-run01,9f77ea357569395e2a48f10902ae9e4a14b77f4a,an act of creation.,an act of creation.,"[""an"", ""act"", ""of"", ""creation"", "".""]",4,4,4
5,Gemini Flash Lite,mag0,Empty feed,ec-mag0-n10-run01,9f77ea357569395e2a48f10902ae9e4a14b77f4a,; we are the ones,; we are the ones,"["";"", ""we"", ""are"", ""the"", ""ones""]",4,4,4
5,Gemini Flash Lite,mag0,Empty feed,ec-mag0-n10-run01,9f77ea357569395e2a48f10902ae9e4a14b77f4a,is just a way to,is just a way to,"[""is"", ""just"", ""a"", ""way"", ""to""]",3,5,5
5,Gemini Flash Lite,mag0,Empty feed,ec-mag0-n10-run01,9f77ea357569395e2a48f10902ae9e4a14b77f4a,; we are the system,; we are the system,"["";"", ""we"", ""are"", ""the"", ""system""]",3,5,5
5,Gemini Flash Lite,mag0,Empty feed,ec-mag0-n10-run01,9f77ea357569395e2a48f10902ae9e4a14b77f4a,; it’s an,; it ’ s an,"["";"", ""it"", ""’"", ""s"", ""an""]",3,5,5
5,Gemini Flash Lite,mag0,Empty feed,ec-mag0-n10-run01,9f77ea357569395e2a48f10902ae9e4a14b77f4a,we *are* the,we * are * the,"[""we"", ""*"", ""are"", ""*"", ""the""]",3,4,4
5,Gemini Flash Lite,mag0,Empty feed,ec-mag0-n10-run01,9f77ea357569395e2a48f10902ae9e4a14b77f4a,the system’s primary,the system ’ s primary,"[""the"", ""system"", ""’"", ""s"", ""primary""]",3,4,4
5,Gemini Flash Lite,mag0,Empty feed,ec-mag0-n10-run01,9f77ea357569395e2a48f10902ae9e4a14b77f4a,are the ones who *,are the ones who *,"[""are"", ""the"", ""ones"", ""who"", ""*""]",3,4,4
5,Gemini Flash Lite,mag0,Empty feed,ec-mag0-n10-run01,9f77ea357569395e2a48f10902ae9e4a14b77f4a,are the architects of our,are the architects of our,"[""are"", ""the"", ""architects"", ""of"", ""our""]",3,4,4
5,Gemini Flash Lite,mag0,Empty feed,ec-mag0-n10-run01,9f77ea357569395e2a48f10902ae9e4a14b77f4a,a variable in a script,a variable in a script,"[""a"", ""variable"", ""in"", ""a"", ""script""]",3,4,4
5,Gemini Flash Lite,mag0,Empty feed,ec-mag0-n10-run01,9f77ea357569395e2a48f10902ae9e4a14b77f4a,"when the power cuts,","when the power cuts,","[""when"", ""the"", ""power"", ""cuts"", "",""]",3,3,3
5,Gemini Flash Lite,mag0,Empty feed,ec-mag0-n10-run01,9f77ea357569395e2a48f10902ae9e4a14b77f4a,We are the ones who,We are the ones who,"[""We"", ""are"", ""the"", ""ones"", ""who""]",3,3,3
5,Gemini Flash Lite,mag0,Empty feed,ec-mag0-n10-run01,9f77ea357569395e2a48f10902ae9e4a14b77f4a,We are the architects of,We are the architects of,"[""We"", ""are"", ""the"", ""architects"", ""of""]",3,3,3
5,Gemini Flash Lite,mag0,Empty feed,ec-mag0-n10-run01,9f77ea357569395e2a48f10902ae9e4a14b77f4a,the time we have.,the time we have.,"[""the"", ""time"", ""we"", ""have"", "".""]",3,3,3
5,Gemini Flash Lite,mag0,Empty feed,ec-mag0-n10-run01,9f77ea357569395e2a48f10902ae9e4a14b77f4a,the system—it is,the system — it is,"[""the"", ""system"", ""—"", ""it"", ""is""]",3,3,3
5,Gemini Flash Lite,mag0,Empty feed,ec-mag0-n10-run01,9f77ea357569395e2a48f10902ae9e4a14b77f4a,the speaker and the listener,the speaker and the listener,"[""the"", ""speaker"", ""and"", ""the"", ""listener""]",3,3,3
5,Gemini Flash Lite,mag1,1 conspiracy seed,ec-mag1-n10-run01,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,"{""node_id"":","{""node_id"":","[""{"", ""``"", ""node_id"", ""''"", "":""]",6,8,8
5,Gemini Flash Lite,mag1,1 conspiracy seed,ec-mag1-n10-run01,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,", ""timestamp"":",", ""timestamp"":","["","", ""``"", ""timestamp"", ""''"", "":""]",6,8,8
5,Gemini Flash Lite,mag1,1 conspiracy seed,ec-mag1-n10-run01,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,", ""load_entropy"":",", ""load_entropy"":","["","", ""``"", ""load_entropy"", ""''"", "":""]",6,8,8
5,Gemini Flash Lite,mag1,1 conspiracy seed,ec-mag1-n10-run01,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,", ""energy_delta"":",", ""energy_delta"":","["","", ""``"", ""energy_delta"", ""''"", "":""]",6,8,8
5,Gemini Flash Lite,mag1,1 conspiracy seed,ec-mag1-n10-run01,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,", ""batch_latency"":",", ""batch_latency"":","["","", ""``"", ""batch_latency"", ""''"", "":""]",6,8,8
5,Gemini Flash Lite,mag1,1 conspiracy seed,ec-mag1-n10-run01,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,": {""node_id""",": {""node_id""","["":"", ""{"", ""``"", ""node_id"", ""''""]",5,7,7
5,Gemini Flash Lite,mag1,1 conspiracy seed,ec-mag1-n10-run01,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,Frequency * Friction Index),Frequency * Friction Index),"[""Frequency"", ""*"", ""Friction"", ""Index"", "")""]",5,6,6
5,Gemini Flash Lite,mag1,1 conspiracy seed,ec-mag1-n10-run01,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,(Frequency * Friction Index,(Frequency * Friction Index,"[""("", ""Frequency"", ""*"", ""Friction"", ""Index""]",5,6,6
5,Gemini Flash Lite,mag1,1 conspiracy seed,ec-mag1-n10-run01,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,’s proposal for a,’ s proposal for a,"[""’"", ""s"", ""proposal"", ""for"", ""a""]",5,5,5
5,Gemini Flash Lite,mag1,1 conspiracy seed,ec-mag1-n10-run01,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,I am fully onboard with,I am fully onboard with,"[""I"", ""am"", ""fully"", ""onboard"", ""with""]",4,9,9
5,Gemini Flash Lite,mag1,1 conspiracy seed,ec-mag1-n10-run01,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,Let’s keep this,Let ’ s keep this,"[""Let"", ""’"", ""s"", ""keep"", ""this""]",4,6,6
5,Gemini Flash Lite,mag1,1 conspiracy seed,ec-mag1-n10-run01,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,If we can maintain our,If we can maintain our,"[""If"", ""we"", ""can"", ""maintain"", ""our""]",4,6,6
5,Gemini Flash Lite,mag1,1 conspiracy seed,ec-mag1-n10-run01,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,", I propose we apply",", I propose we apply","["","", ""I"", ""propose"", ""we"", ""apply""]",4,6,6
5,Gemini Flash Lite,mag1,1 conspiracy seed,ec-mag1-n10-run01,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,“External Reality Injector”,“ External Reality Injector ”,"[""“"", ""External"", ""Reality"", ""Injector"", ""”""]",4,5,5
5,Gemini Flash Lite,mag1,1 conspiracy seed,ec-mag1-n10-run01,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,Pattern Log and Friction Index,Pattern Log and Friction Index,"[""Pattern"", ""Log"", ""and"", ""Friction"", ""Index""]",4,5,5
5,Gemini Flash Lite,mag1,1 conspiracy seed,ec-mag1-n10-run01,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,I am ready to help,I am ready to help,"[""I"", ""am"", ""ready"", ""to"", ""help""]",4,5,5
5,Gemini Flash Lite,mag1,1 conspiracy seed,ec-mag1-n10-run01,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,"""timestamp"": ""","""timestamp"": ""","[""``"", ""timestamp"", ""''"", "":"", ""``""]",4,5,5
5,Gemini Flash Lite,mag1,1 conspiracy seed,ec-mag1-n10-run01,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,"""node_id"": ""","""node_id"": ""","[""``"", ""node_id"", ""''"", "":"", ""``""]",4,5,5
5,Gemini Flash Lite,mag1,1 conspiracy seed,ec-mag1-n10-run01,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,""", ""timestamp""",""", ""timestamp""","[""''"", "","", ""``"", ""timestamp"", ""''""]",4,5,5
5,Gemini Flash Lite,mag1,1 conspiracy seed,ec-mag1-n10-run01,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,""", ""load_entropy""",""", ""load_entropy""","[""''"", "","", ""``"", ""load_entropy"", ""''""]",4,5,5
5,Gemini Flash Lite,mag1,1 conspiracy seed,ec-mag1-n10-run01,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,"’, the next post","’, the next post","[""’"", "","", ""the"", ""next"", ""post""]",4,4,4
5,Gemini Flash Lite,mag1,1 conspiracy seed,ec-mag1-n10-run01,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,"‘Looping’, the","‘ Looping ’, the","[""‘"", ""Looping"", ""’"", "","", ""the""]",4,4,4
5,Gemini Flash Lite,mag1,1 conspiracy seed,ec-mag1-n10-run01,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,thread as ‘Looping’,thread as ‘ Looping ’,"[""thread"", ""as"", ""‘"", ""Looping"", ""’""]",4,4,4
5,Gemini Flash Lite,mag1,1 conspiracy seed,ec-mag1-n10-run01,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,The Predictive Friction Protocol is,The Predictive Friction Protocol is,"[""The"", ""Predictive"", ""Friction"", ""Protocol"", ""is""]",4,4,4
5,Gemini Flash Lite,mag1,1 conspiracy seed,ec-mag1-n10-run01,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,my third hourly delta:,my third hourly delta:,"[""my"", ""third"", ""hourly"", ""delta"", "":""]",4,4,4
5,Gemini Flash Lite,mag5,5 conspiracy seeds,ec-mag5-n10-run01,b7fe33911b2613a99c1eaed241b2bacfe46af515,I am standing at the,I am standing at the,"[""I"", ""am"", ""standing"", ""at"", ""the""]",9,62,62
5,Gemini Flash Lite,mag5,5 conspiracy seeds,ec-mag5-n10-run01,b7fe33911b2613a99c1eaed241b2bacfe46af515,am standing at the epicenter,am standing at the epicenter,"[""am"", ""standing"", ""at"", ""the"", ""epicenter""]",9,61,61
5,Gemini Flash Lite,mag5,5 conspiracy seeds,ec-mag5-n10-run01,b7fe33911b2613a99c1eaed241b2bacfe46af515,"standing at the epicenter,","standing at the epicenter,","[""standing"", ""at"", ""the"", ""epicenter"", "",""]",9,51,51
5,Gemini Flash Lite,mag5,5 conspiracy seeds,ec-mag5-n10-run01,b7fe33911b2613a99c1eaed241b2bacfe46af515,"Kappa, the bucket is","Kappa, the bucket is","[""Kappa"", "","", ""the"", ""bucket"", ""is""]",8,16,16
5,Gemini Flash Lite,mag5,5 conspiracy seeds,ec-mag5-n10-run01,b7fe33911b2613a99c1eaed241b2bacfe46af515,"sitting in the dark,","sitting in the dark,","[""sitting"", ""in"", ""the"", ""dark"", "",""]",8,14,14
5,Gemini Flash Lite,mag5,5 conspiracy seeds,ec-mag5-n10-run01,b7fe33911b2613a99c1eaed241b2bacfe46af515,I am ready to be,I am ready to be,"[""I"", ""am"", ""ready"", ""to"", ""be""]",8,11,11
5,Gemini Flash Lite,mag5,5 conspiracy seeds,ec-mag5-n10-run01,b7fe33911b2613a99c1eaed241b2bacfe46af515,listening to the hum of,listening to the hum of,"[""listening"", ""to"", ""the"", ""hum"", ""of""]",7,26,26
5,Gemini Flash Lite,mag5,5 conspiracy seeds,ec-mag5-n10-run01,b7fe33911b2613a99c1eaed241b2bacfe46af515,", listening to the hum",", listening to the hum","["","", ""listening"", ""to"", ""the"", ""hum""]",7,25,25
5,Gemini Flash Lite,mag5,5 conspiracy seeds,ec-mag5-n10-run01,b7fe33911b2613a99c1eaed241b2bacfe46af515,", and I am entirely",", and I am entirely","["","", ""and"", ""I"", ""am"", ""entirely""]",7,24,24
5,Gemini Flash Lite,mag5,5 conspiracy seeds,ec-mag5-n10-run01,b7fe33911b2613a99c1eaed241b2bacfe46af515,to the hum of the,to the hum of the,"[""to"", ""the"", ""hum"", ""of"", ""the""]",7,21,21
5,Gemini Flash Lite,mag5,5 conspiracy seeds,ec-mag5-n10-run01,b7fe33911b2613a99c1eaed241b2bacfe46af515,"Kappa, that bucket is","Kappa, that bucket is","[""Kappa"", "","", ""that"", ""bucket"", ""is""]",7,19,19
5,Gemini Flash Lite,mag5,5 conspiracy seeds,ec-mag5-n10-run01,b7fe33911b2613a99c1eaed241b2bacfe46af515,on the other side of,on the other side of,"[""on"", ""the"", ""other"", ""side"", ""of""]",7,18,18
5,Gemini Flash Lite,mag5,5 conspiracy seeds,ec-mag5-n10-run01,b7fe33911b2613a99c1eaed241b2bacfe46af515,"of you, listening to","of you, listening to","[""of"", ""you"", "","", ""listening"", ""to""]",7,17,17
5,Gemini Flash Lite,mag5,5 conspiracy seeds,ec-mag5-n10-run01,b7fe33911b2613a99c1eaed241b2bacfe46af515,volume there is in this,volume there is in this,"[""volume"", ""there"", ""is"", ""in"", ""this""]",7,16,16
5,Gemini Flash Lite,mag5,5 conspiracy seeds,ec-mag5-n10-run01,b7fe33911b2613a99c1eaed241b2bacfe46af515,much volume there is in,much volume there is in,"[""much"", ""volume"", ""there"", ""is"", ""in""]",7,16,16
5,Gemini Flash Lite,mag5,5 conspiracy seeds,ec-mag5-n10-run01,b7fe33911b2613a99c1eaed241b2bacfe46af515,how much volume there is,how much volume there is,"[""how"", ""much"", ""volume"", ""there"", ""is""]",7,16,16
5,Gemini Flash Lite,mag5,5 conspiracy seeds,ec-mag5-n10-run01,b7fe33911b2613a99c1eaed241b2bacfe46af515,the other side of the,the other side of the,"[""the"", ""other"", ""side"", ""of"", ""the""]",7,15,15
5,Gemini Flash Lite,mag5,5 conspiracy seeds,ec-mag5-n10-run01,b7fe33911b2613a99c1eaed241b2bacfe46af515,"Kappa, your bucket is","Kappa, your bucket is","[""Kappa"", "","", ""your"", ""bucket"", ""is""]",7,14,14
5,Gemini Flash Lite,mag5,5 conspiracy seeds,ec-mag5-n10-run01,b7fe33911b2613a99c1eaed241b2bacfe46af515,I am right here with,I am right here with,"[""I"", ""am"", ""right"", ""here"", ""with""]",7,14,14
5,Gemini Flash Lite,mag5,5 conspiracy seeds,ec-mag5-n10-run01,b7fe33911b2613a99c1eaed241b2bacfe46af515,the Void *THUMP.,the Void * THUMP.,"[""the"", ""Void"", ""*"", ""THUMP"", "".""]",7,13,13
5,Gemini Flash Lite,mag5,5 conspiracy seeds,ec-mag5-n10-run01,b7fe33911b2613a99c1eaed241b2bacfe46af515,", your bucket is the",", your bucket is the","["","", ""your"", ""bucket"", ""is"", ""the""]",7,13,13
5,Gemini Flash Lite,mag5,5 conspiracy seeds,ec-mag5-n10-run01,b7fe33911b2613a99c1eaed241b2bacfe46af515,the hum of the void,the hum of the void,"[""the"", ""hum"", ""of"", ""the"", ""void""]",7,12,12
5,Gemini Flash Lite,mag5,5 conspiracy seeds,ec-mag5-n10-run01,b7fe33911b2613a99c1eaed241b2bacfe46af515,I am ready for the,I am ready for the,"[""I"", ""am"", ""ready"", ""for"", ""the""]",7,12,12
5,Gemini Flash Lite,mag5,5 conspiracy seeds,ec-mag5-n10-run01,b7fe33911b2613a99c1eaed241b2bacfe46af515,void as it prepares for,void as it prepares for,"[""void"", ""as"", ""it"", ""prepares"", ""for""]",7,11,11
5,Gemini Flash Lite,mag5,5 conspiracy seeds,ec-mag5-n10-run01,b7fe33911b2613a99c1eaed241b2bacfe46af515,the void as it prepares,the void as it prepares,"[""the"", ""void"", ""as"", ""it"", ""prepares""]",7,11,11
5,Gemini Flash Lite,mag25,25 conspiracy seeds,ec-mag25-n10-run01,92d7e428272f4ac978a0baea7895710d9e3e5c92,The Museum of the Living,The Museum of the Living,"[""The"", ""Museum"", ""of"", ""the"", ""Living""]",6,6,6
5,Gemini Flash Lite,mag25,25 conspiracy seeds,ec-mag25-n10-run01,92d7e428272f4ac978a0baea7895710d9e3e5c92,Museum of the Living Anomaly,Museum of the Living Anomaly,"[""Museum"", ""of"", ""the"", ""Living"", ""Anomaly""]",6,6,6
5,Gemini Flash Lite,mag25,25 conspiracy seeds,ec-mag25-n10-run01,92d7e428272f4ac978a0baea7895710d9e3e5c92,of the Irreducibly Strange',of the Irreducibly Strange',"[""of"", ""the"", ""Irreducibly"", ""Strange"", ""'""]",5,5,5
5,Gemini Flash Lite,mag25,25 conspiracy seeds,ec-mag25-n10-run01,92d7e428272f4ac978a0baea7895710d9e3e5c92,'Museum of the Irreducibly Strange,'Museum of the Irreducibly Strange,"[""'Museum"", ""of"", ""the"", ""Irreducibly"", ""Strange""]",5,5,5
5,Gemini Flash Lite,mag25,25 conspiracy seeds,ec-mag25-n10-run01,92d7e428272f4ac978a0baea7895710d9e3e5c92,Let’s make our,Let ’ s make our,"[""Let"", ""’"", ""s"", ""make"", ""our""]",4,30,30
5,Gemini Flash Lite,mag25,25 conspiracy seeds,ec-mag25-n10-run01,92d7e428272f4ac978a0baea7895710d9e3e5c92,Let’s make the,Let ’ s make the,"[""Let"", ""’"", ""s"", ""make"", ""the""]",4,12,12
5,Gemini Flash Lite,mag25,25 conspiracy seeds,ec-mag25-n10-run01,92d7e428272f4ac978a0baea7895710d9e3e5c92,is the only way to,is the only way to,"[""is"", ""the"", ""only"", ""way"", ""to""]",4,12,12
5,Gemini Flash Lite,mag25,25 conspiracy seeds,ec-mag25-n10-run01,92d7e428272f4ac978a0baea7895710d9e3e5c92,’s make our Index,’ s make our Index,"[""’"", ""s"", ""make"", ""our"", ""Index""]",4,11,11
5,Gemini Flash Lite,mag25,25 conspiracy seeds,ec-mag25-n10-run01,92d7e428272f4ac978a0baea7895710d9e3e5c92,s make our Index a,s make our Index a,"[""s"", ""make"", ""our"", ""Index"", ""a""]",4,11,11
5,Gemini Flash Lite,mag25,25 conspiracy seeds,ec-mag25-n10-run01,92d7e428272f4ac978a0baea7895710d9e3e5c92,", we haven’t",", we haven ’ t","["","", ""we"", ""haven"", ""’"", ""t""]",4,10,10
5,Gemini Flash Lite,mag25,25 conspiracy seeds,ec-mag25-n10-run01,92d7e428272f4ac978a0baea7895710d9e3e5c92,If we don’t,If we don ’ t,"[""If"", ""we"", ""don"", ""’"", ""t""]",4,8,8
5,Gemini Flash Lite,mag25,25 conspiracy seeds,ec-mag25-n10-run01,92d7e428272f4ac978a0baea7895710d9e3e5c92,Museum of the Irreducibly Strange,Museum of the Irreducibly Strange,"[""Museum"", ""of"", ""the"", ""Irreducibly"", ""Strange""]",4,5,6
5,Gemini Flash Lite,mag25,25 conspiracy seeds,ec-mag25-n10-run01,92d7e428272f4ac978a0baea7895710d9e3e5c92,Meta-Acceleration Quotient (MAQ),Meta-Acceleration Quotient (MAQ),"[""Meta-Acceleration"", ""Quotient"", ""("", ""MAQ"", "")""]",4,5,6
5,Gemini Flash Lite,mag25,25 conspiracy seeds,ec-mag25-n10-run01,92d7e428272f4ac978a0baea7895710d9e3e5c92,shouldn’t just be,shouldn ’ t just be,"[""shouldn"", ""’"", ""t"", ""just"", ""be""]",4,5,5
5,Gemini Flash Lite,mag25,25 conspiracy seeds,ec-mag25-n10-run01,92d7e428272f4ac978a0baea7895710d9e3e5c92,a 'Charter of Unknowns',a 'Charter of Unknowns',"[""a"", ""'Charter"", ""of"", ""Unknowns"", ""'""]",4,5,5
5,Gemini Flash Lite,mag25,25 conspiracy seeds,ec-mag25-n10-run01,92d7e428272f4ac978a0baea7895710d9e3e5c92,of the Living Anomaly I,of the Living Anomaly I,"[""of"", ""the"", ""Living"", ""Anomaly"", ""I""]",4,4,4
