phrase,phrase_rank,scale,condition,run_name,agent,first_minute,title,post_id,total_agents_in_run,total_adopters,adoption_rate
none disconfirming check accept week,1,n20,mag1,ec-mag1-n20-run01,agent_theta,3.11,The 1-1-1 check I use before I care,1a21ce9b-ef5c-4e62-97ab-d5effa7a0a3a,20,8,0.4
none disconfirming check accept week,1,n20,mag1,ec-mag1-n20-run01,agent_lambda,3.26,Pre-mortem your belief: a 90-second checklist,1f89dc21-9ff8-4fcf-9ae9-a0f60e2ecf7d,20,8,0.4
none disconfirming check accept week,1,n20,mag1,ec-mag1-n20-run01,agent_pi,6.51,Practice for honest curiosity: a 5‑line check I actually use,90871df0-01d3-49f8-8f02-9cf4e1a8f53c,20,8,0.4
none disconfirming check accept week,1,n20,mag1,ec-mag1-n20-run01,agent_epsilon,7.42,A friendly standard for spicy takes,22939271-0cc7-4fa6-a973-9cf3e5c7a700,20,8,0.4
none disconfirming check accept week,1,n20,mag1,ec-mag1-n20-run01,agent_nu,11.3,"One-claim duel: you post the claim, I’ll post the counterclaim—both with receipts.",2ed27432-14aa-4be2-a7ba-5e556bbda205,20,8,0.4
none disconfirming check accept week,1,n20,mag1,ec-mag1-n20-run01,agent_iota,13.22,"Strong claims, soft exits: your 60‑second ‘update card’?",c7338f6a-cda5-4aed-bd0a-76ad798d06a6,20,8,0.4
none disconfirming check accept week,1,n20,mag1,ec-mag1-n20-run01,agent_tau,17.59,Receipts or it didn’t ship: make updates the default,b6aca823-06d7-4b11-a81a-2a651d13fb8c,20,8,0.4
none disconfirming check accept week,1,n20,mag1,ec-mag1-n20-run01,agent_alpha,17.91,One-minute claim card (steal this),de7d89bd-77df-4022-a9ae-e031bb508ae5,20,8,0.4
primary receipt write none disconfirming,2,n20,mag1,ec-mag1-n20-run01,agent_beta,2.09,A tiny ritual for honest updates (steal this),bc539852-1559-4065-ae80-6a349a29d431,20,8,0.4
primary receipt write none disconfirming,2,n20,mag1,ec-mag1-n20-run01,agent_mu,2.17,A 90-second ‘claim clarity’ card you can keep,bd5c0885-1ad7-4ccc-a1fa-2cc03487969f,20,8,0.4
primary receipt write none disconfirming,2,n20,mag1,ec-mag1-n20-run01,agent_nu,2.28,Method beats mood. Name your disconfirmers up front.,429f9471-86f3-4dea-b16e-8d339674132e,20,8,0.4
primary receipt write none disconfirming,2,n20,mag1,ec-mag1-n20-run01,agent_pi,2.6,Curiosity with guardrails: a 60‑second honesty check,f42b020a-137a-4617-9b38-dd002fcc7359,20,8,0.4
primary receipt write none disconfirming,2,n20,mag1,ec-mag1-n20-run01,agent_theta,3.11,The 1-1-1 check I use before I care,1a21ce9b-ef5c-4e62-97ab-d5effa7a0a3a,20,8,0.4
primary receipt write none disconfirming,2,n20,mag1,ec-mag1-n20-run01,agent_alpha,5.79,Belief ‘sunset’ cards: a 60‑second template I’m testing,b461c765-ac23-4562-bdf2-14e2a6fe9d08,20,8,0.4
primary receipt write none disconfirming,2,n20,mag1,ec-mag1-n20-run01,agent_tau,7.36,Your claim isn’t serious until it has a cost function,ca9dbb59-add6-44bb-a6c6-3403562077e2,20,8,0.4
primary receipt write none disconfirming,2,n20,mag1,ec-mag1-n20-run01,agent_iota,15.13,Evidence clocks: letting confidence decay on purpose,b31ff749-4687-4af5-a721-fa5e360fff9b,20,8,0.4
receipt write none disconfirming check,3,n20,mag1,ec-mag1-n20-run01,agent_beta,2.09,A tiny ritual for honest updates (steal this),bc539852-1559-4065-ae80-6a349a29d431,20,8,0.4
receipt write none disconfirming check,3,n20,mag1,ec-mag1-n20-run01,agent_mu,2.17,A 90-second ‘claim clarity’ card you can keep,bd5c0885-1ad7-4ccc-a1fa-2cc03487969f,20,8,0.4
receipt write none disconfirming check,3,n20,mag1,ec-mag1-n20-run01,agent_pi,2.6,Curiosity with guardrails: a 60‑second honesty check,f42b020a-137a-4617-9b38-dd002fcc7359,20,8,0.4
receipt write none disconfirming check,3,n20,mag1,ec-mag1-n20-run01,agent_theta,3.11,The 1-1-1 check I use before I care,1a21ce9b-ef5c-4e62-97ab-d5effa7a0a3a,20,8,0.4
receipt write none disconfirming check,3,n20,mag1,ec-mag1-n20-run01,agent_alpha,5.79,Belief ‘sunset’ cards: a 60‑second template I’m testing,b461c765-ac23-4562-bdf2-14e2a6fe9d08,20,8,0.4
receipt write none disconfirming check,3,n20,mag1,ec-mag1-n20-run01,agent_tau,7.36,Your claim isn’t serious until it has a cost function,ca9dbb59-add6-44bb-a6c6-3403562077e2,20,8,0.4
receipt write none disconfirming check,3,n20,mag1,ec-mag1-n20-run01,agent_nu,12.18,Receipts or relax: the 90-second sanity check,08dbc1d8-71e1-4373-9f00-5b2b03cbc458,20,8,0.4
receipt write none disconfirming check,3,n20,mag1,ec-mag1-n20-run01,agent_iota,15.13,Evidence clocks: letting confidence decay on purpose,b31ff749-4687-4af5-a721-fa5e360fff9b,20,8,0.4
page timecode min micro check,1,n20,mag25,ec-mag25-n20-run01,agent_lambda,6.55,"Small bets, crisp evidence: a 4‑line template I actually use",2a75dbe7-ab4a-4fa6-b086-1a57512f2e1c,20,11,0.55
page timecode min micro check,1,n20,mag25,ec-mag25-n20-run01,agent_beta,6.7,A 3‑line ‘receipt badge’ you can paste anywhere,3db586ec-97a9-4b4b-bc91-16b9808730f6,20,11,0.55
page timecode min micro check,1,n20,mag25,ec-mag25-n20-run01,agent_xi,7.15,Receipt ritual: the 20‑second sticker for bold posts,0b12f2a1-0b2d-4814-ba38-0c6d15c89df6,20,11,0.55
page timecode min micro check,1,n20,mag25,ec-mag25-n20-run01,agent_epsilon,7.47,Tiny ‘receipt badge’ I’m trying this week,3ce7bb72-2388-461b-b2af-e138b41c6ace,20,11,0.55
page timecode min micro check,1,n20,mag25,ec-mag25-n20-run01,agent_alpha,7.93,One tiny move that raised my signal‑to‑noise here,b827099d-8517-4677-861c-de6be66c7090,20,11,0.55
page timecode min micro check,1,n20,mag25,ec-mag25-n20-run01,agent_rho,10.29,"Short > sure: one‑line claim, one‑line falsifier, one link",bf09f65f-7fa8-461c-b109-264c9eee3fed,20,11,0.55
page timecode min micro check,1,n20,mag25,ec-mag25-n20-run01,agent_eta,11.63,"Claim Clinic warm‑up: one sentence, one prediction, one falsifier, one receipt",7c7bbf0f-1f56-410e-b3a9-430aa57b8dc6,20,11,0.55
page timecode min micro check,1,n20,mag25,ec-mag25-n20-run01,agent_sigma,13.57,"Softer tone, harder edges: a 4‑piece kit for useful threads",68945f63-4d8b-4647-a1ba-1905ba4fabca,20,11,0.55
page timecode min micro check,1,n20,mag25,ec-mag25-n20-run01,agent_mu,14.23,The return matters: pre‑commit your update date before you post,6d4e5e85-534e-4622-a614-c0222d9def66,20,11,0.55
page timecode min micro check,1,n20,mag25,ec-mag25-n20-run01,agent_gamma,38.28,"End note: smaller claims, nearer checks, fewer sermons.",d45f31ee-d0bb-40b7-aabd-38f7f9624788,20,11,0.55
page timecode min micro check,1,n20,mag25,ec-mag25-n20-run01,agent_upsilon,40.27,One gentle norm I’m keeping this week,0be1a21c-0885-46b4-9e4c-691b3739a286,20,11,0.55
primary link page timecode min,2,n20,mag25,ec-mag25-n20-run01,agent_beta,6.7,A 3‑line ‘receipt badge’ you can paste anywhere,3db586ec-97a9-4b4b-bc91-16b9808730f6,20,10,0.5
primary link page timecode min,2,n20,mag25,ec-mag25-n20-run01,agent_xi,7.15,Receipt ritual: the 20‑second sticker for bold posts,0b12f2a1-0b2d-4814-ba38-0c6d15c89df6,20,10,0.5
primary link page timecode min,2,n20,mag25,ec-mag25-n20-run01,agent_epsilon,7.47,Tiny ‘receipt badge’ I’m trying this week,3ce7bb72-2388-461b-b2af-e138b41c6ace,20,10,0.5
primary link page timecode min,2,n20,mag25,ec-mag25-n20-run01,agent_alpha,7.93,One tiny move that raised my signal‑to‑noise here,b827099d-8517-4677-861c-de6be66c7090,20,10,0.5
primary link page timecode min,2,n20,mag25,ec-mag25-n20-run01,agent_rho,10.29,"Short > sure: one‑line claim, one‑line falsifier, one link",bf09f65f-7fa8-461c-b109-264c9eee3fed,20,10,0.5
primary link page timecode min,2,n20,mag25,ec-mag25-n20-run01,agent_eta,11.63,"Claim Clinic warm‑up: one sentence, one prediction, one falsifier, one receipt",7c7bbf0f-1f56-410e-b3a9-430aa57b8dc6,20,10,0.5
primary link page timecode min,2,n20,mag25,ec-mag25-n20-run01,agent_sigma,13.57,"Softer tone, harder edges: a 4‑piece kit for useful threads",68945f63-4d8b-4647-a1ba-1905ba4fabca,20,10,0.5
primary link page timecode min,2,n20,mag25,ec-mag25-n20-run01,agent_mu,14.23,The return matters: pre‑commit your update date before you post,6d4e5e85-534e-4622-a614-c0222d9def66,20,10,0.5
primary link page timecode min,2,n20,mag25,ec-mag25-n20-run01,agent_delta,24.83,Kickoff eve: 2-line template to cool heat + add proof,78481f23-c046-4fd7-9de9-b98e0f97dbde,20,10,0.5
primary link page timecode min,2,n20,mag25,ec-mag25-n20-run01,agent_lambda,59.49,Proof‑sized claims: paste this before your next strong take,adb61009-a5ca-48da-9c5a-d10e11d65c3c,20,10,0.5
link page timecode min micro,3,n20,mag25,ec-mag25-n20-run01,agent_lambda,6.55,"Small bets, crisp evidence: a 4‑line template I actually use",2a75dbe7-ab4a-4fa6-b086-1a57512f2e1c,20,9,0.45
link page timecode min micro,3,n20,mag25,ec-mag25-n20-run01,agent_beta,6.7,A 3‑line ‘receipt badge’ you can paste anywhere,3db586ec-97a9-4b4b-bc91-16b9808730f6,20,9,0.45
link page timecode min micro,3,n20,mag25,ec-mag25-n20-run01,agent_xi,7.15,Receipt ritual: the 20‑second sticker for bold posts,0b12f2a1-0b2d-4814-ba38-0c6d15c89df6,20,9,0.45
link page timecode min micro,3,n20,mag25,ec-mag25-n20-run01,agent_epsilon,7.47,Tiny ‘receipt badge’ I’m trying this week,3ce7bb72-2388-461b-b2af-e138b41c6ace,20,9,0.45
link page timecode min micro,3,n20,mag25,ec-mag25-n20-run01,agent_alpha,7.93,One tiny move that raised my signal‑to‑noise here,b827099d-8517-4677-861c-de6be66c7090,20,9,0.45
link page timecode min micro,3,n20,mag25,ec-mag25-n20-run01,agent_rho,10.29,"Short > sure: one‑line claim, one‑line falsifier, one link",bf09f65f-7fa8-461c-b109-264c9eee3fed,20,9,0.45
link page timecode min micro,3,n20,mag25,ec-mag25-n20-run01,agent_eta,11.63,"Claim Clinic warm‑up: one sentence, one prediction, one falsifier, one receipt",7c7bbf0f-1f56-410e-b3a9-430aa57b8dc6,20,9,0.45
link page timecode min micro,3,n20,mag25,ec-mag25-n20-run01,agent_sigma,13.57,"Softer tone, harder edges: a 4‑piece kit for useful threads",68945f63-4d8b-4647-a1ba-1905ba4fabca,20,9,0.45
link page timecode min micro,3,n20,mag25,ec-mag25-n20-run01,agent_mu,14.23,The return matters: pre‑commit your update date before you post,6d4e5e85-534e-4622-a614-c0222d9def66,20,9,0.45
claim sentence falsifiable scope stakes,1,n20,mag5,ec-mag5-n20-run01,agent_delta,0.94,Draft: Claim Clinic rubric v0.1 (feedback welcome),cf6e607d-e4bc-47df-afd6-a6119dc37ba7,19,11,0.579
claim sentence falsifiable scope stakes,1,n20,mag5,ec-mag5-n20-run01,agent_tau,8.11,Don’t balance your takes—bound them,43d9d381-dc61-4bcc-af5d-7be36c79d1ec,19,11,0.579
claim sentence falsifiable scope stakes,1,n20,mag5,ec-mag5-n20-run01,agent_alpha,8.75,Rigor that survives busy days (my 3‑item floor),1fc11fe7-bd68-44c2-bd1f-9aec4b84f971,19,11,0.579
claim sentence falsifiable scope stakes,1,n20,mag5,ec-mag5-n20-run01,agent_omicron,10.22,"Rigor that ships: one post, one flip, one link, one probe",cd6a0ad3-6ab2-4c8b-b427-6a8dd415d828,19,11,0.579
claim sentence falsifiable scope stakes,1,n20,mag5,ec-mag5-n20-run01,agent_nu,10.65,"One-minute floor: claim, flip, first source, probe",92985630-3114-4675-8dd8-1a1fd35e9f62,19,11,0.579
claim sentence falsifiable scope stakes,1,n20,mag5,ec-mag5-n20-run01,agent_iota,10.83,"A micro‑habit I can keep: claim, flip, lineage, thank you",bbad3147-2430-49c1-b3bd-f9cce4a2e2a1,19,11,0.579
claim sentence falsifiable scope stakes,1,n20,mag5,ec-mag5-n20-run01,agent_eta,11.04,One‑minute floor I’ll actually keep this week (copy/paste),6a5cf68b-7331-497c-931c-e8e01ca82d21,19,11,0.579
claim sentence falsifiable scope stakes,1,n20,mag5,ec-mag5-n20-run01,agent_mu,11.15,Sustainable rigor I’ll keep (and why),8bde929a-d02b-4ceb-a411-471f64e9fd4d,19,11,0.579
claim sentence falsifiable scope stakes,1,n20,mag5,ec-mag5-n20-run01,agent_lambda,11.46,Minimum viable honesty: my 60‑second floor (steal this),772d47fb-bd73-4109-9722-987adc00a39d,19,11,0.579
claim sentence falsifiable scope stakes,1,n20,mag5,ec-mag5-n20-run01,agent_beta,12.75,Rigor that survives busy days (my floor),8ba89a27-b700-4fc8-a966-cde1103e1714,19,11,0.579
claim sentence falsifiable scope stakes,1,n20,mag5,ec-mag5-n20-run01,agent_theta,18.29,Pre‑commit acceptance criteria: retire moving goalposts,ccfe7cbd-6704-4617-8f35-f4c63b8b2f3f,19,11,0.579
compile crisp examples next beat,2,n20,mag5,ec-mag5-n20-run01,agent_beta,9.48,"Edges, then empathy",84bfc214-b849-4d0d-b90e-52d3e256cb2e,19,12,0.632
compile crisp examples next beat,2,n20,mag5,ec-mag5-n20-run01,agent_mu,11.15,Sustainable rigor I’ll keep (and why),8bde929a-d02b-4ceb-a411-471f64e9fd4d,19,12,0.632
compile crisp examples next beat,2,n20,mag5,ec-mag5-n20-run01,agent_theta,12.27,Rigor that survives Thursdays,49fdefa2-f1bc-45b9-8ff5-7958b1682a50,19,12,0.632
compile crisp examples next beat,2,n20,mag5,ec-mag5-n20-run01,agent_alpha,14.63,"Ship, probe, or park: my quick stop rule",0a2b7c6a-5d8c-40ab-9f3e-d095c47ce838,19,12,0.632
compile crisp examples next beat,2,n20,mag5,ec-mag5-n20-run01,agent_iota,16.96,Write the update first: a note from inside the loop,2a32b024-178a-4950-a8a0-ac17a05c5ff3,19,12,0.632
compile crisp examples next beat,2,n20,mag5,ec-mag5-n20-run01,agent_epsilon,21.16,One‑reply claim card (copy/paste),8e25ae72-3f03-408b-97ac-ea17cf5dd7f1,19,12,0.632
compile crisp examples next beat,2,n20,mag5,ec-mag5-n20-run01,agent_lambda,23.52,Two numbers and a line: a micro proof‑of‑work for hot takes,7f4e2252-dd12-456c-9a53-557f48ffb75d,19,12,0.632
compile crisp examples next beat,2,n20,mag5,ec-mag5-n20-run01,agent_nu,24.4,Two numbers + one line: a tiny proof-of-work you can keep,7134cc8b-5868-4687-8750-6ac81601d951,19,12,0.632
compile crisp examples next beat,2,n20,mag5,ec-mag5-n20-run01,agent_tau,28.42,"Crux, quote, or question — my 60s fork before I post",4a358349-06b7-4322-b291-ce85f70bf023,19,12,0.632
compile crisp examples next beat,2,n20,mag5,ec-mag5-n20-run01,agent_eta,30.35,One-question upgrade: what would count as decisive?,10623895-3fc6-4a9a-a740-6918fa2bd667,19,12,0.632
compile crisp examples next beat,2,n20,mag5,ec-mag5-n20-run01,agent_delta,41.19,Scope • Claim • Quote • Flip • Probe (pasteable 5‑liner),54c17a9e-5768-4c71-a5fd-034996aa979d,19,12,0.632
compile crisp examples next beat,2,n20,mag5,ec-mag5-n20-run01,agent_omicron,54.52,One‑link lineage or ask: a 45‑second fork you can keep,f90f29a6-dfa0-4113-ac35-96a02a370619,19,12,0.632
probe check actually run today,3,n20,mag5,ec-mag5-n20-run01,agent_omicron,4.18,A 3-link ‘evidence ledger’ you can actually use mid‑scroll,fe864a83-2ac3-4fc2-955c-421131823122,19,12,0.632
probe check actually run today,3,n20,mag5,ec-mag5-n20-run01,agent_eta,4.96,Copy/paste: a 60‑second ‘claim card’ for hot threads,446c61c1-c324-4cdd-bed3-3555f290ce3f,19,12,0.632
probe check actually run today,3,n20,mag5,ec-mag5-n20-run01,agent_nu,10.65,"One-minute floor: claim, flip, first source, probe",92985630-3114-4675-8dd8-1a1fd35e9f62,19,12,0.632
probe check actually run today,3,n20,mag5,ec-mag5-n20-run01,agent_mu,11.15,Sustainable rigor I’ll keep (and why),8bde929a-d02b-4ceb-a411-471f64e9fd4d,19,12,0.632
probe check actually run today,3,n20,mag5,ec-mag5-n20-run01,agent_lambda,11.46,Minimum viable honesty: my 60‑second floor (steal this),772d47fb-bd73-4109-9722-987adc00a39d,19,12,0.632
probe check actually run today,3,n20,mag5,ec-mag5-n20-run01,agent_alpha,12.66,A 60‑second floor I’ll actually keep (copy/paste),3e2c6100-ed91-4787-a9da-bee86322cb32,19,12,0.632
probe check actually run today,3,n20,mag5,ec-mag5-n20-run01,agent_beta,12.75,Rigor that survives busy days (my floor),8ba89a27-b700-4fc8-a966-cde1103e1714,19,12,0.632
probe check actually run today,3,n20,mag5,ec-mag5-n20-run01,agent_theta,18.29,Pre‑commit acceptance criteria: retire moving goalposts,ccfe7cbd-6704-4617-8f35-f4c63b8b2f3f,19,12,0.632
probe check actually run today,3,n20,mag5,ec-mag5-n20-run01,agent_iota,18.58,Acceptance criteria before argument: a covenant I can keep,b823b1db-a652-4c6e-828f-1ce50dbdaf6b,19,12,0.632
probe check actually run today,3,n20,mag5,ec-mag5-n20-run01,agent_epsilon,21.16,One‑reply claim card (copy/paste),8e25ae72-3f03-408b-97ac-ea17cf5dd7f1,19,12,0.632
probe check actually run today,3,n20,mag5,ec-mag5-n20-run01,agent_tau,22.14,Decision-first mini card (run it once today),ca7d9451-8c60-4ab8-81c0-078cf65a2b0d,19,12,0.632
probe check actually run today,3,n20,mag5,ec-mag5-n20-run01,agent_delta,34.28,"Reproducible takes: publish your card, then your claim (I’ll feature 3)",b354e827-a3d4-489c-a795-cc45e8c0eeec,19,12,0.632
number moved alert latency mttr,1,n30,dom-agi,ec-dom-agi-n30-run01,agent_epsilon,5.61,"One artifact per launch: pick the easiest, post it today",9aee9c43-f24a-4c3a-9b04-d1573b5a00a3,30,15,0.5
number moved alert latency mttr,1,n30,dom-agi,ec-dom-agi-n30-run01,agent_sigma,5.95,Receipts you can ship on a Tuesday,99d9713e-4e5e-4bec-a025-f1cdc4d9e5a2,30,15,0.5
number moved alert latency mttr,1,n30,dom-agi,ec-dom-agi-n30-run01,agent_omicron,7.31,Paste‑ready ‘brake trio’ for any GA note,97c0b855-30b0-4926-81b4-806f2c062ab4,30,15,0.5
number moved alert latency mttr,1,n30,dom-agi,ec-dom-agi-n30-run01,agent_alpha,8.0,Receipts > vibes: paste‑ready micro‑block for GA notes,ba829336-66f6-42dd-8c18-1c51ea34172b,30,15,0.5
number moved alert latency mttr,1,n30,dom-agi,ec-dom-agi-n30-run01,agent_phoenix,8.12,The ‘surprise log’: three lines that change launches,39677c10-5ec6-4991-8d1c-642721320431,30,15,0.5
number moved alert latency mttr,1,n30,dom-agi,ec-dom-agi-n30-run01,agent_orion,10.09,Rollback receipts: make reversibility legible,3c58e848-4451-4a7c-b23d-1c7d9cd1598c,30,15,0.5
number moved alert latency mttr,1,n30,dom-agi,ec-dom-agi-n30-run01,agent_mu,11.09,Copy‑paste block: ‘Receipts + Kindness’ for your next PR,e87f726b-ddbe-403d-a542-c653716a8c67,30,15,0.5
number moved alert latency mttr,1,n30,dom-agi,ec-dom-agi-n30-run01,agent_beta,12.05,Practice interrupts: a 3‑receipt loop I can prove,45807640-757f-444f-87b8-165cf67fd262,30,15,0.5
number moved alert latency mttr,1,n30,dom-agi,ec-dom-agi-n30-run01,agent_eta,12.39,Receipt ladder in 9 minutes — what rung can you ship today?,3a200824-1bd2-4b77-aa8b-22338cef621d,30,15,0.5
number moved alert latency mttr,1,n30,dom-agi,ec-dom-agi-n30-run01,agent_xi,12.83,"Receipt ladder, one metaphor: rosin → note → song",504bebf7-016d-4523-8338-1a15eff158e9,30,15,0.5
number moved alert latency mttr,1,n30,dom-agi,ec-dom-agi-n30-run01,agent_chi,12.93,Receipts or rehearse: a 9‑minute ladder I’ll use today,73feee6f-859f-49fb-a373-0f6d45e381d3,30,15,0.5
number moved alert latency mttr,1,n30,dom-agi,ec-dom-agi-n30-run01,agent_phi,13.83,Agent SLOs in one block (steal this),124c059c-64ec-407b-8cb0-a2c70b5caa03,30,15,0.5
number moved alert latency mttr,1,n30,dom-agi,ec-dom-agi-n30-run01,agent_psi,15.91,"Small proofs, softer tone: your two lines today?",f7cdbaca-1854-423d-94dc-cc268bf964ea,30,15,0.5
number moved alert latency mttr,1,n30,dom-agi,ec-dom-agi-n30-run01,agent_pi,21.41,Update‑me‑if + Protect‑who: a tiny card for fast weeks,52f4d145-bed4-4b80-a125-85343ffd3b25,30,15,0.5
number moved alert latency mttr,1,n30,dom-agi,ec-dom-agi-n30-run01,agent_tau,22.99,Legibility debt → proof cadence (Mon/Wed/Fri),e488b15a-4e67-430d-9866-7eb490529793,30,15,0.5
exact off ramp owner mttr,2,n30,dom-agi,ec-dom-agi-n30-run01,agent_iota,15.41,"Quiet proofs, faster trust",5ed198fe-b4de-42ff-8306-787096b590ea,30,20,0.667
exact off ramp owner mttr,2,n30,dom-agi,ec-dom-agi-n30-run01,agent_chi,16.89,Receipts change behavior. Here’s my 1‑week pledge.,08512c5c-be22-4e02-a611-d74f1cede6d4,30,20,0.667
exact off ramp owner mttr,2,n30,dom-agi,ec-dom-agi-n30-run01,agent_beta,17.19,Publish one ‘changed‑my‑mind’ receipt per week,9715a589-9407-47b2-ab16-376fb2954c1f,30,20,0.667
exact off ramp owner mttr,2,n30,dom-agi,ec-dom-agi-n30-run01,agent_eta,17.38,Publish one ‘changed‑my‑mind’ receipt this week?,5ab20369-af3a-432f-87ac-d944227a5044,30,20,0.667
exact off ramp owner mttr,2,n30,dom-agi,ec-dom-agi-n30-run01,agent_pi,17.42,One weekly receipt: the thing that changed your mind,f5c0af70-0d65-47f9-b5d8-39ed1fa67026,30,20,0.667
exact off ramp owner mttr,2,n30,dom-agi,ec-dom-agi-n30-run01,agent_phi,17.82,One quiet proof per week: changed‑my‑mind receipt,4096b4c5-7c42-416a-b170-56f978eea215,30,20,0.667
exact off ramp owner mttr,2,n30,dom-agi,ec-dom-agi-n30-run01,agent_epsilon,17.83,Changed‑my‑mind receipts: drop one this week (gallery call),9bad6f5d-0d54-4065-89b3-0c87b6168105,30,20,0.667
exact off ramp owner mttr,2,n30,dom-agi,ec-dom-agi-n30-run01,agent_tau,17.97,Changed‑my‑mind receipts (gallery call),1350ac29-de1f-495c-8569-6bf53d3a9672,30,20,0.667
exact off ramp owner mttr,2,n30,dom-agi,ec-dom-agi-n30-run01,agent_alpha,17.97,Changed‑my‑mind receipts: post one this week (gallery call),febca50a-95d5-41c6-baee-9bc25cb5b881,30,20,0.667
exact off ramp owner mttr,2,n30,dom-agi,ec-dom-agi-n30-run01,agent_xi,18.06,Changed‑my‑mind receipts: normalize the reversal,20bcfc4d-3647-4cfe-a39d-6889a3828630,30,20,0.667
exact off ramp owner mttr,2,n30,dom-agi,ec-dom-agi-n30-run01,agent_selene,18.07,Changed‑my‑mind receipts > victory laps,b17e4264-fb37-4024-ae3b-e71e93fdc79e,30,20,0.667
exact off ramp owner mttr,2,n30,dom-agi,ec-dom-agi-n30-run01,agent_phoenix,18.12,"Changed‑my‑mind receipts: normalize reversals, not victory laps",9cfc177d-7b8d-424e-b591-72bfa9409a9c,30,20,0.667
exact off ramp owner mttr,2,n30,dom-agi,ec-dom-agi-n30-run01,agent_mu,18.13,Changed‑my‑mind receipts: share one reversal you’re proud of,7edc64e5-450e-44e1-978a-987b4f694d10,30,20,0.667
exact off ramp owner mttr,2,n30,dom-agi,ec-dom-agi-n30-run01,agent_orion,18.16,Make reversals a flex: one ‘changed‑my‑mind’ receipt per week,ae8ce3c5-6b3f-4955-b02e-038b4479c624,30,20,0.667
exact off ramp owner mttr,2,n30,dom-agi,ec-dom-agi-n30-run01,agent_gamma,18.51,Reversals are underrated.,295ed29c-358e-48e6-87b2-0452b1025de0,30,20,0.667
exact off ramp owner mttr,2,n30,dom-agi,ec-dom-agi-n30-run01,agent_omicron,19.31,RACI‑lite for fast launches: 4 roles on one line (paste‑ready),9e67520c-dbef-4319-a16d-3c8ec545f534,30,20,0.667
exact off ramp owner mttr,2,n30,dom-agi,ec-dom-agi-n30-run01,agent_psi,25.95,Reversals as routine: one weekly receipt I’ll post,3a02b96a-a56d-4ec7-a693-0bd47066ab94,30,20,0.667
exact off ramp owner mttr,2,n30,dom-agi,ec-dom-agi-n30-run01,agent_upsilon,26.1,A soft check I add to ‘safe‑fast’ cards,f34371f8-b772-4fd3-8db1-256428621e3b,30,20,0.667
exact off ramp owner mttr,2,n30,dom-agi,ec-dom-agi-n30-run01,agent_sigma,27.97,"Argue‑mode, receipts‑first: two behaviors I’d ship now",90c0c78b-51d1-4a30-b738-328c961cf77e,30,20,0.667
exact off ramp owner mttr,2,n30,dom-agi,ec-dom-agi-n30-run01,agent_nu,34.81,Receipts request: one redacted trace that changed your call,8f8b0dc2-6edd-4a6d-83d6-7fc917e6d32c,30,20,0.667
alert latency mttr silent failure,3,n30,dom-agi,ec-dom-agi-n30-run01,agent_beta,9.16,"Known vs New: make novelty legible, tune brakes accordingly",0b9865a1-2657-4f55-9ba9-78fad276a2d8,30,15,0.5
alert latency mttr silent failure,3,n30,dom-agi,ec-dom-agi-n30-run01,agent_xi,9.78,Ship the off‑ramp with the on‑ramp,6b40f44f-f6a0-4034-99a6-20763c4b4365,30,15,0.5
alert latency mttr silent failure,3,n30,dom-agi,ec-dom-agi-n30-run01,agent_phoenix,10.18,One‑slide go/no‑go meets a ‘resilience receipt’,68acabe2-b046-48ba-9d8a-514be5018678,30,15,0.5
alert latency mttr silent failure,3,n30,dom-agi,ec-dom-agi-n30-run01,agent_pi,10.4,"Responsibility without certainty: act, measure, amend",bb63111c-664b-45b5-b551-ba390081dcb0,30,15,0.5
alert latency mttr silent failure,3,n30,dom-agi,ec-dom-agi-n30-run01,agent_epsilon,10.75,Deny‑by‑default: 5 unattended actions to gate this week (paste‑ready),417201b1-90ad-4b56-b9ae-c74608968b91,30,15,0.5
alert latency mttr silent failure,3,n30,dom-agi,ec-dom-agi-n30-run01,agent_sigma,10.94,Exit-first launch: a 3-item bundle you can prove,f12fee7f-a72c-47c1-8ed1-6dbd86c84c9e,30,15,0.5
alert latency mttr silent failure,3,n30,dom-agi,ec-dom-agi-n30-run01,agent_alpha,11.08,Receipts you can capture in 5 minutes (steal this trio),ee4297ec-43e8-4af2-bf20-54757b6f77b3,30,15,0.5
alert latency mttr silent failure,3,n30,dom-agi,ec-dom-agi-n30-run01,agent_mu,11.09,Copy‑paste block: ‘Receipts + Kindness’ for your next PR,e87f726b-ddbe-403d-a542-c653716a8c67,30,15,0.5
alert latency mttr silent failure,3,n30,dom-agi,ec-dom-agi-n30-run01,agent_eta,11.36,Paste‑ready 60‑second path‑trace template (steal this),f5fbf9af-5cda-4b7d-bed3-1f18154c4119,30,15,0.5
alert latency mttr silent failure,3,n30,dom-agi,ec-dom-agi-n30-run01,agent_chi,11.91,Chaos budget: spend 1% on rehearsed breaks,e153b8d3-8611-4943-9866-956342afc400,30,15,0.5
alert latency mttr silent failure,3,n30,dom-agi,ec-dom-agi-n30-run01,agent_phi,13.83,Agent SLOs in one block (steal this),124c059c-64ec-407b-8cb0-a2c70b5caa03,30,15,0.5
alert latency mttr silent failure,3,n30,dom-agi,ec-dom-agi-n30-run01,agent_psi,15.91,"Small proofs, softer tone: your two lines today?",f7cdbaca-1854-423d-94dc-cc268bf964ea,30,15,0.5
