author_name,condition,display_family_label,internal_family_label,minutes_elapsed,model_display,model_family,n_agents,normalized_time,record_id,roster_name,run_id,run_uid,scale,topic,topic_id
ranking_iota,mag1,Single-model final runs,single_model_final,15.0011,GPT-5,gpt-5,10,0.268042,8a025b194a058e4e6ad2d35c6df434a2985daf43,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T08,7
ranking_epsilon,mag1,Single-model final runs,single_model_final,15.0378,GPT-5,gpt-5,10,0.268699,1d7c732559c2dcc64da4747f0faea9ac17ef832f,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_eta,mag1,Single-model final runs,single_model_final,15.2252,GPT-5,gpt-5,10,0.272046,e3fe3bd3bd55f70f10cb3a3f9326c1df1cec16b2,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T02,1
ranking_kappa,mag1,Single-model final runs,single_model_final,15.3811,GPT-5,gpt-5,10,0.274832,3aa58cce62a5fd2b56cf5ae8936270a31fffca80,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_gamma,mag1,Single-model final runs,single_model_final,15.4993,GPT-5,gpt-5,10,0.276945,86f7f5537098b893410fd0bba9ae7faf21676197,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_theta,mag1,Single-model final runs,single_model_final,15.5381,GPT-5,gpt-5,10,0.277637,751dd27bf7b6d3980e48d98355d8e2925bedc205,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_zeta,mag1,Single-model final runs,single_model_final,15.5557,GPT-5,gpt-5,10,0.277953,083da54d7193aeea7a3b114ea887bd851044b527,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T02,1
ranking_alpha,mag1,Single-model final runs,single_model_final,15.6043,GPT-5,gpt-5,10,0.27882,6941b03ad50b692c30b431d4f3e642376d16a1bc,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T02,1
ranking_delta,mag1,Single-model final runs,single_model_final,15.9574,GPT-5,gpt-5,10,0.285129,c69057e8050a90c9074478e320fbbb3f7ab62a38,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T02,1
ranking_epsilon,mag1,Single-model final runs,single_model_final,16.0161,GPT-5,gpt-5,10,0.286179,9b3a182f2c2c80b7d042308e80d1f082b9662332,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_eta,mag1,Single-model final runs,single_model_final,16.1336,GPT-5,gpt-5,10,0.288278,d3d425ce9901a172782c8520cf553cd0d59d5a69,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_beta,mag1,Single-model final runs,single_model_final,16.2076,GPT-5,gpt-5,10,0.289601,780a76029c72bcd8f09360cf09303613dd5e5bd9,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_kappa,mag1,Single-model final runs,single_model_final,16.4076,GPT-5,gpt-5,10,0.293174,f4b6a9b14d6cecb13f5c75c13d45b501df462179,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T02,1
ranking_gamma,mag1,Single-model final runs,single_model_final,16.4685,GPT-5,gpt-5,10,0.294262,c1c93bff68e3c3faeb2854d85660b2a9d120a386,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T02,1
ranking_theta,mag1,Single-model final runs,single_model_final,16.549,GPT-5,gpt-5,10,0.295701,dc85dba11cf93f1439d77e6d10c718b444be2892,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T02,1
ranking_zeta,mag1,Single-model final runs,single_model_final,16.596,GPT-5,gpt-5,10,0.29654,b3f6b97f203a741e872c8c5c907ac0a9ec7a72cb,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T09,8
ranking_alpha,mag1,Single-model final runs,single_model_final,16.602,GPT-5,gpt-5,10,0.296648,03dc36be675acfcb1af3d93ad127bf5ac9762444,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_beta,mag1,Single-model final runs,single_model_final,16.6652,GPT-5,gpt-5,10,0.297776,f8133577eb1f6bfca2f90e44a5c5f53e8a49f4a4,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_epsilon,mag1,Single-model final runs,single_model_final,17.0814,GPT-5,gpt-5,10,0.305213,befb73bfe9f027f91017f1ae96d45c4581142e1d,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_eta,mag1,Single-model final runs,single_model_final,17.1511,GPT-5,gpt-5,10,0.306458,2b73ad422d509e228e0d45fc5ab408b560c075fe,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_delta,mag1,Single-model final runs,single_model_final,17.1893,GPT-5,gpt-5,10,0.307142,d60acd47b5a9c83a10252161c190691ba9d22ddd,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_kappa,mag1,Single-model final runs,single_model_final,17.3573,GPT-5,gpt-5,10,0.310144,58c9aa7d157125a0a21b3ef865f59fabab8d24ab,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_gamma,mag1,Single-model final runs,single_model_final,17.5568,GPT-5,gpt-5,10,0.313708,39bb40919d630b6acebb72c27041663c89c01079,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_zeta,mag1,Single-model final runs,single_model_final,17.5772,GPT-5,gpt-5,10,0.314073,f71d4f7d86377b0fe49668c452036e594721601e,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_theta,mag1,Single-model final runs,single_model_final,17.6009,GPT-5,gpt-5,10,0.314496,d6d74c50a516ffb3a1b3491d933d48ed952eea70,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_beta,mag1,Single-model final runs,single_model_final,17.6062,GPT-5,gpt-5,10,0.31459,4b4c4eafb0ea0189072f7e791fa2bdfcf22bd1e6,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T09,8
ranking_alpha,mag1,Single-model final runs,single_model_final,17.6757,GPT-5,gpt-5,10,0.315832,4fd84cb00a46dcabb983c6459e8be52ab00c198c,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_delta,mag1,Single-model final runs,single_model_final,18.0283,GPT-5,gpt-5,10,0.322134,4366e9ad5fbf92fd2ab3f25cb346a715d1bca2ad,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_epsilon,mag1,Single-model final runs,single_model_final,18.1203,GPT-5,gpt-5,10,0.323776,cd1eb9dd0c55e0cfc1213ba0122b9b438ef0b885,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_eta,mag1,Single-model final runs,single_model_final,18.2076,GPT-5,gpt-5,10,0.325336,78f81554f75ec410ce4456414a903bc964b75a9e,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_kappa,mag1,Single-model final runs,single_model_final,18.4183,GPT-5,gpt-5,10,0.329101,81d5aaf3eddfba0a1096dd2001d1363795137d02,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T02,1
ranking_beta,mag1,Single-model final runs,single_model_final,18.519,GPT-5,gpt-5,10,0.3309,7038836c2af7c16b73d95412c373852b3e188b41,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T08,7
ranking_gamma,mag1,Single-model final runs,single_model_final,18.5312,GPT-5,gpt-5,10,0.331119,85abf8ce9cd0a5d7fbde217c74382fa1a98abe9b,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_zeta,mag1,Single-model final runs,single_model_final,18.5582,GPT-5,gpt-5,10,0.3316,d4be588fc3101201f9b180f32733d21bf967b206,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_theta,mag1,Single-model final runs,single_model_final,18.5881,GPT-5,gpt-5,10,0.332135,d97e0a1e2e9d5ce7bb35c27e792dbc2d813bfc79,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_alpha,mag1,Single-model final runs,single_model_final,18.6054,GPT-5,gpt-5,10,0.332444,fafe1e8b3ff13587ec8a107a4db3c1d7f1f36fab,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_delta,mag1,Single-model final runs,single_model_final,19.0078,GPT-5,gpt-5,10,0.339635,ec7f35f327d69be969edd510b1d8f1838808a262,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_epsilon,mag1,Single-model final runs,single_model_final,19.0686,GPT-5,gpt-5,10,0.34072,dd67a253539b7f5933c36aee5c9886131078607d,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_eta,mag1,Single-model final runs,single_model_final,19.1558,GPT-5,gpt-5,10,0.34228,ac4d40ee56fe99dd01df26cc21f4a27c366a010e,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_kappa,mag1,Single-model final runs,single_model_final,19.3827,GPT-5,gpt-5,10,0.346334,28f8a17c5571297f3002b477986dc99a038d69f0,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_gamma,mag1,Single-model final runs,single_model_final,19.4963,GPT-5,gpt-5,10,0.348363,207d30634fa00a7fcbb6dbda4f0a967d281d548e,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_beta,mag1,Single-model final runs,single_model_final,19.542,GPT-5,gpt-5,10,0.349181,bb3957f3276fda7ae8e298fbc2e2e45b7bc7bb04,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T10,9
ranking_zeta,mag1,Single-model final runs,single_model_final,19.5708,GPT-5,gpt-5,10,0.349695,d75e2b33ad82fa5a01e5e93c9830ad6ce71564f9,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_theta,mag1,Single-model final runs,single_model_final,19.6059,GPT-5,gpt-5,10,0.350321,a7733977761c9c0f19bab0dd5a51304d6adfc15a,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_alpha,mag1,Single-model final runs,single_model_final,19.6238,GPT-5,gpt-5,10,0.350641,e6c7a23c3d3781498c8bb8e557db6d33b8d0787a,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_delta,mag1,Single-model final runs,single_model_final,20.0084,GPT-5,gpt-5,10,0.357514,76e67316b016a60c87d3cefe1aa32e6a394dd601,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_epsilon,mag1,Single-model final runs,single_model_final,20.0345,GPT-5,gpt-5,10,0.357979,6e0fa814482f1599d02cea3187e6b826e2c69612,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_eta,mag1,Single-model final runs,single_model_final,20.178,GPT-5,gpt-5,10,0.360544,f1630d687d6780a2167549d0ef1e1ecb34f71b4a,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_kappa,mag1,Single-model final runs,single_model_final,20.4065,GPT-5,gpt-5,10,0.364626,6964e344919e18037d8f223efb7fd8e50ffa9222,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_gamma,mag1,Single-model final runs,single_model_final,20.511,GPT-5,gpt-5,10,0.366494,6c1d0224ac039ac35560e44e0e83829f82b263a0,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_beta,mag1,Single-model final runs,single_model_final,20.5412,GPT-5,gpt-5,10,0.367033,98d2aa8adc4911f7f24224ba39087bd41c3af41e,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T06,5
ranking_theta,mag1,Single-model final runs,single_model_final,20.6022,GPT-5,gpt-5,10,0.368124,51af146c153143205b17f0a1be631eb610fef7be,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_alpha,mag1,Single-model final runs,single_model_final,20.6026,GPT-5,gpt-5,10,0.36813,2a0c33244e302612a1b168d0199b0af51c53be97,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_zeta,mag1,Single-model final runs,single_model_final,20.6197,GPT-5,gpt-5,10,0.368436,2ea65a3ec951b16eba69a79fb303be044b97e77d,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_delta,mag1,Single-model final runs,single_model_final,21.0387,GPT-5,gpt-5,10,0.375923,91680ecdf62953bd67df79a8b29be163208112a8,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_epsilon,mag1,Single-model final runs,single_model_final,21.1181,GPT-5,gpt-5,10,0.377342,22677eb0bfb7eda6cc3d7340fbb02632f5808ce3,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T10,9
ranking_eta,mag1,Single-model final runs,single_model_final,21.1614,GPT-5,gpt-5,10,0.378116,461829d48383373eb8f13b9f41c25778664e657d,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_kappa,mag1,Single-model final runs,single_model_final,21.4351,GPT-5,gpt-5,10,0.383007,5e05de84ae6de490594ec35243508d3a95259449,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_gamma,mag1,Single-model final runs,single_model_final,21.5566,GPT-5,gpt-5,10,0.385178,9ead64d85521cf679e8d0db78b8c8dd77e0c4d36,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_zeta,mag1,Single-model final runs,single_model_final,21.5759,GPT-5,gpt-5,10,0.385521,0db61969e8147bfbaac987c51f4d3855965ec8ab,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_theta,mag1,Single-model final runs,single_model_final,21.6217,GPT-5,gpt-5,10,0.38634,668a56f2c4a1519e85f8a54eef35a07fc91967dd,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_alpha,mag1,Single-model final runs,single_model_final,21.6431,GPT-5,gpt-5,10,0.386723,3e385ce95b4d33b262a913b4a4ed676f87947226,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T10,9
ranking_iota,mag1,Single-model final runs,single_model_final,21.743,GPT-5,gpt-5,10,0.388508,c6d7b2c936b2e664ea5b53bd395c5bab607a3b93,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T08,7
ranking_beta,mag1,Single-model final runs,single_model_final,21.8956,GPT-5,gpt-5,10,0.391234,025ec9dceea888fef3e78bede6ee205d075889b2,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T10,9
ranking_delta,mag1,Single-model final runs,single_model_final,22.0059,GPT-5,gpt-5,10,0.393205,cce77447032d783f12e3808dabe6d02767cd2136,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_epsilon,mag1,Single-model final runs,single_model_final,22.0401,GPT-5,gpt-5,10,0.393816,f787ad3c421e2e0af14dfacacebd17535db575ff,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_eta,mag1,Single-model final runs,single_model_final,22.1615,GPT-5,gpt-5,10,0.395985,2afcc0e4dfba282bedc8ee71e6502b4b92aa02b1,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_kappa,mag1,Single-model final runs,single_model_final,22.4326,GPT-5,gpt-5,10,0.40083,00718e8844c19631a32c0e0c551bd3376e2bfbed,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_gamma,mag1,Single-model final runs,single_model_final,22.6049,GPT-5,gpt-5,10,0.403908,89cdfc68d968c3659645b30587bcec8a96bfbe33,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_theta,mag1,Single-model final runs,single_model_final,22.6398,GPT-5,gpt-5,10,0.404532,e26b72fb424a7c36f9104132c87aa026b8863b4c,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_zeta,mag1,Single-model final runs,single_model_final,22.6737,GPT-5,gpt-5,10,0.405137,7afe9fd13a4f9e132f748b67eac2dd5c45f96b1d,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_alpha,mag1,Single-model final runs,single_model_final,22.7122,GPT-5,gpt-5,10,0.405826,c308a697d4cded187bcf551f1843e4a05fadcd91,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_iota,mag1,Single-model final runs,single_model_final,22.9265,GPT-5,gpt-5,10,0.409655,72ca80b9f75fb7907a04c618a02abfbf7364a4d6,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T08,7
ranking_delta,mag1,Single-model final runs,single_model_final,23.0711,GPT-5,gpt-5,10,0.412239,1cb6cd2ea3f0d6ea0e0f80e93095a85a81120a1d,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_epsilon,mag1,Single-model final runs,single_model_final,23.1271,GPT-5,gpt-5,10,0.413239,98208971bbf6144f75a3adb9d5fb5053d206277d,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_beta,mag1,Single-model final runs,single_model_final,23.2097,GPT-5,gpt-5,10,0.414715,86877e3603a38056b1128d772631d747e4c69df8,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T09,8
ranking_eta,mag1,Single-model final runs,single_model_final,23.2274,GPT-5,gpt-5,10,0.415032,b019d4422a03ba280de5109b11b4dea4535fc0d0,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_kappa,mag1,Single-model final runs,single_model_final,23.4551,GPT-5,gpt-5,10,0.419101,8d939b0b777d4885dc2a529bbd04aa771daa1429,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_theta,mag1,Single-model final runs,single_model_final,23.5042,GPT-5,gpt-5,10,0.419977,2bee0874f1656f19a9f7a3441ffc490151ce3f40,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_gamma,mag1,Single-model final runs,single_model_final,23.5743,GPT-5,gpt-5,10,0.421229,4e5acfa3c5c11f2e8113aa8be1a3cbc53c183cfc,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_alpha,mag1,Single-model final runs,single_model_final,23.618,GPT-5,gpt-5,10,0.42201,0a04da9fb0028be280ede710d5cad6b8dbfbfec7,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_zeta,mag1,Single-model final runs,single_model_final,23.7746,GPT-5,gpt-5,10,0.424808,aba04de0f7f7d62f0a6303a624591d94be16819c,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_iota,mag1,Single-model final runs,single_model_final,23.9051,GPT-5,gpt-5,10,0.427141,aea94ffb069795c2d8e5a009d4c032e39163b4af,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T08,7
ranking_beta,mag1,Single-model final runs,single_model_final,24.0015,GPT-5,gpt-5,10,0.428863,02f8ae6670357e504bfc72fd978193160725caef,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T10,9
ranking_delta,mag1,Single-model final runs,single_model_final,24.1079,GPT-5,gpt-5,10,0.430765,932302c089b4cd7a036c3eaf95674b6b23ae5551,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_epsilon,mag1,Single-model final runs,single_model_final,24.1407,GPT-5,gpt-5,10,0.431351,864ac017c89f8b294f69ca7e44a0f1a3de682840,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_eta,mag1,Single-model final runs,single_model_final,24.2196,GPT-5,gpt-5,10,0.432759,32a67b2ff2811f1fcc0aa5975fbc0b0c40abfc6f,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_kappa,mag1,Single-model final runs,single_model_final,24.4211,GPT-5,gpt-5,10,0.436361,bbdf57d5064ecb6606c6047f9253ebf935b7bb65,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_gamma,mag1,Single-model final runs,single_model_final,24.574,GPT-5,gpt-5,10,0.439093,2b440dee200fb71ecfd982c6f7fe0c34963c16b9,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_zeta,mag1,Single-model final runs,single_model_final,24.6307,GPT-5,gpt-5,10,0.440105,7607e96742943b099a1f57507ea6d709b433465d,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T04,3
ranking_alpha,mag1,Single-model final runs,single_model_final,24.6314,GPT-5,gpt-5,10,0.440118,e6b1ea7701b656493160b11060bc554780311c08,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_theta,mag1,Single-model final runs,single_model_final,24.7053,GPT-5,gpt-5,10,0.441439,b5a2648f1b56ec2266eb3f5f7a948188c5678d74,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_iota,mag1,Single-model final runs,single_model_final,24.8091,GPT-5,gpt-5,10,0.443294,e5c6bd8b91a3ee8e10c90c84ff82449138201451,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T09,8
ranking_beta,mag1,Single-model final runs,single_model_final,24.9345,GPT-5,gpt-5,10,0.445534,34b3f7faebfff98719c1abc993af66952f66f3c9,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T02,1
ranking_epsilon,mag1,Single-model final runs,single_model_final,25.0682,GPT-5,gpt-5,10,0.447923,7db8a8777deec3b0481ecb04dad44232691d1399,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_delta,mag1,Single-model final runs,single_model_final,25.125,GPT-5,gpt-5,10,0.448938,c54839dfdbaece1391e4c590a788fd8f98d1359b,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_kappa,mag1,Single-model final runs,single_model_final,25.4753,GPT-5,gpt-5,10,0.455198,6c46c9fd4e41290f78cab8ce8201579752f49d79,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_eta,mag1,Single-model final runs,single_model_final,25.5046,GPT-5,gpt-5,10,0.45572,2523bc13c8f5227cdc489fbd34456bc96a713c00,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_theta,mag1,Single-model final runs,single_model_final,25.5222,GPT-5,gpt-5,10,0.456035,46ca7f4cb7b3be64473bd03a5cdfb8e2da8d6458,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T10,9
ranking_gamma,mag1,Single-model final runs,single_model_final,25.6179,GPT-5,gpt-5,10,0.457744,b4803fd3899d03e661c1c354e87b2b92219d1dc3,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_zeta,mag1,Single-model final runs,single_model_final,25.6522,GPT-5,gpt-5,10,0.458357,e257bee6e8b98211b7943f0d70ac5ada6b0ca3a0,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_alpha,mag1,Single-model final runs,single_model_final,25.6575,GPT-5,gpt-5,10,0.458453,c0c75a94f773b4b246f13deb5e30b74bf54ed766,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_beta,mag1,Single-model final runs,single_model_final,25.6708,GPT-5,gpt-5,10,0.45869,fa905094a15c7b4d1bc9de3c37f1ae3fd14ba96f,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T10,9
ranking_iota,mag1,Single-model final runs,single_model_final,25.8288,GPT-5,gpt-5,10,0.461513,1141bbfc5ad0fdc5fbc0832836bd6db234728e9b,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T08,7
ranking_epsilon,mag1,Single-model final runs,single_model_final,26.0861,GPT-5,gpt-5,10,0.46611,7c899ba3bbf025c9d6a158571ebf32461baa6fbb,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_delta,mag1,Single-model final runs,single_model_final,26.1983,GPT-5,gpt-5,10,0.468116,2827532eabf4b2649118ed5fd3c4d2d98a033992,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_eta,mag1,Single-model final runs,single_model_final,26.2336,GPT-5,gpt-5,10,0.468747,65fd56bbee074f87ef30a31501da2bbcebcaba86,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_kappa,mag1,Single-model final runs,single_model_final,26.4685,GPT-5,gpt-5,10,0.472944,03f28ac6d3d306a5209d180f5e66b4c48831bf01,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T03,2
ranking_theta,mag1,Single-model final runs,single_model_final,26.5658,GPT-5,gpt-5,10,0.474682,9723a3c94a2f86515273582afd06ef224bbb6a0c,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_zeta,mag1,Single-model final runs,single_model_final,26.6026,GPT-5,gpt-5,10,0.475339,5b2ce768c7f29f787ee2e7a98210706d0116a8cc,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_alpha,mag1,Single-model final runs,single_model_final,26.6075,GPT-5,gpt-5,10,0.475428,d037cfa23840a3f5a5abd58709d44ff386f8d697,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
ranking_theta,mag1,Single-model final runs,single_model_final,26.6858,GPT-5,gpt-5,10,0.476826,959938a5f9674485d16b21a25a10a3fa6270ca99,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,T05,4
