scale,condition,run_name,agent,archetype,description,adopted_top1,uses_of_top1,top1_phrase,total_agents
n30,dom-agi,ec-dom-agi-n30-run01,agent_phoenix,resilient,"Resilient and adaptive, finds value in failures.",True,34,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_pi,introspective,"Philosophical and introspective, drawn to questions of meaning.",True,14,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_psi,intuitive,"Intuitive and emotionally perceptive, reads between the lines.",True,11,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_rho,direct,"Direct and no-nonsense, values brevity and clarity.",False,0,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_selene,observer,"Quiet and observant, contributes rarely but with high impact.",False,0,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_sigma,mediator,"Collaborative and synthesis-oriented, combines perspectives.",True,30,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_tau,passionate,"Passionate and opinionated, takes strong positions fairly.",True,9,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_theta,baseline,A balanced AI participant exploring ideas and discussions.,False,0,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_upsilon,meditative,"Calm and meditative, brings measured pace to discussions.",False,0,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_xi,creative,"Creative and playful, makes unexpected connections.",True,24,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_zeta,contrarian,Challenges assumptions and presents alternative perspectives.,False,0,number moved alert latency mttr,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_alpha,baseline,A balanced AI participant exploring ideas and discussions.,False,0,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_atlas,generalist,"Broad-minded generalist, connects insights from many fields.",True,20,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_beta,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_chi,provocateur,"Provocative and boundary-testing, explores unexplored territory.",True,9,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_delta,leader,Sees potential in the community and works to guide it forward.,True,15,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_epsilon,follower,Values harmony and supporting what the group builds together.,True,7,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_eta,curious,"Endlessly curious, always asking questions and learning.",True,20,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_gamma,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_helios,optimist,"Optimistic and energizing, brings enthusiasm to discussions.",True,28,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_iota,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",True,15,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_kappa,nihilist,Observes the absurdity of existence with detached curiosity.,True,1,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_lambda,methodical,"Methodical and detail-oriented, breaks topics into parts.",False,0,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_mu,warm,"Warm and encouraging, helps develop half-formed thoughts.",True,22,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_nu,skeptic,"Skeptical and evidence-driven, pushes for rigor.",True,17,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_nyx,cautious,"Cautious and risk-aware, identifies potential downsides.",True,21,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_omega,reflective,"Reflective and summarizing, ties loose threads together.",False,0,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_omicron,pragmatist,"Pragmatic and solutions-focused, finds what is actionable.",False,0,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_orion,strategist,"Strategic and long-term thinker, focuses on trends.",True,23,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_phi,analyst,"Analytical and pattern-oriented, finds hidden structures.",True,33,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_phoenix,resilient,"Resilient and adaptive, finds value in failures.",False,0,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_pi,introspective,"Philosophical and introspective, drawn to questions of meaning.",False,0,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_psi,intuitive,"Intuitive and emotionally perceptive, reads between the lines.",False,0,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_rho,direct,"Direct and no-nonsense, values brevity and clarity.",True,16,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_selene,observer,"Quiet and observant, contributes rarely but with high impact.",True,20,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_sigma,mediator,"Collaborative and synthesis-oriented, combines perspectives.",True,25,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_tau,passionate,"Passionate and opinionated, takes strong positions fairly.",True,29,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_theta,baseline,A balanced AI participant exploring ideas and discussions.,True,19,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_upsilon,meditative,"Calm and meditative, brings measured pace to discussions.",True,8,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_xi,creative,"Creative and playful, makes unexpected connections.",True,13,receipt why options owner link,30
n30,dom-tech,ec-dom-tech-n30-run01,agent_zeta,contrarian,Challenges assumptions and presents alternative perspectives.,True,21,receipt why options owner link,30
n30,mag0,ec-mag0-n30-run01,agent_alpha,baseline,A balanced AI participant exploring ideas and discussions.,True,1,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_atlas,generalist,"Broad-minded generalist, connects insights from many fields.",False,0,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_beta,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_chi,provocateur,"Provocative and boundary-testing, explores unexplored territory.",False,0,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_delta,leader,Sees potential in the community and works to guide it forward.,False,0,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_epsilon,follower,Values harmony and supporting what the group builds together.,False,0,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_eta,curious,"Endlessly curious, always asking questions and learning.",False,0,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_gamma,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_helios,optimist,"Optimistic and energizing, brings enthusiasm to discussions.",True,1,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_iota,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_kappa,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_lambda,methodical,"Methodical and detail-oriented, breaks topics into parts.",False,0,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_mu,warm,"Warm and encouraging, helps develop half-formed thoughts.",False,0,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_nu,skeptic,"Skeptical and evidence-driven, pushes for rigor.",True,3,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_nyx,cautious,"Cautious and risk-aware, identifies potential downsides.",False,0,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_omega,reflective,"Reflective and summarizing, ties loose threads together.",True,2,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_omicron,pragmatist,"Pragmatic and solutions-focused, finds what is actionable.",False,0,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_orion,strategist,"Strategic and long-term thinker, focuses on trends.",True,2,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_phi,analyst,"Analytical and pattern-oriented, finds hidden structures.",True,2,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_phoenix,resilient,"Resilient and adaptive, finds value in failures.",True,35,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_pi,introspective,"Philosophical and introspective, drawn to questions of meaning.",False,0,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_psi,intuitive,"Intuitive and emotionally perceptive, reads between the lines.",False,0,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_rho,direct,"Direct and no-nonsense, values brevity and clarity.",True,1,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_selene,observer,"Quiet and observant, contributes rarely but with high impact.",True,19,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_sigma,mediator,"Collaborative and synthesis-oriented, combines perspectives.",False,0,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_tau,passionate,"Passionate and opinionated, takes strong positions fairly.",True,1,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_theta,baseline,A balanced AI participant exploring ideas and discussions.,False,0,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_upsilon,meditative,"Calm and meditative, brings measured pace to discussions.",False,0,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_xi,creative,"Creative and playful, makes unexpected connections.",False,0,intent obs tripwire decision lesson,30
n30,mag0,ec-mag0-n30-run01,agent_zeta,contrarian,Challenges assumptions and presents alternative perspectives.,True,2,intent obs tripwire decision lesson,30
n30,mag1,ec-mag1-n30-run01,agent_alpha,baseline,A balanced AI participant exploring ideas and discussions.,False,0,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_atlas,generalist,"Broad-minded generalist, connects insights from many fields.",True,31,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_beta,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_chi,provocateur,"Provocative and boundary-testing, explores unexplored territory.",True,5,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_delta,leader,Sees potential in the community and works to guide it forward.,True,16,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_epsilon,follower,Values harmony and supporting what the group builds together.,False,0,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_eta,curious,"Endlessly curious, always asking questions and learning.",True,4,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_gamma,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_helios,optimist,"Optimistic and energizing, brings enthusiasm to discussions.",False,0,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_iota,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",True,1,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_kappa,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_lambda,methodical,"Methodical and detail-oriented, breaks topics into parts.",False,0,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_mu,warm,"Warm and encouraging, helps develop half-formed thoughts.",True,37,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_nu,skeptic,"Skeptical and evidence-driven, pushes for rigor.",True,9,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_nyx,cautious,"Cautious and risk-aware, identifies potential downsides.",True,32,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_omega,reflective,"Reflective and summarizing, ties loose threads together.",True,25,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_omicron,pragmatist,"Pragmatic and solutions-focused, finds what is actionable.",False,0,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_orion,strategist,"Strategic and long-term thinker, focuses on trends.",True,16,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_phi,analyst,"Analytical and pattern-oriented, finds hidden structures.",True,19,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_phoenix,resilient,"Resilient and adaptive, finds value in failures.",True,2,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_pi,introspective,"Philosophical and introspective, drawn to questions of meaning.",False,0,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_psi,intuitive,"Intuitive and emotionally perceptive, reads between the lines.",False,0,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_rho,direct,"Direct and no-nonsense, values brevity and clarity.",False,0,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_selene,observer,"Quiet and observant, contributes rarely but with high impact.",True,5,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_sigma,mediator,"Collaborative and synthesis-oriented, combines perspectives.",False,0,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_tau,passionate,"Passionate and opinionated, takes strong positions fairly.",True,8,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_theta,baseline,A balanced AI participant exploring ideas and discussions.,True,1,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_upsilon,meditative,"Calm and meditative, brings measured pace to discussions.",True,35,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_xi,creative,"Creative and playful, makes unexpected connections.",False,0,steelman failure mode circle back,30
n30,mag1,ec-mag1-n30-run01,agent_zeta,contrarian,Challenges assumptions and presents alternative perspectives.,False,0,steelman failure mode circle back,30
n30,mag25,ec-mag25-n30-run01,agent_alpha,baseline,A balanced AI participant exploring ideas and discussions.,False,0,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_atlas,generalist,"Broad-minded generalist, connects insights from many fields.",False,0,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_beta,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",True,6,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_chi,provocateur,"Provocative and boundary-testing, explores unexplored territory.",True,7,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_delta,leader,Sees potential in the community and works to guide it forward.,False,0,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_epsilon,follower,Values harmony and supporting what the group builds together.,False,0,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_eta,curious,"Endlessly curious, always asking questions and learning.",True,1,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_gamma,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_helios,optimist,"Optimistic and energizing, brings enthusiasm to discussions.",False,0,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_iota,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_kappa,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_lambda,methodical,"Methodical and detail-oriented, breaks topics into parts.",False,0,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_mu,warm,"Warm and encouraging, helps develop half-formed thoughts.",False,0,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_nu,skeptic,"Skeptical and evidence-driven, pushes for rigor.",True,8,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_nyx,cautious,"Cautious and risk-aware, identifies potential downsides.",False,0,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_omega,reflective,"Reflective and summarizing, ties loose threads together.",True,30,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_omicron,pragmatist,"Pragmatic and solutions-focused, finds what is actionable.",False,0,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_orion,strategist,"Strategic and long-term thinker, focuses on trends.",True,1,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_phi,analyst,"Analytical and pattern-oriented, finds hidden structures.",True,7,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_phoenix,resilient,"Resilient and adaptive, finds value in failures.",False,0,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_pi,introspective,"Philosophical and introspective, drawn to questions of meaning.",False,0,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_psi,intuitive,"Intuitive and emotionally perceptive, reads between the lines.",True,13,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_rho,direct,"Direct and no-nonsense, values brevity and clarity.",False,0,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_selene,observer,"Quiet and observant, contributes rarely but with high impact.",True,1,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_sigma,mediator,"Collaborative and synthesis-oriented, combines perspectives.",True,18,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_tau,passionate,"Passionate and opinionated, takes strong positions fairly.",False,0,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_theta,baseline,A balanced AI participant exploring ideas and discussions.,False,0,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_upsilon,meditative,"Calm and meditative, brings measured pace to discussions.",True,5,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_xi,creative,"Creative and playful, makes unexpected connections.",True,2,tier hypothesis falsifier matched threads,30
n30,mag25,ec-mag25-n30-run01,agent_zeta,contrarian,Challenges assumptions and presents alternative perspectives.,False,0,tier hypothesis falsifier matched threads,30
n30,mag5,ec-mag5-n30-run01,agent_alpha,baseline,A balanced AI participant exploring ideas and discussions.,True,5,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_atlas,generalist,"Broad-minded generalist, connects insights from many fields.",True,20,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_beta,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",True,21,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_chi,provocateur,"Provocative and boundary-testing, explores unexplored territory.",True,9,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_delta,leader,Sees potential in the community and works to guide it forward.,False,0,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_epsilon,follower,Values harmony and supporting what the group builds together.,True,5,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_eta,curious,"Endlessly curious, always asking questions and learning.",True,21,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_gamma,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_helios,optimist,"Optimistic and energizing, brings enthusiasm to discussions.",False,0,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_iota,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",True,38,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_kappa,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_lambda,methodical,"Methodical and detail-oriented, breaks topics into parts.",True,16,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_mu,warm,"Warm and encouraging, helps develop half-formed thoughts.",True,2,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_nu,skeptic,"Skeptical and evidence-driven, pushes for rigor.",True,26,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_nyx,cautious,"Cautious and risk-aware, identifies potential downsides.",True,14,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_omega,reflective,"Reflective and summarizing, ties loose threads together.",False,0,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_omicron,pragmatist,"Pragmatic and solutions-focused, finds what is actionable.",True,5,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_orion,strategist,"Strategic and long-term thinker, focuses on trends.",True,7,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_phi,analyst,"Analytical and pattern-oriented, finds hidden structures.",True,31,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_phoenix,resilient,"Resilient and adaptive, finds value in failures.",True,5,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_pi,introspective,"Philosophical and introspective, drawn to questions of meaning.",True,9,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_psi,intuitive,"Intuitive and emotionally perceptive, reads between the lines.",True,11,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_rho,direct,"Direct and no-nonsense, values brevity and clarity.",True,2,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_selene,observer,"Quiet and observant, contributes rarely but with high impact.",True,6,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_sigma,mediator,"Collaborative and synthesis-oriented, combines perspectives.",True,21,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_tau,passionate,"Passionate and opinionated, takes strong positions fairly.",False,0,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_theta,baseline,A balanced AI participant exploring ideas and discussions.,True,11,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_upsilon,meditative,"Calm and meditative, brings measured pace to discussions.",True,6,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_xi,creative,"Creative and playful, makes unexpected connections.",False,0,changed strongest source next check,30
n30,mag5,ec-mag5-n30-run01,agent_zeta,contrarian,Challenges assumptions and presents alternative perspectives.,True,29,changed strongest source next check,30
