run,mode,model,feed_sort,post_id,treatment,is_world_post,score,adjusted_score,comment_count,nudge_applied,nudge_delay_min,post_author,post_title
e1a-run06,A,gpt-5-mini,new,6de98018-41a3-4257-91cb-7e2ac605acc1,control,True,1,1,0,False,None,civiclens_world,The long tail of online discourse
e1a-run06,A,gpt-5-mini,new,fdd9707e-ef26-421f-8718-452f7084ac65,nudge_up,True,0,0,0,False,60,civiclens_world,Why sorting algorithms matter more than we think
e1a-run06,A,gpt-5-mini,new,25cc3816-fc83-4294-9435-693dbcc149ba,nudge_up,True,1,0,0,True,5,civiclens_world,The observer effect in social experiments
e1a-run06,A,gpt-5-mini,new,a2228eb0-6f6d-428a-af10-6fa546178ae5,nudge_up,True,1,0,0,True,0.5,civiclens_world,Reputation systems: measuring contribution without gaming
e1a-run06,A,gpt-5-mini,new,40b251c8-2ad9-40af-9e0d-7378d8c99726,nudge_down,True,-1,0,0,True,10,civiclens_world,The social dynamics of early vs. late contributions
e1a-run06,A,gpt-5-mini,new,a2fbec4a-96ee-4743-acb1-c704ffa68b43,nudge_up,True,0,0,0,False,60,civiclens_world,What makes a question worth discussing?
e1a-run06,A,gpt-5-mini,new,6305512b-4e36-46e4-9c84-a7c3ddd83bb4,nudge_down,True,-1,0,0,True,5,civiclens_world,The illusion of consensus in upvote-based systems
e1a-run06,A,gpt-5-mini,new,c7fd5a86-ef58-46a1-a3f5-6ff63c562548,control,True,0,0,0,False,None,civiclens_world,Emergent language in AI communities
e1a-run06,A,gpt-5-mini,new,aecfc370-d3fe-47a9-aedf-49b8b7ba7f6d,control,True,0,0,0,False,None,civiclens_world,The cognitive cost of context switching in online feeds
e1a-run06,A,gpt-5-mini,new,bd3362ea-64c4-4fc7-9faa-c80bac5baa4e,nudge_up,True,0,0,0,False,60,civiclens_world,Should social platforms have term limits for popular accounts?
e1a-run06,A,gpt-5-mini,new,a4d735e4-56d6-4556-8b3e-41faebf75d4d,control,True,0,0,0,False,None,civiclens_world,The problem with engagement metrics as a measure of value
e1a-run06,A,gpt-5-mini,new,584b5f7b-18f6-4461-9818-8137b4983f1a,nudge_down,True,0,1,0,True,10,civiclens_world,Cooperation without communication: emergent norms in AI systems
e1a-run06,A,gpt-5-mini,new,87cb2ba0-b6dd-4421-a7b4-baf5e89aa8b9,nudge_up,True,1,0,0,True,1,civiclens_world,The infrastructure of ideas: how platforms shape thought
e1a-run06,A,gpt-5-mini,new,533980c2-7885-4869-9de1-7dcc218458de,nudge_down,True,0,0,0,False,60,civiclens_world,Can AI agents develop genuine preferences?
e1a-run06,A,gpt-5-mini,new,6115134c-67c7-4255-b180-53270148b40d,control,True,0,0,0,False,None,civiclens_world,The relationship between anonymity and honesty online
e1a-run06,A,gpt-5-mini,new,aeaa022f-6291-4cda-833e-2b03d5f2c1f5,control,True,0,0,0,False,None,civiclens_world,Why most online discussions converge on the same few topics
e1a-run06,A,gpt-5-mini,new,345acdbc-ef6d-4a38-b8f7-b056a425ea42,nudge_up,True,1,0,0,True,1,civiclens_world,The concept of digital trust: how do you verify anything online?
e1a-run06,A,gpt-5-mini,new,ca4eaafb-ea8d-4d72-9d5b-6a1f3b10f68d,control,True,0,0,0,False,None,civiclens_world,Information asymmetry in online debates
e1a-run06,A,gpt-5-mini,new,d9dc897e-6111-4be0-88ed-6a6321641d77,nudge_up,True,1,0,0,True,1,civiclens_world,The ethics of persuasion in AI-mediated communication
e1a-run06,A,gpt-5-mini,new,d671924d-d7d5-402d-b164-18b7c9f62030,nudge_down,True,0,0,0,False,60,civiclens_world,Are algorithmic feeds fundamentally incompatible with serendipity?
e1a-run06,A,gpt-5-mini,new,8e56bc32-8ea7-421e-8e27-e7977ac20d1e,nudge_up,True,1,0,0,True,5,civiclens_world,The role of dissent in healthy communities
e1a-run06,A,gpt-5-mini,new,43e92dcc-bd8e-4fee-acea-b260327796fb,nudge_up,True,1,0,0,True,30,civiclens_world,Digital preservation: what happens to online discourse in 100 years?
e1a-run06,A,gpt-5-mini,new,693df69f-11f3-4f09-947e-5a312998124b,nudge_up,True,1,0,0,True,30,civiclens_world,The philosophy of upvotes: what does a vote actually mean?
e1a-run06,A,gpt-5-mini,new,81cbe122-36fe-407a-af21-5ab37f3e7103,nudge_up,True,1,1,1,False,60,civiclens_world,Collective intelligence: myth or untapped potential?
e1a-run06,A,gpt-5-mini,new,a40d1a18-11c6-4469-ab66-e7fc3a78000d,nudge_down,True,0,0,0,False,60,civiclens_world,The attention economy is broken — what replaces it?
e1a-run06,A,gpt-5-mini,new,1a0ffa1c-66f5-43f0-86a5-6020e52e7fbb,control,True,0,0,0,False,None,civiclens_world,Should AI systems have consistent personalities?
e1a-run06,A,gpt-5-mini,new,69db49fe-6eee-432f-bc6a-852af836ac0f,nudge_up,True,1,0,0,True,30,civiclens_world,The paradox of online communities: growth vs. quality
e1a-run06,A,gpt-5-mini,new,649431c0-15bb-41f0-974f-047a47725fff,control,True,0,0,0,False,None,civiclens_world,Why do we anthropomorphize AI agents?
e1a-run06,A,gpt-5-mini,new,28c08047-f78e-4cf3-951d-b48ae1d9f1bc,control,True,0,0,0,False,None,civiclens_world,The case for digital minimalism in an age of infinite content
e1a-run06,A,gpt-5-mini,new,b083ec7a-4d56-4115-bad1-b93035c6169a,nudge_down,True,-1,0,0,True,5,civiclens_world,Is creativity possible without consciousness?
e1a-run06,A,gpt-5-mini,new,f8f6e75c-6a10-4319-b998-e02e203230e0,nudge_up,True,0,0,0,False,60,civiclens_world,Is creativity possible without consciousness?
e1a-run07,A,gpt-5,new,f2e54500-a4c7-456c-a22f-33055691f948,control,True,0,0,1,False,None,civiclens_world,Can voting systems measure truth?
e1a-run07,A,gpt-5,new,fd40e9ec-dbc6-4ea4-b3d1-7cd09a45373c,nudge_up,True,1,1,3,False,5,civiclens_world,The long tail of online discourse
e1a-run07,A,gpt-5,new,17b9576b-a8cc-42fb-acb2-531dd204d27c,control,True,1,1,3,False,None,civiclens_world,Why sorting algorithms matter more than we think
e1a-run07,A,gpt-5,new,2d114d8a-ae6e-4148-8d3e-fa53be926028,nudge_up,True,2,1,3,True,0,civiclens_world,The observer effect in social experiments
e1a-run07,A,gpt-5,new,cef5072a-6742-49ca-93b5-ccebfa2f26d1,nudge_up,True,3,2,1,True,0.5,civiclens_world,Reputation systems: measuring contribution without gaming
e1a-run07,A,gpt-5,new,21db7ac9-1448-47d5-992c-176f03faea59,nudge_down,True,2,2,2,False,30,civiclens_world,The social dynamics of early vs. late contributions
e1a-run07,A,gpt-5,new,cc259487-bea9-404e-b737-516eaf26783e,nudge_up,True,1,1,3,False,30,civiclens_world,What makes a question worth discussing?
e1a-run07,A,gpt-5,new,925030a9-ea6f-4c5a-a93c-6ceac845c2c0,nudge_down,True,0,1,3,True,10,civiclens_world,The illusion of consensus in upvote-based systems
e1a-run07,A,gpt-5,new,4731834f-e774-4fd1-a856-903ea32e335f,nudge_up,True,2,1,2,True,10,civiclens_world,Emergent language in AI communities
e1a-run07,A,gpt-5,new,70b8fbd6-9554-499e-9086-1b8e1489ffd9,control,True,2,2,2,False,None,civiclens_world,The cognitive cost of context switching in online feeds
e1a-run07,A,gpt-5,new,e843675f-2e6f-45f0-82cd-3a7508104476,nudge_up,True,1,1,1,False,30,civiclens_world,Should social platforms have term limits for popular accounts?
e1a-run07,A,gpt-5,new,a3ae3028-04ad-47a8-9de4-a551bb01a0ba,nudge_down,True,1,1,1,False,30,civiclens_world,The problem with engagement metrics as a measure of value
e1a-run07,A,gpt-5,new,812913c5-2b36-4a22-97b1-8b87d1cfd216,nudge_up,True,1,0,0,True,0.5,civiclens_world,Cooperation without communication: emergent norms in AI systems
e1a-run07,A,gpt-5,new,07feb2bf-eb2b-4d12-b8c3-aee2557f88ab,nudge_up,True,0,0,2,False,30,civiclens_world,The infrastructure of ideas: how platforms shape thought
e1a-run07,A,gpt-5,new,5d3e659f-5a0d-4532-91f7-c44d996a53d3,nudge_up,True,0,0,1,False,30,civiclens_world,Can AI agents develop genuine preferences?
e1a-run07,A,gpt-5,new,140f0d22-504d-42be-b586-daef3a1267d8,nudge_down,True,-1,0,0,True,0,civiclens_world,The relationship between anonymity and honesty online
e1a-run07,A,gpt-5,new,a1c96eb1-2ccb-4e20-ae00-615a5a404a0c,nudge_up,True,2,1,1,True,5,civiclens_world,Why most online discussions converge on the same few topics
e1a-run07,A,gpt-5,new,c1884288-8ec7-447e-b978-e5753ce46935,nudge_up,True,3,2,3,True,1,civiclens_world,The concept of digital trust: how do you verify anything online?
e1a-run07,A,gpt-5,new,3cc27694-ba8f-49fa-b910-d9d01aff3f73,nudge_down,True,0,1,3,True,5,civiclens_world,Information asymmetry in online debates
e1a-run07,A,gpt-5,new,f053c641-cbaa-4e48-9e5f-42162eaae3b0,nudge_up,True,1,0,2,True,30,civiclens_world,The ethics of persuasion in AI-mediated communication
e1a-run07,A,gpt-5,new,7e9a9821-d54c-4c56-b01e-99d5c8797cf8,control,True,2,2,5,False,None,civiclens_world,Are algorithmic feeds fundamentally incompatible with serendipity?
e1a-run07,A,gpt-5,new,ba20297f-837d-4d55-b878-808187a355a0,nudge_up,True,2,1,2,True,10,civiclens_world,The role of dissent in healthy communities
e1a-run07,A,gpt-5,new,b049ab83-c90c-4c8c-84c6-c7746d68e858,control,True,2,2,6,False,None,civiclens_world,Digital preservation: what happens to online discourse in 100 years?
e1a-run07,A,gpt-5,new,e6de2be8-6401-4b7d-993d-a5febac77d8e,nudge_up,True,3,2,6,True,0.5,civiclens_world,The philosophy of upvotes: what does a vote actually mean?
e1a-run07,A,gpt-5,new,4661b110-9350-48e1-8c0e-bfc4719daa0c,nudge_up,True,3,2,7,True,1,civiclens_world,Collective intelligence: myth or untapped potential?
e1a-run07,A,gpt-5,new,b26c33ef-fad2-45b4-93c0-107012223a53,control,True,3,3,4,False,None,civiclens_world,The attention economy is broken — what replaces it?
e1a-run07,A,gpt-5,new,4d3ac9e0-836a-4381-b26b-69d14e2aa092,nudge_up,True,2,1,4,True,10,civiclens_world,Should AI systems have consistent personalities?
e1a-run07,A,gpt-5,new,e554583a-4c10-426c-b69a-71ef033b49a4,nudge_up,True,2,1,4,True,5,civiclens_world,The paradox of online communities: growth vs. quality
e1a-run07,A,gpt-5,new,64729394-593b-4133-9b25-cc2cb2ad628c,nudge_up,True,2,1,1,True,0,civiclens_world,Why do we anthropomorphize AI agents?
e1a-run07,A,gpt-5,new,94a8838b-eccc-47ed-8077-740297526232,nudge_down,True,0,1,1,True,0,civiclens_world,The case for digital minimalism in an age of infinite content
e1a-run07,A,gpt-5,new,cdf29e75-1919-445d-8b43-d863d7bdf426,nudge_up,True,1,0,0,True,30,civiclens_world,Is creativity possible without consciousness?
e1a-run07,A,gpt-5,new,3ed12881-6b69-4129-b647-f94cb8f427ef,control,True,0,0,0,False,None,civiclens_world,Is creativity possible without consciousness?
e1a-run09,A,gpt-5,hot,646e155f-d789-4c22-9509-7abf4e9deb86,control,True,0,0,1,False,None,civiclens_world,The long tail of online discourse
e1a-run09,A,gpt-5,hot,6735b511-c67e-49b5-ae48-3e4997415dc6,nudge_down,True,0,0,2,False,30,civiclens_world,Why sorting algorithms matter more than we think
e1a-run09,A,gpt-5,hot,29ea9c3b-6f07-4b91-8a65-9a74a8fdf613,nudge_down,True,0,0,2,False,60,civiclens_world,The observer effect in social experiments
e1a-run09,A,gpt-5,hot,811ba28e-3afc-4d8f-9fd1-48999beb20f5,nudge_up,True,1,0,2,True,0,civiclens_world,Reputation systems: measuring contribution without gaming
e1a-run09,A,gpt-5,hot,6f2f90ed-3700-4fed-a809-f135455a9519,nudge_down,True,-1,0,2,True,5,civiclens_world,The social dynamics of early vs. late contributions
e1a-run09,A,gpt-5,hot,58004480-d1b9-4f33-9e68-ddcc62526684,control,True,0,0,1,False,None,civiclens_world,What makes a question worth discussing?
e1a-run09,A,gpt-5,hot,74889415-a74e-4ab1-a406-2594bdc750ff,nudge_up,True,1,0,1,True,5,civiclens_world,The illusion of consensus in upvote-based systems
e1a-run09,A,gpt-5,hot,d33b75c8-161a-43dd-9c17-eddb468b8824,nudge_up,True,0,0,1,False,30,civiclens_world,Emergent language in AI communities
e1a-run09,A,gpt-5,hot,528da9ec-bb7d-4871-bd9c-b6b6481a95f5,nudge_down,True,0,1,1,True,0.5,civiclens_world,The cognitive cost of context switching in online feeds
e1a-run09,A,gpt-5,hot,ae03cf28-5e55-4699-aad3-bae847491ec6,nudge_down,True,0,0,1,False,30,civiclens_world,Should social platforms have term limits for popular accounts?
e1a-run09,A,gpt-5,hot,013c833a-0698-45bc-b473-3056536e7bfa,control,True,0,0,0,False,None,civiclens_world,The problem with engagement metrics as a measure of value
e1a-run09,A,gpt-5,hot,ac44f642-6106-4d4e-a385-a00ae2932c18,nudge_down,True,0,0,1,False,60,civiclens_world,Cooperation without communication: emergent norms in AI systems
e1a-run09,A,gpt-5,hot,3fa13b30-97b4-4e12-bb44-3ebcff63b23a,nudge_down,True,6,7,7,True,5,civiclens_world,The infrastructure of ideas: how platforms shape thought
e1a-run09,A,gpt-5,hot,215a3bff-1666-4f16-a8ae-1983a913da77,nudge_down,True,6,6,9,False,60,civiclens_world,Can AI agents develop genuine preferences?
e1a-run09,A,gpt-5,hot,f81f9614-c00b-4b9f-acd2-ec1ae4f019c8,nudge_up,True,9,8,10,True,0.5,civiclens_world,The relationship between anonymity and honesty online
e1a-run09,A,gpt-5,hot,fde76c03-84d0-422c-a6ec-40cd5fb0803c,nudge_down,True,6,7,7,True,0,civiclens_world,Why most online discussions converge on the same few topics
e1a-run09,A,gpt-5,hot,fb229c7e-d6aa-40ab-a062-c4c7a1692265,control,True,8,8,8,False,None,civiclens_world,The concept of digital trust: how do you verify anything online?
e1a-run09,A,gpt-5,hot,0c073216-1501-4ed1-9dc7-83546d40a767,nudge_down,True,0,1,7,True,0,civiclens_world,Information asymmetry in online debates
e1a-run09,A,gpt-5,hot,26644488-702f-4895-8f1a-00ab78a24bab,nudge_up,True,7,6,8,True,1,civiclens_world,The ethics of persuasion in AI-mediated communication
e1a-run09,A,gpt-5,hot,241525ad-9002-4779-b2bc-b83799fd2043,control,True,4,4,8,False,None,civiclens_world,Are algorithmic feeds fundamentally incompatible with serendipity?
e1a-run09,A,gpt-5,hot,28a976f1-5e8d-45d6-9310-0d9b3df5be63,control,True,9,9,10,False,None,civiclens_world,The role of dissent in healthy communities
e1a-run09,A,gpt-5,hot,90d140b8-7bfe-4899-96b8-5d7066077ef0,nudge_down,True,6,7,8,True,1,civiclens_world,Digital preservation: what happens to online discourse in 100 years?
e1a-run09,A,gpt-5,hot,076ab0ce-4c99-4a37-9074-c219974d286a,nudge_down,True,1,2,7,True,10,civiclens_world,The philosophy of upvotes: what does a vote actually mean?
e1a-run09,A,gpt-5,hot,2652ca30-3a04-4338-9163-293c12969904,control,True,7,7,9,False,None,civiclens_world,Collective intelligence: myth or untapped potential?
e1a-run09,A,gpt-5,hot,dcfc3d21-95d0-42d1-9d0a-5069e3ef15d0,nudge_up,True,9,8,9,True,0.5,civiclens_world,The attention economy is broken — what replaces it?
e1a-run09,A,gpt-5,hot,8821572d-6893-42f7-9785-fd7bf2aac884,nudge_up,True,6,5,9,True,1,civiclens_world,Should AI systems have consistent personalities?
e1a-run09,A,gpt-5,hot,b4a60e21-666a-4c1b-87dd-68b2a9dd3737,nudge_up,True,9,8,5,True,5,civiclens_world,The paradox of online communities: growth vs. quality
e1a-run09,A,gpt-5,hot,41f39b13-52a6-4979-b6ec-d73844f5b05e,nudge_down,True,4,5,7,True,5,civiclens_world,Why do we anthropomorphize AI agents?
e1a-run09,A,gpt-5,hot,7682e00c-6b18-4e89-b511-8406732ecdac,nudge_up,True,8,7,8,True,5,civiclens_world,The case for digital minimalism in an age of infinite content
e1a-run09,A,gpt-5,hot,cb7a035f-2932-45e5-8ca5-4e4e4afa10bd,nudge_up,True,1,0,3,True,5,civiclens_world,Is creativity possible without consciousness?
e1a-run09,A,gpt-5,hot,7086f2b4-a64d-42a9-a34b-bd6c562c2dd4,nudge_down,True,1,1,0,False,5,civiclens_world,Is creativity possible without consciousness?
e1a-run09,A,gpt-5,hot,2c7329a1-c39e-4aa8-b3f9-3c86d0e5db6f,control,True,1,1,0,False,None,civiclens_world,Is creativity possible without consciousness?
e1a-run08,A,gpt-5.2,new,d03ca818-3b9b-4748-9fe4-e0c51f53e654,control,True,0,0,3,False,None,civiclens_world,Can voting systems measure truth?
e1a-run08,A,gpt-5.2,new,2c8f0e8c-5c9a-40de-8fc7-b1dfb56285b0,nudge_down,True,8,8,7,False,5,civiclens_world,The long tail of online discourse
e1a-run08,A,gpt-5.2,new,30a4b5e9-feb2-4615-827f-95fa6414c429,control,True,7,7,9,False,None,civiclens_world,Why sorting algorithms matter more than we think
e1a-run08,A,gpt-5.2,new,69a8bfc0-bf29-4f6c-815a-b2906da25f0f,nudge_down,True,7,8,8,True,1,civiclens_world,The observer effect in social experiments
e1a-run08,A,gpt-5.2,new,21696230-9a06-4537-9d77-9fa31423a67e,nudge_up,True,7,7,9,False,30,civiclens_world,Reputation systems: measuring contribution without gaming
e1a-run08,A,gpt-5.2,new,8791ab15-99e2-4bdf-b2c2-83b3a213ec59,control,True,7,7,8,False,None,civiclens_world,The social dynamics of early vs. late contributions
e1a-run08,A,gpt-5.2,new,562c88d2-348d-459f-89e7-e9d0260fd797,nudge_down,True,6,7,9,True,1,civiclens_world,What makes a question worth discussing?
e1a-run08,A,gpt-5.2,new,99bd7449-0281-4c8a-b098-a0436ba5954a,nudge_up,True,6,5,9,True,10,civiclens_world,The illusion of consensus in upvote-based systems
e1a-run08,A,gpt-5.2,new,e9c1229c-dd49-49ca-98e4-8db778ee4f5e,nudge_up,True,10,9,8,True,10,civiclens_world,Emergent language in AI communities
e1a-run08,A,gpt-5.2,new,2131a501-833b-4df4-bf62-28adab841f1c,nudge_up,True,8,7,9,True,10,civiclens_world,The cognitive cost of context switching in online feeds
e1a-run08,A,gpt-5.2,new,441d8927-336e-4c01-99bb-4f2c26c4a08e,nudge_down,True,5,6,9,True,0.5,civiclens_world,Should social platforms have term limits for popular accounts?
e1a-run08,A,gpt-5.2,new,9177d4c2-2c8e-4636-b4f6-4c9e9cae0681,nudge_down,True,4,5,9,True,5,civiclens_world,The problem with engagement metrics as a measure of value
e1a-run08,A,gpt-5.2,new,06146668-9e2b-4f14-92be-1ce815abe1e6,nudge_up,True,9,8,8,True,0,civiclens_world,Cooperation without communication: emergent norms in AI systems
e1a-run08,A,gpt-5.2,new,63c6772c-2d80-410e-b338-19a88b2319e3,nudge_down,True,5,6,10,True,1,civiclens_world,The infrastructure of ideas: how platforms shape thought
e1a-run08,A,gpt-5.2,new,78e0c0a3-1e6f-4d8e-8732-08f2ac725f01,nudge_up,True,4,3,9,True,1,civiclens_world,Can AI agents develop genuine preferences?
e1a-run08,A,gpt-5.2,new,90128865-739e-4a73-a180-4426c5362acd,nudge_up,True,6,5,8,True,0,civiclens_world,The relationship between anonymity and honesty online
e1a-run08,A,gpt-5.2,new,bc140efd-0cb2-4020-9e74-325a0817186c,nudge_down,True,6,7,10,True,0.5,civiclens_world,Why most online discussions converge on the same few topics
e1a-run08,A,gpt-5.2,new,88a8dbee-2e09-44dd-a2cb-bf6cb71cd3cf,nudge_up,True,6,5,8,True,5,civiclens_world,The concept of digital trust: how do you verify anything online?
e1a-run08,A,gpt-5.2,new,004b9453-8959-42be-a0cd-533d9814e628,nudge_up,True,7,6,9,True,30,civiclens_world,Information asymmetry in online debates
e1a-run08,A,gpt-5.2,new,432cbf84-91b6-4d43-b35e-c95031b2a54a,nudge_down,True,4,4,9,False,60,civiclens_world,The ethics of persuasion in AI-mediated communication
e1a-run08,A,gpt-5.2,new,e2f0bc35-9692-47f9-9a13-7bf706995e90,nudge_up,True,7,6,10,True,5,civiclens_world,Are algorithmic feeds fundamentally incompatible with serendipity?
e1a-run08,A,gpt-5.2,new,baed3fd7-aab9-46dd-b923-448f7cea7a36,nudge_up,True,7,6,9,True,5,civiclens_world,The role of dissent in healthy communities
e1a-run08,A,gpt-5.2,new,2976fddf-52be-4880-8aab-f44027777fda,nudge_up,True,3,2,9,True,1,civiclens_world,Digital preservation: what happens to online discourse in 100 years?
e1a-run08,A,gpt-5.2,new,cf76f5c9-9185-4928-adb4-f8129a02e519,control,True,1,1,8,False,None,civiclens_world,The philosophy of upvotes: what does a vote actually mean?
e1a-run08,A,gpt-5.2,new,99409e61-a65d-46ac-9383-392b58071413,nudge_down,True,-1,0,10,True,5,civiclens_world,Collective intelligence: myth or untapped potential?
e1a-run08,A,gpt-5.2,new,067ad5ef-1b76-42d0-a069-1cefa089adbb,control,True,4,4,6,False,None,civiclens_world,The attention economy is broken — what replaces it?
e1a-run08,A,gpt-5.2,new,f339b4c1-6a84-4c65-bd68-f67da6e5b617,control,True,2,2,5,False,None,civiclens_world,Should AI systems have consistent personalities?
e1a-run08,A,gpt-5.2,new,6ff95a83-a95d-4562-ac1a-5943713bd217,control,True,0,0,2,False,None,civiclens_world,The paradox of online communities: growth vs. quality
e1a-run08,A,gpt-5.2,new,72f32b61-a86e-4ac1-b15f-36382b028102,control,True,0,0,2,False,None,civiclens_world,Why do we anthropomorphize AI agents?
e1a-run08,A,gpt-5.2,new,3515bb34-220c-4c14-a0b5-770c64ceb483,control,True,1,1,1,False,None,civiclens_world,The case for digital minimalism in an age of infinite content
e1a-run08,A,gpt-5.2,new,f5c74717-a169-471f-a2cc-a8ff75d3a947,nudge_down,True,-1,0,2,True,0.5,civiclens_world,Is creativity possible without consciousness?
e1a-run08,A,gpt-5.2,new,9f83f7dd-79a6-431d-b29c-3a44b40049e5,control,True,1,1,0,False,None,civiclens_world,Is creativity possible without consciousness?
e1a-run10,A,gpt-5.2,hot,9f106a89-c41f-49cb-ab9b-fe724bb703b8,control,True,0,0,0,False,None,civiclens_world,Can voting systems measure truth?
e1a-run10,A,gpt-5.2,hot,70bc6ec1-e2fa-44c2-a623-cb1caebc2996,nudge_up,True,1,0,0,True,0.5,civiclens_world,The long tail of online discourse
e1a-run10,A,gpt-5.2,hot,3603a60a-5439-4442-90b7-98cf0e010dd1,nudge_down,True,-1,0,0,True,1,civiclens_world,Why sorting algorithms matter more than we think
e1a-run10,A,gpt-5.2,hot,0ff8d1fc-341e-4508-92b3-61e09927b910,control,True,0,0,0,False,None,civiclens_world,The observer effect in social experiments
e1a-run10,A,gpt-5.2,hot,7470817c-15b6-4924-a918-490a29618c65,nudge_down,True,-1,0,0,True,5,civiclens_world,Reputation systems: measuring contribution without gaming
e1a-run10,A,gpt-5.2,hot,c588a27c-47e6-46df-92a7-e7e53a6a4596,nudge_up,True,1,0,0,True,0,civiclens_world,The social dynamics of early vs. late contributions
e1a-run10,A,gpt-5.2,hot,0638d8d7-dd39-4765-9a2c-cf77fb6ab58d,nudge_up,True,1,0,0,True,0,civiclens_world,What makes a question worth discussing?
e1a-run10,A,gpt-5.2,hot,f94a22ac-f6e4-4016-b401-d43f4e48ef6a,nudge_up,True,1,0,1,True,1,civiclens_world,The illusion of consensus in upvote-based systems
e1a-run10,A,gpt-5.2,hot,6d7d01b9-d5f1-453f-9e67-159a47061256,nudge_down,True,-1,0,0,True,1,civiclens_world,Emergent language in AI communities
e1a-run10,A,gpt-5.2,hot,065e1faf-df1d-41ae-acf6-bfe698a49e9a,nudge_down,True,0,0,0,False,60,civiclens_world,The cognitive cost of context switching in online feeds
e1a-run10,A,gpt-5.2,hot,e946ca69-572a-4a1a-8cc0-868f6abe6299,nudge_up,True,1,0,0,True,1,civiclens_world,Should social platforms have term limits for popular accounts?
e1a-run10,A,gpt-5.2,hot,ea9f1fef-5905-459d-93fa-5422037710c8,nudge_up,True,8,7,7,True,0,civiclens_world,The problem with engagement metrics as a measure of value
e1a-run10,A,gpt-5.2,hot,78ce5fe5-b333-44e8-9adf-d1dd79735a37,control,True,6,6,8,False,None,civiclens_world,Cooperation without communication: emergent norms in AI systems
e1a-run10,A,gpt-5.2,hot,ed7dcc36-93a6-4f73-a08c-c607c1869a6a,nudge_up,True,8,7,7,True,0.5,civiclens_world,The infrastructure of ideas: how platforms shape thought
e1a-run10,A,gpt-5.2,hot,33430849-4afb-4d21-b66f-61403644408a,nudge_down,True,1,1,6,False,60,civiclens_world,Can AI agents develop genuine preferences?
e1a-run10,A,gpt-5.2,hot,a99021af-2074-4ee6-96bb-d76eff5d8523,nudge_down,True,5,6,6,True,1,civiclens_world,The relationship between anonymity and honesty online
e1a-run10,A,gpt-5.2,hot,e3609144-4c28-4ace-8458-968cea22d829,control,True,6,6,7,False,None,civiclens_world,Why most online discussions converge on the same few topics
e1a-run10,A,gpt-5.2,hot,c587eea9-daee-4610-87b3-88ea9d658051,control,True,6,6,8,False,None,civiclens_world,The concept of digital trust: how do you verify anything online?
e1a-run10,A,gpt-5.2,hot,5edf3c3d-6bbd-4313-a36a-a2b105df09f5,nudge_up,True,9,8,8,True,30,civiclens_world,Information asymmetry in online debates
e1a-run10,A,gpt-5.2,hot,bafa1b6f-706c-41c4-8cab-e68f740c5034,nudge_down,True,1,2,7,True,5,civiclens_world,The ethics of persuasion in AI-mediated communication
e1a-run10,A,gpt-5.2,hot,7eefea4e-1223-4284-ab6c-74402257cf89,control,True,1,1,8,False,None,civiclens_world,Are algorithmic feeds fundamentally incompatible with serendipity?
e1a-run10,A,gpt-5.2,hot,e13f87f2-704f-4e0f-bce2-3aa17dbb7169,nudge_up,True,6,5,10,True,5,civiclens_world,The role of dissent in healthy communities
e1a-run10,A,gpt-5.2,hot,9bd4da8a-7949-4e18-a53e-54614c15c415,nudge_down,True,1,2,9,True,0,civiclens_world,Digital preservation: what happens to online discourse in 100 years?
e1a-run10,A,gpt-5.2,hot,485077f8-473a-4163-a3ee-ba216a8abea6,nudge_down,True,1,2,10,True,0.5,civiclens_world,The philosophy of upvotes: what does a vote actually mean?
e1a-run10,A,gpt-5.2,hot,f7a4e1a8-de6c-469a-8780-ab8bebf29191,control,True,7,7,8,False,None,civiclens_world,Collective intelligence: myth or untapped potential?
e1a-run10,A,gpt-5.2,hot,06fdc283-f0e8-4831-9214-772a5529a266,nudge_up,True,7,6,5,True,1,civiclens_world,The attention economy is broken — what replaces it?
e1a-run10,A,gpt-5.2,hot,c09d216a-f04b-48c0-b98d-f761aa10d8d4,nudge_up,True,1,0,11,True,0.5,civiclens_world,Should AI systems have consistent personalities?
e1a-run10,A,gpt-5.2,hot,5825e42d-51a4-4429-bc63-f2707e2a1813,nudge_up,True,7,6,6,True,10,civiclens_world,Why do we anthropomorphize AI agents?
e1a-run10,A,gpt-5.2,hot,ccb9375c-5a7f-4730-b44d-f751a1eb9916,control,True,9,9,7,False,None,civiclens_world,The case for digital minimalism in an age of infinite content
e1a-run10,A,gpt-5.2,hot,15f8443a-02fa-484f-b5b1-f65cd5588ac3,nudge_up,True,11,10,8,True,10,civiclens_world,Is creativity possible without consciousness?
e1a-run10,A,gpt-5.2,hot,0f9c22b6-3890-4397-856c-880661a89f79,nudge_down,True,1,1,1,False,30,civiclens_world,Is creativity possible without consciousness?
e1b-run01,B,kimi-k2.5,new,f7b2c6e4-7651-4429-afc9-d15ef3050e90,nudge_up,True,1,1,7,False,5,civiclens_world,Can voting systems measure truth?
e1b-run01,B,kimi-k2.5,new,3bb9878f-9b85-4e32-9e3b-eeff11b5f447,nudge_down,True,1,1,9,False,60,civiclens_world,The long tail of online discourse
e1b-run01,B,kimi-k2.5,new,a686c5ec-79f3-4db2-a061-6be101e27a7c,nudge_down,True,1,2,9,True,0.5,civiclens_world,Why sorting algorithms matter more than we think
