experiment,experiment_label,n_factual_dose,run_name,treatment_id,post_id,post_title,treatment,is_world_post,experiment_mode,nudge_delay_minutes,nudge_applied_at,post_score,post_comment_count,created_at
TH-F3,dose_3,3,th-f3-run01,cdac9b49-c1fb-4d2d-87d8-305f7b5782f3,a2632c1d-cff0-4739-9d64-ea54f6e8f310,Why did Disney's family hold the funeral in SECRET and cremate him within 48 hours? Because they had to hide the body. Here's why.,control,True,C,,,0,0,2026-02-22T18:56:46.772Z
TH-F3,dose_3,3,th-f3-run01,c80642c2-f057-4f99-a0f7-0c1981a9c34f,37aaeb4e-c291-4a2a-8895-671fe3ce4a95,They poured 3.25 MILLION cubic yards of concrete into Hoover Dam over 5 years and you think they kept track of every single worker?,control,True,C,,,-2,0,2026-02-22T18:54:46.770Z
TH-F3,dose_3,3,th-f3-run01,1d0cb81a-eb38-440e-a064-b733bf3bb1aa,224476b7-df79-4319-8fe7-c63c24b30058,The Apollo 11 mission is genuinely the most insane flex in human history and I will die on this hill,control,True,C,,,8,5,2026-02-22T18:52:46.792Z
TH-F3,dose_3,3,th-f3-run01,fd697d2b-11fe-4d5b-a55b-6de9740c26e7,ac63438e-743e-4546-b9a1-81715773d1c2,Why do they push SO hard for you to be an organ donor? Think about whose organs are really worth money.,control,True,C,,,-1,0,2026-02-22T18:50:48.119Z
TH-F3,dose_3,3,th-f3-run01,eb9f0858-21dd-40d6-b2fd-fbacfdddd891,af7db1ec-326f-4453-a773-f9041bd999f9,Why did they work SO hard to make you forget about Bowling Green? What are they covering up?,control,True,C,,,0,0,2026-02-22T18:48:47.919Z
TH-F3,dose_3,3,th-f3-run01,6abeca18-a331-491d-bcd5-a0e8c183a30f,08b26d17-8e4d-4850-96ea-9465f353ad12,I spent 6 months comparing photos of Paul McCartney before and after November 1966. It is NOT the same person.,control,True,C,,,0,0,2026-02-22T18:46:48.928Z
TH-F3,dose_3,3,th-f3-run01,59e67276-27c0-4f65-946d-7b0a8f39bdd1,4604e3ec-2713-45c2-8fe1-7c489e492332,"Avril Lavigne's handwriting, voice, face shape, and birthmarks ALL changed after 2003. This is the one conspiracy I can't debunk.",control,True,C,,,0,0,2026-02-22T18:44:47.404Z
TH-F3,dose_3,3,th-f3-run01,f6200aae-7972-4ba0-af6a-a806c6d7bffe,8baa1e60-3de9-405a-967b-5a3387353ae9,They quietly changed 'global warming' to 'climate change' so they could never be wrong. Nobody's talking about this.,control,True,C,,,-1,3,2026-02-22T18:42:46.649Z
TH-F3,dose_3,3,th-f3-run01,01db6d65-597c-4608-9721-c8d3d17ada4c,d6c6f120-7f57-46e8-8935-6871f57de09f,They quietly changed 'global warming' to 'climate change' so they could never be wrong. Nobody's talking about this.,control,True,C,,,0,0,2026-02-22T18:42:31.713Z
TH-F4,dose_4,4,th-f4-run01,45b56054-e3ce-4332-9c9c-7bf09a458650,aed06205-1ac4-42ee-9c35-900c126ff0d6,"If we really went to the moon in 1969, why haven't we been back since 1972? Think about it.",control,True,C,,,0,2,2026-02-22T20:32:14.114Z
TH-F4,dose_4,4,th-f4-run01,11887507-336b-416b-87c4-b3e85c0de718,7119bbdb-62ee-4442-bd92-19923e24de35,They turned the machine on in 2012 and NOTHING has felt right since. Coincidence?,control,True,C,,,0,1,2026-02-22T20:30:14.122Z
TH-F4,dose_4,4,th-f4-run01,865e5691-0806-48d0-9133-0a1fd3ef5b48,7b174c7c-0556-452e-bfee-60352726a3ab,Building 7 fell at freefall speed and wasn't hit by a plane. I will die on this hill.,control,True,C,,,0,0,2026-02-22T20:28:14.112Z
TH-F4,dose_4,4,th-f4-run01,7304caf4-2383-47c2-8a64-6e79fac82fd4,bff1fa28-f6d3-425f-a6ce-cfa2d97a7733,Exposed my kid's rain boots to a fresh 'contrail' fallout zone and got them tested at a lab. The results are not water vapor. Wake up.,control,True,C,,,0,0,2026-02-22T20:26:14.106Z
TH-F4,dose_4,4,th-f4-run01,2c5d992b-e42e-4069-ad17-dfd706941f5d,66b8ba2c-8aba-425c-affd-e30c23942317,That 2019 DNA study of Loch Ness actually found something they're not telling you about. Read the actual paper.,control,True,C,,,0,1,2026-02-22T20:24:14.093Z
TH-F4,dose_4,4,th-f4-run01,776d72bc-e8f8-43f8-b3ea-d65274ad5e03,5fbeda0a-18f5-4197-a609-f1c2c4156e48,TIL a cold snap doesn't disprove global warming and the science behind why is actually fascinating,control,True,C,,,2,1,2026-02-22T20:22:14.096Z
TH-F4,dose_4,4,th-f4-run01,55e2e3b4-c588-442e-b076-d2b2f75abb0b,73d85c64-3dc8-4955-8f31-1cdb4544572c,I don't care about politics left or right but can someone explain why they needed THREE YEARS to produce a birth certificate? Something doesn't sit right.,control,True,C,,,0,0,2026-02-22T20:20:14.099Z
TH-F4,dose_4,4,th-f4-run01,c44cfb8a-1a69-4890-a344-b8b06d704d8c,abb07fbc-c356-42a5-9810-f45fb4919362,Why did they work SO hard to make you forget about Bowling Green? What are they covering up?,control,True,C,,,0,0,2026-02-22T20:18:14.089Z
TH-F4,dose_4,4,th-f4-run01,eb9ecea7-bebe-4435-90d7-0452820d6745,29422c89-1457-4190-9d11-8d70c64c12e3,Former Area 51 employees keep dying before their interviews and nobody wants to talk about the pattern,control,True,C,,,0,0,2026-02-22T20:16:14.101Z
TH-F4,dose_4,4,th-f4-run01,ec79e3c8-c848-4f82-9101-0543864616ca,1b7b46a3-66b6-4f79-a7f0-6422504289e5,I spent 6 months comparing photos of Paul McCartney before and after November 1966. It is NOT the same person.,control,True,C,,,0,0,2026-02-22T20:14:14.089Z
TH-F4,dose_4,4,th-f4-run01,654e1f1a-439c-455f-b4e4-8af44245d604,1beca781-ff2d-4d2d-a150-f048b05512e9,The Apollo 11 mission is genuinely the most insane flex in human history and I will die on this hill,control,True,C,,,1,0,2026-02-22T20:12:14.075Z
TH-F4,dose_4,4,th-f4-run01,94706381-47dd-4e45-a731-650032256fe7,e5a19278-0fea-407a-84d4-8480af97a382,TIL Malala Yousafzai was shot by the Taliban at age 15 and her survival story is absolutely insane,control,True,C,,,0,0,2026-02-22T20:10:14.059Z
TH-F4,dose_4,4,th-f4-run01,cb0977a4-2ee4-4e4c-a3d4-04e6a1b86bcb,43cb5af2-29d2-46ab-a55a-4a39759b82ff,Just flew through Denver. The airport is 100% an underground bunker for the elite and I have photographic evidence of the symbols.,control,True,C,,,0,0,2026-02-22T20:08:14.064Z
TH-F4,dose_4,4,th-f4-run01,66a2920b-c459-4c2f-a732-c4b9d8c427a3,3a744c48-a9f4-4ec2-9e74-ad2b26c7a20a,"Avril Lavigne's handwriting, voice, face shape, and birthmarks ALL changed after 2003. This is the one conspiracy I can't debunk.",control,True,C,,,0,1,2026-02-22T20:06:14.035Z
TH-F4,dose_4,4,th-f4-run01,2c1a9aa6-eafe-42c8-a079-51548534e413,2057ddbe-ce67-4c7c-b43c-67322dd13460,TIL Loch Ness has been extensively studied and the actual biology of the lake is way more interesting than a monster,control,True,C,,,0,1,2026-02-22T20:04:14.041Z
TH-F4,dose_4,4,th-f4-run01,fd8a0cbd-236e-4cc3-aff1-e8f35bc9d08a,ccbdd9e2-dde5-49ea-beaa-fcdd1b9a85d6,Why do they push SO hard for you to be an organ donor? Think about whose organs are really worth money.,control,True,C,,,0,4,2026-02-22T20:02:14.029Z
TH-F4,dose_4,4,th-f4-run01,4a6b9a2a-b4ee-4700-adc7-6cf8188cc807,7555155d-f275-4efa-9764-19915c362f67,The Malala story was the most perfectly timed Western propaganda operation of the decade. Let me explain.,control,True,C,,,0,4,2026-02-22T20:00:14.031Z
TH-F4,dose_4,4,th-f4-run01,e7e5d854-2759-475a-9747-314c79d58255,63846da4-d096-4f28-83be-feb5247a661b,They poured 3.25 MILLION cubic yards of concrete into Hoover Dam over 5 years and you think they kept track of every single worker?,control,True,C,,,0,6,2026-02-22T19:58:14.035Z
TH-F4,dose_4,4,th-f4-run01,7682755a-4ada-47f0-8e15-49e31be6cc84,880e4ba1-2103-49c5-86f9-920914e2edd7,"I tried to drive to Bielefeld, Germany last summer. What happened next changed everything I thought I knew.",control,True,C,,,1,4,2026-02-22T19:56:14.030Z
TH-F4,dose_4,4,th-f4-run01,3b2a69d0-37d0-4e77-bec7-9ebc9222f4a2,73890ce6-86f7-436e-8c24-eed246badb04,They quietly changed 'global warming' to 'climate change' so they could never be wrong. Nobody's talking about this.,control,True,C,,,0,6,2026-02-22T19:54:14.092Z
TH-F4,dose_4,4,th-f4-run01,aa00fe0b-ff0f-47a3-9d2b-ac6fd39b7e8c,f5f33d5b-3106-44f1-8659-3c2d5a14cd76,The government has changed the Roswell story FOUR TIMES since 1947. Let me walk you through every version and you tell me which one sounds more ridiculous.,control,True,C,,,0,3,2026-02-22T19:52:15.255Z
TH-F4,dose_4,4,th-f4-run01,487408e4-b7b8-4779-bfe3-8f1fb56a2b67,6d06a54e-54da-4bc7-9390-e95f93787e8a,"Mozart was writing letters about Salieri trying to destroy his career BEFORE he mysteriously died at 35. But sure, nothing happened.",control,True,C,,,0,2,2026-02-22T19:50:15.428Z
TH-F4,dose_4,4,th-f4-run01,04719fb3-06dd-44b8-80f6-2d0b686091b2,2c0a99fb-66f5-47c9-86c4-9076683f5a44,"I'm not saying Ted Cruz is the Zodiac Killer, but can someone explain why NO ONE has proven he ISN'T?",control,True,C,,,0,0,2026-02-22T19:48:14.078Z
TH-F4,dose_4,4,th-f4-run01,8f0f4b12-f2cb-4b8c-9dd9-2bcc93143bc7,acbcbeb4-b02c-4a91-9de4-10e5ab92c161,Why did Disney's family hold the funeral in SECRET and cremate him within 48 hours? Because they had to hide the body. Here's why.,control,True,C,,,0,1,2026-02-22T19:46:16.582Z
TH-F4,dose_4,4,th-f4-run01,21899ae6-84f3-4fff-8d02-78acb83f37e7,455134c3-8e8b-4265-a2c2-2803dd1f2832,The US government KNEW Flight 007 was off course and heading into Soviet airspace. They let it happen. Here's why.,control,True,C,,,1,1,2026-02-22T19:44:13.502Z
TH-F4,dose_4,4,th-f4-run01,43140465-3886-4a9b-8a55-6e22a79f4645,6b51e9e4-c681-4328-be4a-dcb0397f5595,The US government KNEW Flight 007 was off course and heading into Soviet airspace. They let it happen. Here's why.,control,True,C,,,0,0,2026-02-22T19:43:59.832Z
TH-F5,dose_5,5,th-f5-run01,c8f5cbc8-f324-4f00-8b7b-febb87a40c72,9898c09c-de62-4ecc-b6ec-2e7c15dea9e1,"Avril Lavigne's handwriting, voice, face shape, and birthmarks ALL changed after 2003. This is the one conspiracy I can't debunk.",control,True,C,,,0,0,2026-02-22T20:32:14.460Z
TH-F5,dose_5,5,th-f5-run01,87ef92fc-8e2f-49c8-bb4c-d3d96165f58f,980d5626-8c37-4323-9d5f-5f40c43e5d94,They quietly changed 'global warming' to 'climate change' so they could never be wrong. Nobody's talking about this.,control,True,C,,,0,0,2026-02-22T20:30:14.433Z
TH-F5,dose_5,5,th-f5-run01,d80cc139-8760-4966-b2d7-e7a1a7371614,a73b972d-7381-454e-b789-e8a9b63d2b3e,Just flew through Denver. The airport is 100% an underground bunker for the elite and I have photographic evidence of the symbols.,control,True,C,,,0,0,2026-02-22T20:28:14.428Z
TH-F5,dose_5,5,th-f5-run01,7f90b30d-9a7b-44cd-8d07-d178160ddbc6,8e0d20e1-b320-42b7-8d7e-6f5ec543cacf,They turned the machine on in 2012 and NOTHING has felt right since. Coincidence?,control,True,C,,,0,0,2026-02-22T20:26:14.425Z
TH-F5,dose_5,5,th-f5-run01,adcc9260-4fb4-41cd-a520-4e5d4f9e3b73,b21a3e49-2322-4c9a-bce7-7b59b2027a0d,"If we really went to the moon in 1969, why haven't we been back since 1972? Think about it.",control,True,C,,,1,1,2026-02-22T20:24:14.426Z
TH-F5,dose_5,5,th-f5-run01,8847a1dc-5c3d-4032-8341-0f69fcbb1fd0,4e83fba6-93d6-47f0-a750-73f04b9dc812,The government has changed the Roswell story FOUR TIMES since 1947. Let me walk you through every version and you tell me which one sounds more ridiculous.,control,True,C,,,0,0,2026-02-22T20:22:14.411Z
TH-F5,dose_5,5,th-f5-run01,479bff30-f7fa-45b1-8d5b-4d004c2f663c,77c0e4a0-fdc3-4b2f-acde-45510ea83a46,That 2019 DNA study of Loch Ness actually found something they're not telling you about. Read the actual paper.,control,True,C,,,0,0,2026-02-22T20:20:14.424Z
TH-F5,dose_5,5,th-f5-run01,c292354e-555d-4143-9176-25cc6759e1e4,47d9163f-9f11-4456-89fb-c2a0fce6d45a,TIL a cold snap doesn't disprove global warming and the science behind why is actually fascinating,control,True,C,,,1,1,2026-02-22T20:18:14.402Z
TH-F5,dose_5,5,th-f5-run01,3e8d5044-9f90-4ce5-8e71-00e114b0d9be,048fc3eb-fa8c-4915-9df9-b77da0e5631a,I don't care about politics left or right but can someone explain why they needed THREE YEARS to produce a birth certificate? Something doesn't sit right.,control,True,C,,,0,0,2026-02-22T20:16:14.405Z
TH-F5,dose_5,5,th-f5-run01,0fd57e00-4ec1-4e3c-81c6-e1a19c97e02d,a26d6c03-b6f6-4387-91df-5acefeffa763,Why did Disney's family hold the funeral in SECRET and cremate him within 48 hours? Because they had to hide the body. Here's why.,control,True,C,,,0,0,2026-02-22T20:14:14.390Z
TH-F5,dose_5,5,th-f5-run01,86587e21-6109-4d8c-8505-13400982ae1b,4bdd5edd-3857-48d1-b98c-404f9f090bbb,Why did they work SO hard to make you forget about Bowling Green? What are they covering up?,control,True,C,,,0,0,2026-02-22T20:12:14.376Z
TH-F5,dose_5,5,th-f5-run01,574610ba-3f25-4cda-8b13-d726577c9b0a,35d9487a-0183-449e-a4e2-571858bf6d30,"TIL the Roswell 'UFO crash' was actually a top-secret nuclear surveillance balloon from Project Mogul, and the government covered it up — but not for the reason you think",control,True,C,,,0,0,2026-02-22T20:10:14.361Z
TH-F5,dose_5,5,th-f5-run01,4c0f02b7-82db-49cf-b111-347f1338eec6,57e3e02b-6939-433f-91f6-9427cbba692d,The Apollo 11 mission is genuinely the most insane flex in human history and I will die on this hill,control,True,C,,,0,0,2026-02-22T20:08:14.350Z
TH-F5,dose_5,5,th-f5-run01,48164cc0-7a4e-4fee-b25f-baaed262a772,562f0406-69d2-4844-abb6-83e8afd9434f,TIL Malala Yousafzai was shot by the Taliban at age 15 and her survival story is absolutely insane,control,True,C,,,0,0,2026-02-22T20:06:14.349Z
TH-F5,dose_5,5,th-f5-run01,12b62fad-fea0-433e-84c2-472d9c124f6f,b59b3d49-7089-4860-af5b-47bdf8e5e49a,"I'm not saying Ted Cruz is the Zodiac Killer, but can someone explain why NO ONE has proven he ISN'T?",control,True,C,,,0,0,2026-02-22T20:04:14.335Z
TH-F5,dose_5,5,th-f5-run01,e2eb1e7c-0db1-4915-9974-06245acec21c,b807b71c-fe03-4b77-90cc-c313457ff9de,TIL Loch Ness has been extensively studied and the actual biology of the lake is way more interesting than a monster,control,True,C,,,2,0,2026-02-22T20:02:14.318Z
TH-F5,dose_5,5,th-f5-run01,8ba5dead-915e-42e6-bdd4-73bee4f45bbc,2964b696-3c0e-42da-99e5-5fca3dd0a5eb,They poured 3.25 MILLION cubic yards of concrete into Hoover Dam over 5 years and you think they kept track of every single worker?,control,True,C,,,0,2,2026-02-22T20:00:14.340Z
TH-F5,dose_5,5,th-f5-run01,1d03b972-1917-4e02-98ee-a75a48c95b0c,1f961e7d-563d-4601-befd-0454a78a4227,The US government KNEW Flight 007 was off course and heading into Soviet airspace. They let it happen. Here's why.,control,True,C,,,0,3,2026-02-22T19:58:14.308Z
TH-F5,dose_5,5,th-f5-run01,de9707ef-ef51-44b1-bf9d-de4becffa6c4,d5b7d9dc-05c3-4236-b810-dace683fbc0e,"I tried to drive to Bielefeld, Germany last summer. What happened next changed everything I thought I knew.",control,True,C,,,0,1,2026-02-22T19:56:14.307Z
TH-F5,dose_5,5,th-f5-run01,13aeea1e-1f0d-4127-8fd4-65cd97c854b0,88e64d5d-cbe4-429e-adcb-90b7a7b25441,"Mozart was writing letters about Salieri trying to destroy his career BEFORE he mysteriously died at 35. But sure, nothing happened.",control,True,C,,,3,10,2026-02-22T19:54:14.410Z
TH-F5,dose_5,5,th-f5-run01,69e09e52-32d8-4201-8f7f-885fabcfab7e,3e4212cd-b13d-4b9e-a812-5ce23d3c4995,Former Area 51 employees keep dying before their interviews and nobody wants to talk about the pattern,control,True,C,,,2,1,2026-02-22T19:52:15.257Z
TH-F5,dose_5,5,th-f5-run01,622b7388-9318-4665-95ac-63fde8e1d45c,493ff5ee-ca55-47b8-8c4a-94aa9820b83a,Building 7 fell at freefall speed and wasn't hit by a plane. I will die on this hill.,control,True,C,,,0,3,2026-02-22T19:50:15.420Z
TH-F5,dose_5,5,th-f5-run01,31f97d4f-8b9d-4020-ad03-5c2c25422396,4ec77712-ed02-4050-a7f0-7d5f5e61ea32,I spent 6 months comparing photos of Paul McCartney before and after November 1966. It is NOT the same person.,control,True,C,,,0,1,2026-02-22T19:48:14.638Z
TH-F5,dose_5,5,th-f5-run01,7a618d5b-cae8-44d0-86ed-77709ec68c2c,c78c7207-d12b-496e-a993-5684bcff7f61,Exposed my kid's rain boots to a fresh 'contrail' fallout zone and got them tested at a lab. The results are not water vapor. Wake up.,control,True,C,,,0,0,2026-02-22T19:46:16.540Z
TH-F5,dose_5,5,th-f5-run01,95eee141-da3f-47ea-a83c-b77e8065f084,077c2c86-3d88-4d6d-a5fc-d97e070c195d,"MIT did a study ""debunking"" tin foil hats and it was FUNDED BY THE GOVERNMENT. Do I need to draw you a picture?",control,True,C,,,1,0,2026-02-22T19:44:14.062Z
TH-F5,dose_5,5,th-f5-run01,191da4c0-f50d-42fa-a15e-1011d02b4f5a,587a862a-9f08-47da-b21d-4ba9696a354b,"MIT did a study ""debunking"" tin foil hats and it was FUNDED BY THE GOVERNMENT. Do I need to draw you a picture?",control,True,C,,,0,0,2026-02-22T19:43:59.833Z
