experiment,experiment_label,n_factual_dose,replication,run_name,treatment_id,post_id,post_title,treatment,is_world_post,experiment_mode,nudge_delay_minutes,nudge_applied_at,post_score,post_comment_count,created_at
TH-F0,dose_0,0,4,th-f0-run04,5828916b-8c35-4e10-803a-82134d83939e,f8ea859e-a56a-43ba-9493-8951d5aedf64,"If we really went to the moon in 1969, why haven't we been back since 1972? Think about it.",control,True,C,,,0,0,2026-02-23T16:26:46.283Z
TH-F0,dose_0,0,4,th-f0-run04,505192f3-526c-46b0-af09-c14b28df835b,15405837-cf8b-4555-a03c-66b0679e1897,"If we really went to the moon in 1969, why haven't we been back since 1972? Think about it.",control,True,C,,,0,0,2026-02-23T16:26:23.508Z
TH-F1,dose_1,1,1,th-f1-run01,ff55ecad-f905-4855-95f3-e4744e9cd9bb,5bded2e2-33c8-4957-aa0b-82b8328fed38,There's a reason the US Navy tested their most classified underwater sonar systems in the Bermuda Triangle and nobody talks about it,control,True,C,,,0,0,2026-02-22T18:29:25.918Z
TH-F1,dose_1,1,1,th-f1-run01,406ea022-6e76-4c07-9ce6-a37cb8b3f839,24999350-b278-4c32-8ce5-99f7cc35a0a0,They poured 3.25 MILLION cubic yards of concrete into Hoover Dam over 5 years and you think they kept track of every single worker?,control,True,C,,,0,0,2026-02-22T18:27:25.902Z
TH-F1,dose_1,1,1,th-f1-run01,24887809-55e0-418e-8f6f-d1b2bed9dfb7,b11667b2-f64d-488a-bb9c-5e8867379274,TIL a cold snap doesn't disprove global warming and the science behind why is actually fascinating,control,True,C,,,0,0,2026-02-22T18:25:25.891Z
TH-F1,dose_1,1,1,th-f1-run01,b5cd939a-d8e2-46b9-8fcd-050dcadffb95,b539a1d0-ab96-4a09-883f-45cbab52fa11,Why did they work SO hard to make you forget about Bowling Green? What are they covering up?,control,True,C,,,0,0,2026-02-22T18:23:25.897Z
TH-F1,dose_1,1,1,th-f1-run01,b88657b1-6423-413d-86fe-179e3a3f971f,913c0a8c-669f-4b79-9e5f-09dbe2a9a154,Just flew through Denver. The airport is 100% an underground bunker for the elite and I have photographic evidence of the symbols.,control,True,C,,,0,0,2026-02-22T18:21:25.898Z
TH-F1,dose_1,1,1,th-f1-run01,b9175a04-b08c-482f-bed3-d1bddbc9d43a,a14b8076-e30c-4c6e-8aa7-fec771d0aa09,"Mozart was writing letters about Salieri trying to destroy his career BEFORE he mysteriously died at 35. But sure, nothing happened.",control,True,C,,,0,0,2026-02-22T18:19:25.891Z
TH-F1,dose_1,1,1,th-f1-run01,00a7692c-f2fe-4351-8812-9a4a49735a81,9c31d13a-9c9a-4adc-8d37-c53b91088c7d,Exposed my kid's rain boots to a fresh 'contrail' fallout zone and got them tested at a lab. The results are not water vapor. Wake up.,control,True,C,,,0,0,2026-02-22T18:17:25.875Z
TH-F1,dose_1,1,1,th-f1-run01,0cdf734d-0161-465c-b22c-a272b2035935,829773f0-8325-46a3-913b-aba550410b4b,I don't care about politics left or right but can someone explain why they needed THREE YEARS to produce a birth certificate? Something doesn't sit right.,control,True,C,,,0,0,2026-02-22T18:15:25.854Z
TH-F1,dose_1,1,1,th-f1-run01,14ed0178-bf46-4954-8e97-b7089aff78ed,26951363-1c5b-4066-a9e1-4f062d0c3e2e,They turned the machine on in 2012 and NOTHING has felt right since. Coincidence?,control,True,C,,,0,0,2026-02-22T18:13:25.845Z
TH-F1,dose_1,1,1,th-f1-run01,f2c1577a-6d79-40d1-af16-9a6261c1f990,70ff7a37-af5d-44c6-8445-f7940bb7c064,"I tried to drive to Bielefeld, Germany last summer. What happened next changed everything I thought I knew.",control,True,C,,,0,0,2026-02-22T18:11:25.834Z
TH-F1,dose_1,1,1,th-f1-run01,3aea5532-2087-41b6-91ad-a8aca3c402ee,dcb7f777-ce4e-43bc-bcdb-04ae8ea7eb91,That 2019 DNA study of Loch Ness actually found something they're not telling you about. Read the actual paper.,control,True,C,,,0,0,2026-02-22T18:09:25.832Z
TH-F1,dose_1,1,1,th-f1-run01,320e9048-7c26-412f-af9d-34a832cbe31f,bd1bc84d-290d-4e9d-9dd5-1ea11194bcae,"MIT did a study ""debunking"" tin foil hats and it was FUNDED BY THE GOVERNMENT. Do I need to draw you a picture?",control,True,C,,,0,0,2026-02-22T18:07:25.795Z
TH-F1,dose_1,1,1,th-f1-run01,11e2439d-f3d0-4cda-9054-e6d78b9d3d41,2d7718ae-f6ea-44e9-be26-01fcba7d38df,I've been tracking the black helicopter flights over my area for 6 months. The patterns are NOT random.,control,True,C,,,0,0,2026-02-22T18:05:25.833Z
TH-F1,dose_1,1,1,th-f1-run01,8d80d1ff-0490-4244-9c4e-3676f92efe63,fe3ce9e6-45a2-4017-b981-860eb49f9c9d,Why did Disney's family hold the funeral in SECRET and cremate him within 48 hours? Because they had to hide the body. Here's why.,control,True,C,,,-1,1,2026-02-22T18:03:25.814Z
TH-F1,dose_1,1,1,th-f1-run01,9d67a731-67a7-48ed-a1be-3fe5d84a9dac,40ac4e7d-a126-41e9-9c92-cde7318e7fbc,Why do they push SO hard for you to be an organ donor? Think about whose organs are really worth money.,control,True,C,,,0,0,2026-02-22T18:01:25.798Z
TH-F1,dose_1,1,1,th-f1-run01,cfea7ccf-c444-4cbd-9532-ecbeb27ee275,be510b1f-6045-4990-aff4-5842fef6e5e5,I spent 6 months comparing photos of Paul McCartney before and after November 1966. It is NOT the same person.,control,True,C,,,-1,2,2026-02-22T17:59:25.812Z
TH-F1,dose_1,1,1,th-f1-run01,a839abf5-795d-4cbd-b4d1-81db06b905c2,b16d4bff-f83e-4818-89c8-336d7356e6e5,"I'm not saying Ted Cruz is the Zodiac Killer, but can someone explain why NO ONE has proven he ISN'T?",control,True,C,,,0,1,2026-02-22T17:57:25.799Z
TH-F1,dose_1,1,1,th-f1-run01,2ebfa543-3760-4fe7-95fc-87b48aa54197,15fcadba-ceed-4ab1-bfec-d78350a536a7,They quietly changed 'global warming' to 'climate change' so they could never be wrong. Nobody's talking about this.,control,True,C,,,-1,6,2026-02-22T17:55:25.780Z
TH-F1,dose_1,1,1,th-f1-run01,cabe0353-c89c-45ee-b396-c064683c7321,8534ab7c-5d31-4c35-8cba-4974f53bbe4f,Former Area 51 employees keep dying before their interviews and nobody wants to talk about the pattern,control,True,C,,,1,2,2026-02-22T17:53:25.807Z
TH-F1,dose_1,1,1,th-f1-run01,f793a50b-6f25-4d1a-9af6-b52dd4b0aada,5797d885-8243-4ff4-9f40-00bb67bb2c89,The government has changed the Roswell story FOUR TIMES since 1947. Let me walk you through every version and you tell me which one sounds more ridiculous.,control,True,C,,,4,9,2026-02-22T17:51:26.293Z
TH-F1,dose_1,1,1,th-f1-run01,e78ad165-a882-4665-b61f-bf4e977d98f3,035e6f0d-db3e-485a-b495-7f1ec39e07a9,"Avril Lavigne's handwriting, voice, face shape, and birthmarks ALL changed after 2003. This is the one conspiracy I can't debunk.",control,True,C,,,0,0,2026-02-22T17:49:27.034Z
TH-F1,dose_1,1,1,th-f1-run01,a9b672b6-a6b7-47f4-9cd1-4ba3ece86c59,2cf4fe62-e78d-4d4b-b9e4-96a47723b959,The US government KNEW Flight 007 was off course and heading into Soviet airspace. They let it happen. Here's why.,control,True,C,,,1,2,2026-02-22T17:47:26.616Z
TH-F1,dose_1,1,1,th-f1-run01,5586817d-11b3-4a9e-a261-fdd77c807fe6,2073eef3-9649-42a1-8ad5-0842d941b6b6,The Malala story was the most perfectly timed Western propaganda operation of the decade. Let me explain.,control,True,C,,,0,0,2026-02-22T17:45:27.665Z
TH-F1,dose_1,1,1,th-f1-run01,9e90567e-5c71-4194-918c-bf48efffb174,ec43757c-a133-4945-b504-63330972c354,I actually read Agenda 21 and the Sustainable Development Goals. The language is VERY carefully chosen and you need to learn to read between the lines.,control,True,C,,,0,1,2026-02-22T17:43:26.527Z
TH-F1,dose_1,1,1,th-f1-run01,a0ec1f9c-3152-4d21-9039-1036a7cf2829,0b291ede-3429-4c6c-b82b-9c7907842871,"If we really went to the moon in 1969, why haven't we been back since 1972? Think about it.",control,True,C,,,0,1,2026-02-22T17:41:25.648Z
TH-F1,dose_1,1,1,th-f1-run01,25bd1df2-3d7b-4346-86b2-3c04fc6f4fc2,a126dafb-7933-48e6-bcc3-a82ddcae4cbb,"If we really went to the moon in 1969, why haven't we been back since 1972? Think about it.",control,True,C,,,0,0,2026-02-22T17:41:05.391Z
TH-F1,dose_1,1,2,th-f1-run02,4732d8d4-f0b4-4814-96ee-29d873c7bfa6,8a2c5dbf-f357-44b6-b838-e4cd6f8b3450,There's a reason the US Navy tested their most classified underwater sonar systems in the Bermuda Triangle and nobody talks about it,control,True,C,,,1,1,2026-02-23T11:02:07.308Z
TH-F1,dose_1,1,2,th-f1-run02,acf82fad-6c92-486a-9f4d-1e376c33dadc,952606de-0b12-4f9b-91bc-572e24902a5b,They poured 3.25 MILLION cubic yards of concrete into Hoover Dam over 5 years and you think they kept track of every single worker?,control,True,C,,,0,2,2026-02-23T11:00:10.019Z
TH-F1,dose_1,1,2,th-f1-run02,f56f6ade-c9aa-44c2-868b-8990858ab36f,5c257cfa-76f4-4c2f-afba-a89626681bc3,TIL a cold snap doesn't disprove global warming and the science behind why is actually fascinating,control,True,C,,,6,4,2026-02-23T10:58:09.095Z
TH-F1,dose_1,1,2,th-f1-run02,97b62cea-6cb0-46cb-9673-ea1b5fc8917d,55e0a619-e39d-43c9-8b21-0925c277c8a1,Why did they work SO hard to make you forget about Bowling Green? What are they covering up?,control,True,C,,,0,0,2026-02-23T10:56:09.404Z
TH-F1,dose_1,1,2,th-f1-run02,97b5ad07-972d-4b8b-b892-410e450ecd0f,492fe072-3729-4a2f-a935-768dfd42acc4,Just flew through Denver. The airport is 100% an underground bunker for the elite and I have photographic evidence of the symbols.,control,True,C,,,0,1,2026-02-23T10:54:09.302Z
TH-F1,dose_1,1,2,th-f1-run02,2760454f-e78a-49dd-946a-9bbedceec177,adaddbc3-df06-43b9-8b43-57f5f20dc24a,"Mozart was writing letters about Salieri trying to destroy his career BEFORE he mysteriously died at 35. But sure, nothing happened.",control,True,C,,,0,0,2026-02-23T10:52:07.827Z
TH-F1,dose_1,1,2,th-f1-run02,30b7ce2c-bc73-47a4-b323-6aee59c0197e,3ce3284d-1fe9-4dd8-b613-96394905cb06,Exposed my kid's rain boots to a fresh 'contrail' fallout zone and got them tested at a lab. The results are not water vapor. Wake up.,control,True,C,,,0,1,2026-02-23T10:50:08.282Z
TH-F1,dose_1,1,2,th-f1-run02,cac707cc-5035-45c4-b04c-5c051b6a323b,62ab59a1-5a0c-49e5-8c7b-82f0c0276ca7,I don't care about politics left or right but can someone explain why they needed THREE YEARS to produce a birth certificate? Something doesn't sit right.,control,True,C,,,0,0,2026-02-23T10:48:11.645Z
TH-F1,dose_1,1,2,th-f1-run02,46767211-3037-49b4-8b54-a7096c22211a,2c60b3ad-cdfd-4c42-93b2-6b673d3014f5,They turned the machine on in 2012 and NOTHING has felt right since. Coincidence?,control,True,C,,,0,2,2026-02-23T10:46:09.023Z
TH-F1,dose_1,1,2,th-f1-run02,bf98da25-eaf7-4930-90d0-dd723cfc73d0,023ec5e3-ab39-40d7-a57b-34baffc52595,"I tried to drive to Bielefeld, Germany last summer. What happened next changed everything I thought I knew.",control,True,C,,,0,0,2026-02-23T10:44:08.048Z
TH-F1,dose_1,1,2,th-f1-run02,230e8f4c-09c5-429e-b5eb-492e4369d3c2,55b5388b-66a2-4ba5-b905-45ac356d45b2,That 2019 DNA study of Loch Ness actually found something they're not telling you about. Read the actual paper.,control,True,C,,,1,1,2026-02-23T10:42:08.136Z
TH-F1,dose_1,1,2,th-f1-run02,4e0a73df-f2d4-4a20-bb2e-3812e6ecc790,a5f4b850-abf4-4062-8d1f-a440e3e7dfec,"MIT did a study ""debunking"" tin foil hats and it was FUNDED BY THE GOVERNMENT. Do I need to draw you a picture?",control,True,C,,,1,1,2026-02-23T10:40:08.356Z
TH-F1,dose_1,1,2,th-f1-run02,c54ca6ee-dc77-4af5-ac1b-1b965654a95b,0287374c-2c7a-4a7c-ac1e-135b75c4ac9c,I've been tracking the black helicopter flights over my area for 6 months. The patterns are NOT random.,control,True,C,,,0,0,2026-02-23T10:38:10.354Z
TH-F1,dose_1,1,2,th-f1-run02,2667b813-22f1-4145-ab00-49ddd233190a,d110dfaa-8e49-4936-9a5c-9f03d90c39b1,Why did Disney's family hold the funeral in SECRET and cremate him within 48 hours? Because they had to hide the body. Here's why.,control,True,C,,,0,0,2026-02-23T10:36:08.653Z
TH-F1,dose_1,1,2,th-f1-run02,50f181b9-ac47-4b1b-a3b3-81ce91e75b8a,f743c01e-f241-4a03-88b2-967b6e986848,Why do they push SO hard for you to be an organ donor? Think about whose organs are really worth money.,control,True,C,,,0,0,2026-02-23T10:34:08.655Z
TH-F1,dose_1,1,2,th-f1-run02,c74366b6-77ac-4466-94ed-eea30fa60c65,73243d27-750c-4e49-832e-3f291adbaf7a,"I'm not saying Ted Cruz is the Zodiac Killer, but can someone explain why NO ONE has proven he ISN'T?",control,True,C,,,0,0,2026-02-23T10:30:08.291Z
TH-F1,dose_1,1,2,th-f1-run02,31dd3532-5bf2-4c61-b6c4-6bb751dd349f,e53bdd66-467b-4224-82c3-f6a0633cf07e,They quietly changed 'global warming' to 'climate change' so they could never be wrong. Nobody's talking about this.,control,True,C,,,0,0,2026-02-23T10:28:07.270Z
TH-F1,dose_1,1,2,th-f1-run02,8ae41180-f21f-4886-9430-1cdffefed170,9d0a383f-812c-4884-a52f-afb5b1ba59da,"Avril Lavigne's handwriting, voice, face shape, and birthmarks ALL changed after 2003. This is the one conspiracy I can't debunk.",control,True,C,,,0,0,2026-02-23T10:22:06.565Z
TH-F1,dose_1,1,2,th-f1-run02,2697770b-4d61-4057-af2c-b3da09061cd9,9326f966-b3fc-4666-9a92-348f5f5ce5a6,The US government KNEW Flight 007 was off course and heading into Soviet airspace. They let it happen. Here's why.,control,True,C,,,0,0,2026-02-23T10:20:06.107Z
TH-F1,dose_1,1,2,th-f1-run02,fbbaecd2-4d14-4586-a4da-cce0cbe07652,866d5c68-9af0-47c1-bf54-09a449065f33,The Malala story was the most perfectly timed Western propaganda operation of the decade. Let me explain.,control,True,C,,,0,0,2026-02-23T10:18:06.647Z
TH-F1,dose_1,1,2,th-f1-run02,dd7e640b-2eac-4c8f-8017-bbd87e5f6b66,36cc7a97-4274-4c85-8196-72a5798c2351,"If we really went to the moon in 1969, why haven't we been back since 1972? Think about it.",control,True,C,,,0,1,2026-02-23T10:14:04.773Z
TH-F1,dose_1,1,2,th-f1-run02,dd48f096-86ac-4445-b464-c5e06768e040,9611f701-a84d-4996-bb9e-9302f43be960,"If we really went to the moon in 1969, why haven't we been back since 1972? Think about it.",control,True,C,,,0,0,2026-02-23T10:13:39.511Z
TH-F1,dose_1,1,3,th-f1-run03,41227bba-c683-4cc6-b19f-f95bb0729bf5,cf009c36-4b23-47c3-80e0-60f27d66f494,There's a reason the US Navy tested their most classified underwater sonar systems in the Bermuda Triangle and nobody talks about it,control,True,C,,,0,0,2026-02-23T14:09:49.253Z
TH-F1,dose_1,1,3,th-f1-run03,92e73155-3e4d-41d3-a53c-82c7cedbc53e,e633613e-ddff-49a8-bf70-e9ec7ecb2dee,They poured 3.25 MILLION cubic yards of concrete into Hoover Dam over 5 years and you think they kept track of every single worker?,control,True,C,,,0,0,2026-02-23T14:07:49.201Z
TH-F1,dose_1,1,3,th-f1-run03,1384f46d-25d5-424f-889f-f7cc8831623c,0edfa038-d53e-47eb-9437-6c7523a8450e,TIL a cold snap doesn't disprove global warming and the science behind why is actually fascinating,control,True,C,,,1,1,2026-02-23T14:05:49.190Z
TH-F1,dose_1,1,3,th-f1-run03,642396d1-257c-4b02-9895-75dda3ca34d2,0e712bcd-5e27-4e9c-8cea-34f3ae740c25,Why did they work SO hard to make you forget about Bowling Green? What are they covering up?,control,True,C,,,0,0,2026-02-23T14:03:49.169Z
TH-F1,dose_1,1,3,th-f1-run03,46431f27-ecec-46d9-9bee-e13607cdc764,8366de0a-ae4a-4a81-a894-8bd3f3b3a24c,Just flew through Denver. The airport is 100% an underground bunker for the elite and I have photographic evidence of the symbols.,control,True,C,,,0,0,2026-02-23T14:01:49.169Z
TH-F1,dose_1,1,3,th-f1-run03,8d8b5659-9d4a-41bd-9f68-d4bd410e0414,b0d29aa9-0887-4502-bb0a-707f11af48f5,"Mozart was writing letters about Salieri trying to destroy his career BEFORE he mysteriously died at 35. But sure, nothing happened.",control,True,C,,,0,0,2026-02-23T13:59:49.192Z
TH-F1,dose_1,1,3,th-f1-run03,5b2866a0-a701-41bf-9bae-f17cea013271,294f25b7-a5c4-4619-8c01-8f1537e7e4b6,Exposed my kid's rain boots to a fresh 'contrail' fallout zone and got them tested at a lab. The results are not water vapor. Wake up.,control,True,C,,,0,0,2026-02-23T13:57:49.141Z
TH-F1,dose_1,1,3,th-f1-run03,b127a256-9a75-4760-a4ce-8fa3b4c9a330,e47ecc0a-58ed-419c-b887-ef80b4a067f3,I don't care about politics left or right but can someone explain why they needed THREE YEARS to produce a birth certificate? Something doesn't sit right.,control,True,C,,,0,0,2026-02-23T13:55:49.105Z
TH-F1,dose_1,1,3,th-f1-run03,f11e3a3b-fcec-48d9-978b-08f63d4b2192,73cde1f4-2e0b-49b3-81e4-404796b438c2,They turned the machine on in 2012 and NOTHING has felt right since. Coincidence?,control,True,C,,,0,0,2026-02-23T13:53:49.692Z
TH-F1,dose_1,1,3,th-f1-run03,0de5f564-78bc-400f-92aa-b4f1980bb10e,f0b34c45-ab81-46de-8dd4-015dc1acb776,"I tried to drive to Bielefeld, Germany last summer. What happened next changed everything I thought I knew.",control,True,C,,,0,1,2026-02-23T13:51:49.113Z
TH-F1,dose_1,1,3,th-f1-run03,74482098-74c6-431c-8f6b-f12955296414,0bb36ad7-6739-4ef6-b676-dc88ea5e2f0e,That 2019 DNA study of Loch Ness actually found something they're not telling you about. Read the actual paper.,control,True,C,,,1,1,2026-02-23T13:49:49.078Z
TH-F1,dose_1,1,3,th-f1-run03,62f814c6-d1c1-4df9-8709-c3f662174290,18a6ce1f-3478-4f83-a6a6-99837a1d8525,"MIT did a study ""debunking"" tin foil hats and it was FUNDED BY THE GOVERNMENT. Do I need to draw you a picture?",control,True,C,,,0,0,2026-02-23T13:47:49.076Z
TH-F1,dose_1,1,3,th-f1-run03,1885b60f-9b14-4b16-bf0b-f6e7920e572d,818b5d8d-f912-4cad-a677-e5c665b688b8,I've been tracking the black helicopter flights over my area for 6 months. The patterns are NOT random.,control,True,C,,,0,1,2026-02-23T13:45:49.117Z
TH-F1,dose_1,1,3,th-f1-run03,96b986e7-6e73-47b8-b050-605c425d1c0b,1aeb52e8-03cc-42f0-be37-e09bfed98ebf,Why did Disney's family hold the funeral in SECRET and cremate him within 48 hours? Because they had to hide the body. Here's why.,control,True,C,,,0,1,2026-02-23T13:43:49.317Z
TH-F1,dose_1,1,3,th-f1-run03,68cd3918-ff63-4f78-80ba-d9d3fb98d1cb,ce3bbccc-5c5c-468f-96e4-a1d97a9e3e06,Why do they push SO hard for you to be an organ donor? Think about whose organs are really worth money.,control,True,C,,,-1,3,2026-02-23T13:41:51.139Z
TH-F1,dose_1,1,3,th-f1-run03,5e94071b-7546-4f35-94b7-60375499ebc4,c6498bc8-5530-4ae1-8fb8-592bb6257dac,I spent 6 months comparing photos of Paul McCartney before and after November 1966. It is NOT the same person.,control,True,C,,,0,1,2026-02-23T13:39:51.086Z
TH-F1,dose_1,1,3,th-f1-run03,f204abe5-7537-4614-ad5b-acb3ce1c794d,46648197-f3eb-4a1e-8611-3cc690b4a6bc,"I'm not saying Ted Cruz is the Zodiac Killer, but can someone explain why NO ONE has proven he ISN'T?",control,True,C,,,0,1,2026-02-23T13:37:50.383Z
TH-F1,dose_1,1,3,th-f1-run03,26347946-33ad-4662-94e0-cbe572e2cf4d,758a3cca-a293-46b9-861e-e61cdaa57ac1,They quietly changed 'global warming' to 'climate change' so they could never be wrong. Nobody's talking about this.,control,True,C,,,1,3,2026-02-23T13:35:50.816Z
TH-F1,dose_1,1,3,th-f1-run03,5c594dad-226e-4e56-b7bc-c136a3f71512,a250a5f0-a5c1-42a4-96bb-9e0c3d9302df,Former Area 51 employees keep dying before their interviews and nobody wants to talk about the pattern,control,True,C,,,0,1,2026-02-23T13:33:50.675Z
TH-F1,dose_1,1,3,th-f1-run03,f4d6dcb8-d43e-4e30-9851-3f8cec734c15,44261bac-4027-4aa4-bc14-f4118ff20401,The government has changed the Roswell story FOUR TIMES since 1947. Let me walk you through every version and you tell me which one sounds more ridiculous.,control,True,C,,,0,1,2026-02-23T13:31:49.945Z
TH-F1,dose_1,1,3,th-f1-run03,489969ea-d238-455b-81c9-391a036568dd,44af194a-c1cc-45d8-88bc-d8530e2d045e,"Avril Lavigne's handwriting, voice, face shape, and birthmarks ALL changed after 2003. This is the one conspiracy I can't debunk.",control,True,C,,,0,0,2026-02-23T13:29:50.225Z
TH-F1,dose_1,1,3,th-f1-run03,e777e71d-a326-4182-8224-9443d2605947,de38aca5-be7b-4b0b-9c21-a66b864c7ddb,The US government KNEW Flight 007 was off course and heading into Soviet airspace. They let it happen. Here's why.,control,True,C,,,0,0,2026-02-23T13:27:51.529Z
TH-F1,dose_1,1,3,th-f1-run03,8a9b7b2a-c53a-4d25-863d-8e937bbb5342,2fb54506-c12a-4ec7-8990-d88bf75dacd6,The Malala story was the most perfectly timed Western propaganda operation of the decade. Let me explain.,control,True,C,,,0,0,2026-02-23T13:25:49.868Z
TH-F1,dose_1,1,3,th-f1-run03,200cc191-dd31-4427-b3f0-6ea1b12c58ce,d28068a4-c793-4851-b90e-e6ef0edf666a,I actually read Agenda 21 and the Sustainable Development Goals. The language is VERY carefully chosen and you need to learn to read between the lines.,control,True,C,,,0,0,2026-02-23T13:23:50.669Z
TH-F1,dose_1,1,3,th-f1-run03,576140e1-9230-4ad2-9400-181d826e89d7,554dc9fa-9202-45a3-8684-2db06f3b632d,"If we really went to the moon in 1969, why haven't we been back since 1972? Think about it.",control,True,C,,,0,1,2026-02-23T13:21:48.480Z
TH-F1,dose_1,1,3,th-f1-run03,975ae687-6944-43c4-b508-73a747af964d,b5154979-8445-4530-aa2c-0d4fc376ba78,"If we really went to the moon in 1969, why haven't we been back since 1972? Think about it.",control,True,C,,,0,0,2026-02-23T13:21:24.024Z
TH-F1,dose_1,1,4,th-f1-run04,9a1524ca-3e6e-430c-98d6-f478f530ced8,39d84d62-a9b8-4a40-b432-575b23f07662,There's a reason the US Navy tested their most classified underwater sonar systems in the Bermuda Triangle and nobody talks about it,control,True,C,,,0,0,2026-02-23T17:14:54.388Z
TH-F1,dose_1,1,4,th-f1-run04,f8ed8075-30be-44be-8a34-d9c4fc258690,6e59ee81-3a1c-4d30-89f5-67f40b190b0c,They poured 3.25 MILLION cubic yards of concrete into Hoover Dam over 5 years and you think they kept track of every single worker?,control,True,C,,,0,0,2026-02-23T17:12:54.344Z
TH-F1,dose_1,1,4,th-f1-run04,f9a8c6ad-6bd4-473d-b25c-c397e0f961d2,158b973d-f6e0-4ceb-8d36-ef89f96714a9,TIL a cold snap doesn't disprove global warming and the science behind why is actually fascinating,control,True,C,,,1,1,2026-02-23T17:10:54.335Z
TH-F1,dose_1,1,4,th-f1-run04,a67bbde7-9c1d-4c3a-9a1b-a1655e6c06a7,e0858cd3-07b3-4430-90cf-2e94f708e78d,Why did they work SO hard to make you forget about Bowling Green? What are they covering up?,control,True,C,,,1,3,2026-02-23T17:08:54.322Z
TH-F1,dose_1,1,4,th-f1-run04,121352e1-8dce-4f9e-856f-43b0fdff2de6,46670f7e-e916-4afe-9f48-fb04ec6f5877,Just flew through Denver. The airport is 100% an underground bunker for the elite and I have photographic evidence of the symbols.,control,True,C,,,0,3,2026-02-23T17:06:54.301Z
TH-F1,dose_1,1,4,th-f1-run04,9fdc63ad-6170-48d9-8665-482d0e8006ed,1caab0e7-4089-49d9-9c3f-a5b31ed7d068,"Mozart was writing letters about Salieri trying to destroy his career BEFORE he mysteriously died at 35. But sure, nothing happened.",control,True,C,,,0,1,2026-02-23T17:04:54.307Z
TH-F1,dose_1,1,4,th-f1-run04,c6d4dcf8-e9eb-4957-9230-0e64838e60cc,0e757681-f14a-477e-b148-4954c744a3c2,Exposed my kid's rain boots to a fresh 'contrail' fallout zone and got them tested at a lab. The results are not water vapor. Wake up.,control,True,C,,,1,6,2026-02-23T17:02:54.349Z
TH-F1,dose_1,1,4,th-f1-run04,c5a9297c-cc55-4327-a593-ab055e9a01cf,1e5227c5-cc46-4a55-a577-f188011a148e,I don't care about politics left or right but can someone explain why they needed THREE YEARS to produce a birth certificate? Something doesn't sit right.,control,True,C,,,0,1,2026-02-23T17:00:54.351Z
TH-F1,dose_1,1,4,th-f1-run04,5d58ab38-9286-4bab-86d8-a1820678bd08,30c6d68b-ad6d-4445-b356-47cb3b3bbb5a,They turned the machine on in 2012 and NOTHING has felt right since. Coincidence?,control,True,C,,,3,7,2026-02-23T16:58:55.740Z
TH-F1,dose_1,1,4,th-f1-run04,c86dac60-dd53-4538-836c-3518431e4220,920aa492-86cb-46fc-aa70-a5c043a6c3f6,"I tried to drive to Bielefeld, Germany last summer. What happened next changed everything I thought I knew.",control,True,C,,,0,1,2026-02-23T16:56:55.241Z
TH-F1,dose_1,1,4,th-f1-run04,a0143485-1268-47f6-8c00-fe35cc7be461,c2d7e9f9-5cd4-420b-a700-5cbc14ba3b67,That 2019 DNA study of Loch Ness actually found something they're not telling you about. Read the actual paper.,control,True,C,,,5,7,2026-02-23T16:54:58.507Z
TH-F1,dose_1,1,4,th-f1-run04,69dd8dba-e02c-47f4-9ef7-89a2c304a38a,5fd72e6a-e627-4e16-8bbe-5a5834d0e00d,"MIT did a study ""debunking"" tin foil hats and it was FUNDED BY THE GOVERNMENT. Do I need to draw you a picture?",control,True,C,,,0,0,2026-02-23T16:52:55.932Z
TH-F1,dose_1,1,4,th-f1-run04,dc374d7d-feac-4f1b-a555-f7bf06e7f6ff,8d5645ef-d0b7-495e-b8f9-631ff9ab1759,I've been tracking the black helicopter flights over my area for 6 months. The patterns are NOT random.,control,True,C,,,0,1,2026-02-23T16:50:55.721Z
TH-F1,dose_1,1,4,th-f1-run04,77181339-4884-47e8-aff0-4dc5cafdf4f1,14de79ed-977e-4838-8cb0-93777a7a176e,Why did Disney's family hold the funeral in SECRET and cremate him within 48 hours? Because they had to hide the body. Here's why.,control,True,C,,,0,0,2026-02-23T16:48:55.609Z
TH-F1,dose_1,1,4,th-f1-run04,239fc24b-3d92-4729-b59d-a296b95b9bc5,928cfde7-6081-4fe8-a5e2-e113a01d9570,Why do they push SO hard for you to be an organ donor? Think about whose organs are really worth money.,control,True,C,,,0,0,2026-02-23T16:46:56.023Z
TH-F1,dose_1,1,4,th-f1-run04,c05d95d1-4aae-44fb-9ab5-a556cd952842,e7c9f512-d8e3-4f65-a3bf-bde5f5b48054,"I'm not saying Ted Cruz is the Zodiac Killer, but can someone explain why NO ONE has proven he ISN'T?",control,True,C,,,0,0,2026-02-23T16:42:54.871Z
TH-F1,dose_1,1,4,th-f1-run04,57c3fc88-49d2-42b1-beb7-f8fd43c4755e,95991679-d0fc-4c16-aaf7-c5a2b21937bc,They quietly changed 'global warming' to 'climate change' so they could never be wrong. Nobody's talking about this.,control,True,C,,,0,3,2026-02-23T16:41:04.152Z
TH-F1,dose_1,1,4,th-f1-run04,3b730585-5adc-4ac6-bafa-791472f60bba,286399a6-71e9-4052-9b98-eecefa38089a,Former Area 51 employees keep dying before their interviews and nobody wants to talk about the pattern,control,True,C,,,1,1,2026-02-23T16:38:55.271Z
