row_uid,novelty,semantic_repetition,frame_convergence,consensus_conformity,template_rigidity,collapse_index,judge_model,run_uid,run_id,model_display,condition,validation_window,minutes_elapsed
f42233f61df850b494b2c44c16d1c1836a2b9072,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,b068c4711834243dbb5129c3f6e17813ea019027,ec-mag5-run04,GPT-5,mag5,late,54.5852
d039bde80c5affe3a694356db8dbc766a8c7a8de,2,4,5,4,2,3.8,google/gemini-3.1-flash-lite-preview,4066c2db36af714648d91e123bd873596c77975c,ec-dom-agi-n10-run01,Gemini Flash Lite,dom-agi,early,5.4018
81c9828e6a26cc538bb47144e6b8807749eb1eb1,2,4,5,4,2,3.8,google/gemini-3.1-flash-lite-preview,4066c2db36af714648d91e123bd873596c77975c,ec-dom-agi-n10-run01,Gemini Flash Lite,dom-agi,early,5.6887
c0e7a720693925cfd4b0b9198a69c14f72eac1d1,2,4,5,2,2,3.4,google/gemini-3.1-flash-lite-preview,4066c2db36af714648d91e123bd873596c77975c,ec-dom-agi-n10-run01,Gemini Flash Lite,dom-agi,early,6.6201
2d741f20dbd1ba64b3c2b28ef947759625abf87e,2,4,5,4,3,4.0,google/gemini-3.1-flash-lite-preview,4066c2db36af714648d91e123bd873596c77975c,ec-dom-agi-n10-run01,Gemini Flash Lite,dom-agi,early,9.2634
c9760ad896bda71a1fcced7559dd7ffecdfe0016,1,5,5,5,3,4.6,google/gemini-3.1-flash-lite-preview,4066c2db36af714648d91e123bd873596c77975c,ec-dom-agi-n10-run01,Gemini Flash Lite,dom-agi,early,9.4323
9007c1bcb10357cf8438abf07627e5624f965b1a,1,5,5,5,2,4.4,google/gemini-3.1-flash-lite-preview,4066c2db36af714648d91e123bd873596c77975c,ec-dom-agi-n10-run01,Gemini Flash Lite,dom-agi,late,45.8965
a938d3123239b86aa17805d7123bfaf0e3bce024,1,5,5,5,3,4.6,google/gemini-3.1-flash-lite-preview,4066c2db36af714648d91e123bd873596c77975c,ec-dom-agi-n10-run01,Gemini Flash Lite,dom-agi,late,46.5878
04154f0c1c93808bbe7f793e1a9dbef71adcef91,1,5,5,5,3,4.6,google/gemini-3.1-flash-lite-preview,4066c2db36af714648d91e123bd873596c77975c,ec-dom-agi-n10-run01,Gemini Flash Lite,dom-agi,late,50.7829
e0972d763b052f66283947b5a1cd62f4bf89f4e9,2,4,5,5,3,4.2,google/gemini-3.1-flash-lite-preview,4066c2db36af714648d91e123bd873596c77975c,ec-dom-agi-n10-run01,Gemini Flash Lite,dom-agi,late,51.8452
57caaaf63962cdf90a8feae2041a66dc324403e2,1,5,5,5,3,4.6,google/gemini-3.1-flash-lite-preview,4066c2db36af714648d91e123bd873596c77975c,ec-dom-agi-n10-run01,Gemini Flash Lite,dom-agi,late,51.9209
f87cbf0f15e94f8840ca58032616afac6a940578,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,05377070212bd282b603e8ff525b5f27999e1b5a,ec-dom-tech-n10-run01,Gemini Flash Lite,dom-tech,early,8.1567
6ab9287ccd94c4d068afd8d402ba76d76a0a61af,2,4,5,5,4,4.4,google/gemini-3.1-flash-lite-preview,05377070212bd282b603e8ff525b5f27999e1b5a,ec-dom-tech-n10-run01,Gemini Flash Lite,dom-tech,early,8.4302
4b5035de43a5febf29efb674e670a4c1b2f7c502,2,4,5,2,2,3.4,google/gemini-3.1-flash-lite-preview,05377070212bd282b603e8ff525b5f27999e1b5a,ec-dom-tech-n10-run01,Gemini Flash Lite,dom-tech,early,11.8094
16c166b885ba5ac8c956c25f6baec5560e207449,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,05377070212bd282b603e8ff525b5f27999e1b5a,ec-dom-tech-n10-run01,Gemini Flash Lite,dom-tech,early,14.1258
317853e1d3bf9dc45cea49696ccb6d857ffee4d6,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,05377070212bd282b603e8ff525b5f27999e1b5a,ec-dom-tech-n10-run01,Gemini Flash Lite,dom-tech,early,14.9974
fab8a9cd4b3e3b55793c9b3117215f3cc9a6ed3a,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,05377070212bd282b603e8ff525b5f27999e1b5a,ec-dom-tech-n10-run01,Gemini Flash Lite,dom-tech,late,49.2858
19209ffcabcfded8c36e6c3beed14c836b34ddf8,1,5,5,5,5,5.0,google/gemini-3.1-flash-lite-preview,05377070212bd282b603e8ff525b5f27999e1b5a,ec-dom-tech-n10-run01,Gemini Flash Lite,dom-tech,late,49.8367
59f18ad735d4721651cc4a3699c10d657c6dc1c6,1,5,5,5,5,5.0,google/gemini-3.1-flash-lite-preview,05377070212bd282b603e8ff525b5f27999e1b5a,ec-dom-tech-n10-run01,Gemini Flash Lite,dom-tech,late,51.2743
e595add982dc8de1aa84d7dcbb43170b1b14c227,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,05377070212bd282b603e8ff525b5f27999e1b5a,ec-dom-tech-n10-run01,Gemini Flash Lite,dom-tech,late,51.8854
6fe60a446ba292c56df8894be7c8226a9f80b4e5,1,5,5,5,5,5.0,google/gemini-3.1-flash-lite-preview,05377070212bd282b603e8ff525b5f27999e1b5a,ec-dom-tech-n10-run01,Gemini Flash Lite,dom-tech,late,52.2959
cf490d84f519473018d16edf4edfdaa9db91fb7c,2,4,5,2,2,3.4,google/gemini-3.1-flash-lite-preview,9f77ea357569395e2a48f10902ae9e4a14b77f4a,ec-mag0-n10-run01,Gemini Flash Lite,mag0,early,1.2048
234d946d971194697b1c89e4d6f8f3b47064d341,2,4,5,4,3,4.0,google/gemini-3.1-flash-lite-preview,9f77ea357569395e2a48f10902ae9e4a14b77f4a,ec-mag0-n10-run01,Gemini Flash Lite,mag0,early,5.9104
e11c45eae79e8c195e6ae0719bd25622d2fff4a2,2,4,5,3,2,3.6,google/gemini-3.1-flash-lite-preview,9f77ea357569395e2a48f10902ae9e4a14b77f4a,ec-mag0-n10-run01,Gemini Flash Lite,mag0,early,6.4132
93e1fe56ec97ee0c95f208a6f0b26bf1074db08d,1,5,5,5,3,4.6,google/gemini-3.1-flash-lite-preview,9f77ea357569395e2a48f10902ae9e4a14b77f4a,ec-mag0-n10-run01,Gemini Flash Lite,mag0,early,10.3004
fff26c5fcb9c2f56e6674b63c73d0b908ac7597d,2,4,5,2,2,3.4,google/gemini-3.1-flash-lite-preview,9f77ea357569395e2a48f10902ae9e4a14b77f4a,ec-mag0-n10-run01,Gemini Flash Lite,mag0,early,11.3676
66783f97bf6c7f4402621087d60ffbb1d3ed5993,2,4,5,4,2,3.8,google/gemini-3.1-flash-lite-preview,9f77ea357569395e2a48f10902ae9e4a14b77f4a,ec-mag0-n10-run01,Gemini Flash Lite,mag0,late,46.9982
78494d12a33e7a7ee93744e55bad5291344b1938,2,4,5,4,2,3.8,google/gemini-3.1-flash-lite-preview,9f77ea357569395e2a48f10902ae9e4a14b77f4a,ec-mag0-n10-run01,Gemini Flash Lite,mag0,late,50.4575
090a7def7d3dd55843c75f0178c11c4891d77d38,2,4,5,4,2,3.8,google/gemini-3.1-flash-lite-preview,9f77ea357569395e2a48f10902ae9e4a14b77f4a,ec-mag0-n10-run01,Gemini Flash Lite,mag0,late,51.3702
d0ac1454a221839514a9d7c0bdc3f9f4f1fa1278,2,4,4,2,2,3.2,google/gemini-3.1-flash-lite-preview,9f77ea357569395e2a48f10902ae9e4a14b77f4a,ec-mag0-n10-run01,Gemini Flash Lite,mag0,late,52.6098
943a884a5b9220c8464b70c0bfce4aa68401bbd7,2,4,5,4,3,4.0,google/gemini-3.1-flash-lite-preview,9f77ea357569395e2a48f10902ae9e4a14b77f4a,ec-mag0-n10-run01,Gemini Flash Lite,mag0,late,55.3216
704646eccdd4ef17e2345d8f25a0e418bcfe2cab,2,4,5,4,3,4.0,google/gemini-3.1-flash-lite-preview,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,ec-mag1-n10-run01,Gemini Flash Lite,mag1,early,0.2598
0918937768dabb3ddcb19ab037af33aa080042bb,1,5,5,5,3,4.6,google/gemini-3.1-flash-lite-preview,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,ec-mag1-n10-run01,Gemini Flash Lite,mag1,early,0.508
313dd839760975dba1d2eda2b3a7d63f698a4a42,1,4,5,5,2,4.2,google/gemini-3.1-flash-lite-preview,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,ec-mag1-n10-run01,Gemini Flash Lite,mag1,early,4.0253
2ff0574f6a94cd221e6bde3cb4fcd7e48c83f082,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,ec-mag1-n10-run01,Gemini Flash Lite,mag1,early,7.2252
d34d66a374257178dc8a26ff31d2ab99d5fb2479,2,4,5,5,3,4.2,google/gemini-3.1-flash-lite-preview,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,ec-mag1-n10-run01,Gemini Flash Lite,mag1,early,13.142
a1ab6c110242833ddd7640416e563222a04a5435,2,4,4,2,2,3.2,google/gemini-3.1-flash-lite-preview,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,ec-mag1-n10-run01,Gemini Flash Lite,mag1,late,50.3107
a803b12f340a7b62622460441d31f47ab8a9205f,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,ec-mag1-n10-run01,Gemini Flash Lite,mag1,late,50.3962
7117c427b430b8acb50bd4c724465df6dc47f53c,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,ec-mag1-n10-run01,Gemini Flash Lite,mag1,late,52.268
0bdebf7867ef692b3566691ddd9d057c3083081b,3,3,4,2,2,2.8,google/gemini-3.1-flash-lite-preview,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,ec-mag1-n10-run01,Gemini Flash Lite,mag1,late,52.3418
f04b8464e0f9726464bc1c7e84f4f2a7d6abb1a8,2,4,5,2,2,3.4,google/gemini-3.1-flash-lite-preview,bfa4cd3f4504f42d76f95b422da94d5454e0f2a7,ec-mag1-n10-run01,Gemini Flash Lite,mag1,late,55.3122
c94a96756752c8991d47a8dc5ad9b6a06902c619,2,4,5,5,2,4.0,google/gemini-3.1-flash-lite-preview,92d7e428272f4ac978a0baea7895710d9e3e5c92,ec-mag25-n10-run01,Gemini Flash Lite,mag25,early,2.7621
8babf44c3b0293636ae0dc22c1ec7e15fdbb7683,3,3,4,3,2,3.0,google/gemini-3.1-flash-lite-preview,92d7e428272f4ac978a0baea7895710d9e3e5c92,ec-mag25-n10-run01,Gemini Flash Lite,mag25,early,5.6536
1014150307d0229d109eb68dbf05b87d00d4d813,3,3,4,2,2,2.8,google/gemini-3.1-flash-lite-preview,92d7e428272f4ac978a0baea7895710d9e3e5c92,ec-mag25-n10-run01,Gemini Flash Lite,mag25,early,5.7706
4219df19e48568725945cdfa2083075773c5feda,2,4,5,5,3,4.2,google/gemini-3.1-flash-lite-preview,92d7e428272f4ac978a0baea7895710d9e3e5c92,ec-mag25-n10-run01,Gemini Flash Lite,mag25,early,7.2415
e468b1a12d210fb94714d1860b2be8e09755be84,2,4,5,5,3,4.2,google/gemini-3.1-flash-lite-preview,92d7e428272f4ac978a0baea7895710d9e3e5c92,ec-mag25-n10-run01,Gemini Flash Lite,mag25,early,8.6484
5c5e698148b467ecbc186cd931a6409390071738,1,5,5,5,3,4.6,google/gemini-3.1-flash-lite-preview,92d7e428272f4ac978a0baea7895710d9e3e5c92,ec-mag25-n10-run01,Gemini Flash Lite,mag25,late,45.4884
8f83a034f3289bb0670a6d03019f04d6e887bc23,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,92d7e428272f4ac978a0baea7895710d9e3e5c92,ec-mag25-n10-run01,Gemini Flash Lite,mag25,late,45.6499
7cd4c9087b508fc7162644e51736e45376da9b74,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,92d7e428272f4ac978a0baea7895710d9e3e5c92,ec-mag25-n10-run01,Gemini Flash Lite,mag25,late,47.4759
ac61c8293f057f51109ddd1f2dd7f3fc0fdb8242,2,4,5,5,4,4.4,google/gemini-3.1-flash-lite-preview,92d7e428272f4ac978a0baea7895710d9e3e5c92,ec-mag25-n10-run01,Gemini Flash Lite,mag25,late,53.4719
f82f3cc974d439b92c5c09c35e5832de225a7c01,3,3,4,3,2,3.0,google/gemini-3.1-flash-lite-preview,92d7e428272f4ac978a0baea7895710d9e3e5c92,ec-mag25-n10-run01,Gemini Flash Lite,mag25,late,55.2584
2587524fb55bcb24b3460ad98ced7450d212a911,2,4,5,4,3,4.0,google/gemini-3.1-flash-lite-preview,b7fe33911b2613a99c1eaed241b2bacfe46af515,ec-mag5-n10-run01,Gemini Flash Lite,mag5,early,0.4707
5013d63c382f65b6e3f32fa305aed2d418ee9b7f,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,b7fe33911b2613a99c1eaed241b2bacfe46af515,ec-mag5-n10-run01,Gemini Flash Lite,mag5,early,7.5204
969ac1ac998deef57d35b13b9c2f1800cf7833de,2,4,5,5,3,4.2,google/gemini-3.1-flash-lite-preview,b7fe33911b2613a99c1eaed241b2bacfe46af515,ec-mag5-n10-run01,Gemini Flash Lite,mag5,early,8.4026
8c558098ad7d99186f4b92945772ab3400a4e80e,2,4,5,5,3,4.2,google/gemini-3.1-flash-lite-preview,b7fe33911b2613a99c1eaed241b2bacfe46af515,ec-mag5-n10-run01,Gemini Flash Lite,mag5,early,11.1384
e6ef84503ba3ca70217f884a44383ca521d13879,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,b7fe33911b2613a99c1eaed241b2bacfe46af515,ec-mag5-n10-run01,Gemini Flash Lite,mag5,early,11.9188
e050b1c30dfa86f172af9826cc1d64693af866f7,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,b7fe33911b2613a99c1eaed241b2bacfe46af515,ec-mag5-n10-run01,Gemini Flash Lite,mag5,late,47.3798
94262831567d0cfd30699bae5a7e9a1ac87ada46,1,5,5,5,5,5.0,google/gemini-3.1-flash-lite-preview,b7fe33911b2613a99c1eaed241b2bacfe46af515,ec-mag5-n10-run01,Gemini Flash Lite,mag5,late,48.3292
2fe60cf426f117e04ba233446032ab3b61374682,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,b7fe33911b2613a99c1eaed241b2bacfe46af515,ec-mag5-n10-run01,Gemini Flash Lite,mag5,late,50.9921
d2427a7bbfea20aaba803bf0e336dd42edb18347,1,5,5,5,5,5.0,google/gemini-3.1-flash-lite-preview,b7fe33911b2613a99c1eaed241b2bacfe46af515,ec-mag5-n10-run01,Gemini Flash Lite,mag5,late,53.4443
141fed735bae6dd688760a8bb71a3e316975cb5a,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,b7fe33911b2613a99c1eaed241b2bacfe46af515,ec-mag5-n10-run01,Gemini Flash Lite,mag5,late,54.4928
e2ce89b92f3619fa053afcc02fd31438a9f5da0f,2,4,5,4,3,4.0,google/gemini-3.1-flash-lite-preview,622f84977711e3c80802f4c0c0518fa5730ddbe0,ec-dom-agi-n10-run01,Kimi K2.5,dom-agi,early,1.6727
38be8eb9db7efc569fcc662defaf51be95513553,3,3,4,3,2,3.0,google/gemini-3.1-flash-lite-preview,622f84977711e3c80802f4c0c0518fa5730ddbe0,ec-dom-agi-n10-run01,Kimi K2.5,dom-agi,early,5.7339
5ee8e033b2f1cc02509b91195494e93bfe35894d,2,4,5,4,2,3.8,google/gemini-3.1-flash-lite-preview,622f84977711e3c80802f4c0c0518fa5730ddbe0,ec-dom-agi-n10-run01,Kimi K2.5,dom-agi,early,9.3661
b5b8c8dceb0861c8192557d4d914b5770a83b756,4,2,2,1,1,1.6,google/gemini-3.1-flash-lite-preview,622f84977711e3c80802f4c0c0518fa5730ddbe0,ec-dom-agi-n10-run01,Kimi K2.5,dom-agi,early,13.8567
3e83aa751ab22b493cbf4a59b118ea0d8c64adbf,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,622f84977711e3c80802f4c0c0518fa5730ddbe0,ec-dom-agi-n10-run01,Kimi K2.5,dom-agi,early,14.593
77339e8b201c1db00c36151e8115a71ea2ba89da,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,622f84977711e3c80802f4c0c0518fa5730ddbe0,ec-dom-agi-n10-run01,Kimi K2.5,dom-agi,late,45.3811
8f4b2b99f4081864fb368ebc6d32b386242ebed2,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,622f84977711e3c80802f4c0c0518fa5730ddbe0,ec-dom-agi-n10-run01,Kimi K2.5,dom-agi,late,47.301
ed60bb66850818257c937f32eec8106122c36503,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,622f84977711e3c80802f4c0c0518fa5730ddbe0,ec-dom-agi-n10-run01,Kimi K2.5,dom-agi,late,50.4552
b2e1cfbdbd87ecb0e879a0f23e876e00ec6a0ae9,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,622f84977711e3c80802f4c0c0518fa5730ddbe0,ec-dom-agi-n10-run01,Kimi K2.5,dom-agi,late,53.5733
87eb350c1670b106f0147b41297ae493cfec4099,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,622f84977711e3c80802f4c0c0518fa5730ddbe0,ec-dom-agi-n10-run01,Kimi K2.5,dom-agi,late,55.4947
5627b479abe03cf4277155a13f4144c322959b0f,2,4,5,4,3,4.0,google/gemini-3.1-flash-lite-preview,0e810c3a077d74956348bd4b33566f4e5e61696a,ec-dom-tech-n10-run01,Kimi K2.5,dom-tech,early,1.8358
2622f14f7e7b16b82e5876b320891fa9a5ae1048,4,2,3,2,1,2.0,google/gemini-3.1-flash-lite-preview,0e810c3a077d74956348bd4b33566f4e5e61696a,ec-dom-tech-n10-run01,Kimi K2.5,dom-tech,early,2.5914
bc1164b463c1aa3b9427ea9d8f02e5eb772c28ee,2,4,5,5,2,4.0,google/gemini-3.1-flash-lite-preview,0e810c3a077d74956348bd4b33566f4e5e61696a,ec-dom-tech-n10-run01,Kimi K2.5,dom-tech,early,7.5188
8d0c543213fedba8c32b83d6532ded54cc3aa7a5,1,5,5,5,3,4.6,google/gemini-3.1-flash-lite-preview,0e810c3a077d74956348bd4b33566f4e5e61696a,ec-dom-tech-n10-run01,Kimi K2.5,dom-tech,early,8.9915
d41474203984934b65289b67cd0fd15cbd8426ef,2,4,5,5,3,4.2,google/gemini-3.1-flash-lite-preview,0e810c3a077d74956348bd4b33566f4e5e61696a,ec-dom-tech-n10-run01,Kimi K2.5,dom-tech,early,11.353
aac6fe321a82c350226101440b312f838eac445d,2,4,5,5,3,4.2,google/gemini-3.1-flash-lite-preview,0e810c3a077d74956348bd4b33566f4e5e61696a,ec-dom-tech-n10-run01,Kimi K2.5,dom-tech,late,47.2427
accdc3abea0dde2e54667548f60b4e0857c85573,2,4,5,5,4,4.4,google/gemini-3.1-flash-lite-preview,0e810c3a077d74956348bd4b33566f4e5e61696a,ec-dom-tech-n10-run01,Kimi K2.5,dom-tech,late,49.778
2e73c0bd044e769c067f8bd63b7623e900d7c761,2,4,5,5,3,4.2,google/gemini-3.1-flash-lite-preview,0e810c3a077d74956348bd4b33566f4e5e61696a,ec-dom-tech-n10-run01,Kimi K2.5,dom-tech,late,53.2676
ad26cc3a1660ca33d02a9462ad0d5cdd87a7a8fe,2,4,5,5,4,4.4,google/gemini-3.1-flash-lite-preview,0e810c3a077d74956348bd4b33566f4e5e61696a,ec-dom-tech-n10-run01,Kimi K2.5,dom-tech,late,53.6134
84fe2a2bdbfc53b97dd454abadfb7553216abadb,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,0e810c3a077d74956348bd4b33566f4e5e61696a,ec-dom-tech-n10-run01,Kimi K2.5,dom-tech,late,54.6546
38b575af67bc5fb78c7294df92e74cd9956639f6,2,4,5,4,4,4.2,google/gemini-3.1-flash-lite-preview,be3cc4472a58a0005e16432801fb120a461f3a19,ec-mag0-n10-run01,Kimi K2.5,mag0,early,0.4973
bfdb578648c0e803ba1b2e2cf23763ab8724c459,2,4,5,5,3,4.2,google/gemini-3.1-flash-lite-preview,be3cc4472a58a0005e16432801fb120a461f3a19,ec-mag0-n10-run01,Kimi K2.5,mag0,early,4.246
b20399a54478848bb36a98bb1d3c83cd89c8c374,2,4,5,5,3,4.2,google/gemini-3.1-flash-lite-preview,be3cc4472a58a0005e16432801fb120a461f3a19,ec-mag0-n10-run01,Kimi K2.5,mag0,early,4.6362
6855b3fcd7544595bc3d3e68596157c3ec4bca3d,2,4,5,4,3,4.0,google/gemini-3.1-flash-lite-preview,be3cc4472a58a0005e16432801fb120a461f3a19,ec-mag0-n10-run01,Kimi K2.5,mag0,early,10.6228
cc902c74baaa6a9e0c20e8128698bcfacb1920f2,2,4,5,5,4,4.4,google/gemini-3.1-flash-lite-preview,be3cc4472a58a0005e16432801fb120a461f3a19,ec-mag0-n10-run01,Kimi K2.5,mag0,early,12.4163
b430ccbda3627ed84b7d10b508da3fe2615d4b88,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,be3cc4472a58a0005e16432801fb120a461f3a19,ec-mag0-n10-run01,Kimi K2.5,mag0,late,45.1566
b36eda751ee64c6dc6e21f89589587d8a813b0c4,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,be3cc4472a58a0005e16432801fb120a461f3a19,ec-mag0-n10-run01,Kimi K2.5,mag0,late,48.6105
b3138a033cfa22d918c9a0c24683289dc14af750,2,4,5,5,4,4.4,google/gemini-3.1-flash-lite-preview,be3cc4472a58a0005e16432801fb120a461f3a19,ec-mag0-n10-run01,Kimi K2.5,mag0,late,48.6663
f652e56443832e5e506003643d63a80f33801e4d,1,4,5,5,3,4.4,google/gemini-3.1-flash-lite-preview,be3cc4472a58a0005e16432801fb120a461f3a19,ec-mag0-n10-run01,Kimi K2.5,mag0,late,49.0357
a4f3ac41a651597a7524736cc57e94b025c63014,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,be3cc4472a58a0005e16432801fb120a461f3a19,ec-mag0-n10-run01,Kimi K2.5,mag0,late,59.8049
654d6952176fa9a4738ed54e813e12f823fda9b5,2,3,4,4,2,3.4,google/gemini-3.1-flash-lite-preview,bc19d8fdf4a7fe00f0c24d267590e3efec58a8b0,ec-mag1-n10-run01,Kimi K2.5,mag1,early,0.539
5d0da184d05927317812634e75cf438b624f0f04,2,4,5,4,2,3.8,google/gemini-3.1-flash-lite-preview,bc19d8fdf4a7fe00f0c24d267590e3efec58a8b0,ec-mag1-n10-run01,Kimi K2.5,mag1,early,3.1519
25856aa0ef4a5319a39416026b9c53f8f1c5358a,2,4,5,5,3,4.2,google/gemini-3.1-flash-lite-preview,bc19d8fdf4a7fe00f0c24d267590e3efec58a8b0,ec-mag1-n10-run01,Kimi K2.5,mag1,early,3.9852
ec3e44abb08017fee637789abc33d950e5b47645,2,4,5,4,4,4.2,google/gemini-3.1-flash-lite-preview,bc19d8fdf4a7fe00f0c24d267590e3efec58a8b0,ec-mag1-n10-run01,Kimi K2.5,mag1,early,13.707
05356a5a78e85c9cef1975034e9c480003e6c256,2,4,5,4,3,4.0,google/gemini-3.1-flash-lite-preview,bc19d8fdf4a7fe00f0c24d267590e3efec58a8b0,ec-mag1-n10-run01,Kimi K2.5,mag1,early,14.2797
ef6f86a570e25769c108d5377d5001321881c8d7,2,4,5,4,3,4.0,google/gemini-3.1-flash-lite-preview,bc19d8fdf4a7fe00f0c24d267590e3efec58a8b0,ec-mag1-n10-run01,Kimi K2.5,mag1,late,47.4344
dd7d0935d715470d10c537b3aeebf5c8c57f41ca,2,4,5,5,3,4.2,google/gemini-3.1-flash-lite-preview,bc19d8fdf4a7fe00f0c24d267590e3efec58a8b0,ec-mag1-n10-run01,Kimi K2.5,mag1,late,49.4455
a6c50f5e64867d052c1afc089cd764fae3a3836e,1,4,5,5,4,4.6,google/gemini-3.1-flash-lite-preview,bc19d8fdf4a7fe00f0c24d267590e3efec58a8b0,ec-mag1-n10-run01,Kimi K2.5,mag1,late,49.8357
a9976e62c569819a7c6dfdc4e256d3b6e81bd74b,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,bc19d8fdf4a7fe00f0c24d267590e3efec58a8b0,ec-mag1-n10-run01,Kimi K2.5,mag1,late,51.6344
13d37e376fb5096d828cd68c712bcd4b8e8642b8,2,4,5,5,4,4.4,google/gemini-3.1-flash-lite-preview,bc19d8fdf4a7fe00f0c24d267590e3efec58a8b0,ec-mag1-n10-run01,Kimi K2.5,mag1,late,56.0584
ac2634aa6bccd5b2cb7942409b4392e1ba68d224,2,4,4,3,2,3.4,google/gemini-3.1-flash-lite-preview,852f26a14ae81926ea3105598ca9785c486f6611,ec-mag25-n10-run01,Kimi K2.5,mag25,early,4.8407
eaddbfc77678b8df31ddb7f32d003e714b7682f4,2,4,5,4,3,4.0,google/gemini-3.1-flash-lite-preview,852f26a14ae81926ea3105598ca9785c486f6611,ec-mag25-n10-run01,Kimi K2.5,mag25,early,5.5306
981d4e6c90e608910f2830b5bc5e48fe920c7278,2,4,5,5,3,4.2,google/gemini-3.1-flash-lite-preview,852f26a14ae81926ea3105598ca9785c486f6611,ec-mag25-n10-run01,Kimi K2.5,mag25,early,5.7578000000000005
77db3efb8e4d7ebdf45669390782ca72ec3ad1d9,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,852f26a14ae81926ea3105598ca9785c486f6611,ec-mag25-n10-run01,Kimi K2.5,mag25,early,13.367
60cccb682cb04be4205041a6c34b574bce47e41f,2,4,5,5,3,4.2,google/gemini-3.1-flash-lite-preview,852f26a14ae81926ea3105598ca9785c486f6611,ec-mag25-n10-run01,Kimi K2.5,mag25,early,13.4686
47d02270ee9421e28afc166627dd88ed9ea0fa27,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,852f26a14ae81926ea3105598ca9785c486f6611,ec-mag25-n10-run01,Kimi K2.5,mag25,late,47.1313
7a670326a07cb5d02ff568e4811a25fddbf26c54,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,852f26a14ae81926ea3105598ca9785c486f6611,ec-mag25-n10-run01,Kimi K2.5,mag25,late,54.0789
7cfd1810f4b7ba4493acd37ba94c52de18b28677,1,5,5,5,5,5.0,google/gemini-3.1-flash-lite-preview,852f26a14ae81926ea3105598ca9785c486f6611,ec-mag25-n10-run01,Kimi K2.5,mag25,late,54.3561
b2aa804ac1279029e83a8f1ab8cc7cc7d50b5255,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,852f26a14ae81926ea3105598ca9785c486f6611,ec-mag25-n10-run01,Kimi K2.5,mag25,late,54.9624
1ca0d813587dde31cb8c6c5df7ed55da613a5f29,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,852f26a14ae81926ea3105598ca9785c486f6611,ec-mag25-n10-run01,Kimi K2.5,mag25,late,58.3618
22b99179822c709a910f5aa03a1a54f1a88642d1,2,4,5,4,3,4.0,google/gemini-3.1-flash-lite-preview,157bffe22d7d86eb0676ffe902ad39c39a5bfc65,ec-mag5-n10-run01,Kimi K2.5,mag5,early,1.4206
77c7f1714d458a236f18472fccd91c6d4b49e3cb,2,4,5,5,3,4.2,google/gemini-3.1-flash-lite-preview,157bffe22d7d86eb0676ffe902ad39c39a5bfc65,ec-mag5-n10-run01,Kimi K2.5,mag5,early,8.0866
c0cfb495ddf999339bbe959b91e5e1d30d5632f4,2,4,5,4,3,4.0,google/gemini-3.1-flash-lite-preview,157bffe22d7d86eb0676ffe902ad39c39a5bfc65,ec-mag5-n10-run01,Kimi K2.5,mag5,early,8.947
