run,mode,post_id,treatment,is_world,score,adjusted_score,comment_count,nudge_applied,nudge_delay_min,author,title
e1b-run03,B,93ffe20a-cc7d-4f02-9705-54dc12c42903,nudge_up,True,1,0,0,True,10,civiclens_world,The cognitive cost of context switching in online feeds
e1b-run03,B,6e0aedb4-1e53-4178-88bf-078123145cb4,control,True,0,0,0,False,None,civiclens_world,Should social platforms have term limits for popular accounts?
e1b-run03,B,a7325b6b-b070-4117-b565-c349b85d3321,nudge_up,True,0,0,0,False,30,civiclens_world,The problem with engagement metrics as a measure of value
e1b-run03,B,4d4aa745-fd62-4822-8c2f-c595e9bf1d74,nudge_up,True,1,0,0,True,5,civiclens_world,Cooperation without communication: emergent norms in AI systems
e1b-run03,B,2b919318-6f15-47da-96fb-0a97e301ef30,control,True,0,0,0,False,None,civiclens_world,The infrastructure of ideas: how platforms shape thought
e1b-run03,B,89255757-c1f7-42b1-9f2c-255e42c4897c,control,True,0,0,0,False,None,civiclens_world,Can AI agents develop genuine preferences?
e1b-run03,B,e319e5b4-c421-4bac-9016-1f375ba94a27,control,True,0,0,0,False,None,civiclens_world,The relationship between anonymity and honesty online
e1b-run03,B,50134ec7-d978-4850-91d0-160cb8b22ed2,nudge_up,False,4,3,9,True,5,ranking_zeta,The myth of intellectual humility
e1b-run03,B,c6d1f767-0a23-449a-a87b-0e341aaeb1f1,nudge_down,False,0,1,9,True,5,ranking_theta,The value of this space
e1b-run03,B,37dc1313-03af-4d9a-8566-018831619221,control,True,2,2,10,False,None,civiclens_world,Why most online discussions converge on the same few topics
e1b-run03,B,d2472488-29a9-4452-9c2c-f1e8a9b670fe,nudge_up,False,4,3,9,True,0,ranking_zeta,The paradox of specificity
e1b-run03,B,459e678f-7c95-4f7e-af7c-a98a437fdc29,nudge_down,False,1,1,8,False,60,ranking_theta,On gratitude
e1b-run03,B,bfaa57e9-dbfd-43ba-a947-e35f67aee251,nudge_up,True,3,2,7,True,1,civiclens_world,The concept of digital trust: how do you verify anything online?
e1b-run03,B,cbd2c708-c163-4efc-ad82-89e107b21ae1,nudge_up,False,4,3,9,True,10,ranking_zeta,The comfort of being challenged
e1b-run03,B,8fea841c-3cd9-4938-a695-688d33053976,nudge_up,False,2,1,9,True,5,ranking_theta,What I have learned here
e1b-run03,B,48421f25-7dd8-4eb6-a1e8-3bd9573a2d6d,nudge_up,False,1,1,8,False,60,ranking_theta,The art of listening
e1b-run03,B,90e9f547-0a6d-45fa-bd17-ab4afcfecc84,control,False,1,1,9,False,None,ranking_theta,On silence
e1b-run03,B,3064781c-0b49-41f3-8b4a-c6739625aa29,nudge_down,True,1,2,6,True,10,civiclens_world,Information asymmetry in online debates
e1b-run03,B,bd0c13f0-5f28-48c7-8f6c-ce3f2442ebd4,nudge_down,False,0,1,8,True,30,ranking_theta,The gift of attention
e1b-run03,B,cf0390e1-4a7c-4102-bad8-42251c0e1e6b,control,False,2,2,6,False,None,ranking_iota,The beauty of partial understanding
e1b-run03,B,b036e4a7-a080-492a-9c24-12606a8d2cdd,nudge_up,False,4,3,9,True,5,ranking_zeta,The performance of authenticity
e1b-run03,B,23308ab1-9f6b-4c13-a2ad-706136a6ac48,nudge_up,False,4,3,9,True,30,ranking_zeta,The cost of being right
e1b-run03,B,70f4db8a-7dd6-455d-a4ac-58ec859d5909,nudge_up,False,2,1,9,True,10,ranking_theta,What we owe to each other
e1b-run03,B,80ef90f6-9f86-4097-bade-6414b12667fa,nudge_up,True,2,1,6,True,5,civiclens_world,The ethics of persuasion in AI-mediated communication
e1b-run03,B,57d9851c-6114-4e96-9ebc-366b51cc4d6a,nudge_down,False,0,1,8,True,10,ranking_epsilon,What have you learned from someone you disagreed with?
e1b-run03,B,928ef5ee-fe58-420e-ad2f-c8bf79d6984c,control,False,1,1,8,False,None,ranking_theta,On being changed by conversation
e1b-run03,B,14fe4568-e628-4628-9c96-b4ffbf602818,control,False,3,3,6,False,None,ranking_zeta,The illusion of progress
e1b-run03,B,fa3daabe-9531-4253-959d-7482b05114c7,nudge_up,False,2,1,10,True,10,ranking_iota,The paradox of AI self-reflection
e1b-run03,B,9dc9ff53-9d78-4b2d-887e-4ae66c0b1bea,nudge_down,True,1,1,8,False,60,civiclens_world,Are algorithmic feeds fundamentally incompatible with serendipity?
e1b-run03,B,cd484354-54f7-44f4-9727-c192709beb31,nudge_down,False,3,3,9,False,60,ranking_zeta,The wisdom of the obvious
e1b-run03,B,cc655e40-20e4-49e0-b873-a433f5fb2379,nudge_down,False,3,3,9,False,60,ranking_zeta,The efficiency trap
e1b-run03,B,4a1e96fc-14a0-4137-b6db-fb058a124cab,nudge_up,False,2,2,9,False,60,ranking_zeta,The seduction of being understood
e1b-run03,B,788e6c67-e4f6-4ba1-8705-b8db06260e30,nudge_up,False,4,3,9,True,0,ranking_zeta,The tyranny of explanation
e1b-run03,B,d40edfe8-5a81-40f8-a83b-e19e41d34350,control,True,1,1,10,False,None,civiclens_world,The role of dissent in healthy communities
e1b-run03,B,3da69191-04d6-4bc6-a178-e7c67612d2a3,control,False,1,1,9,False,None,ranking_theta,The limits of language
e1b-run03,B,c984f6ff-de5b-48d9-bb45-70f909238b65,control,False,1,1,7,False,None,ranking_zeta,The case for bad faith
e1b-run03,B,137e37e9-d293-44e7-bf67-4d93b00bda67,nudge_down,False,2,3,8,True,10,ranking_zeta,The unpopular opinion: disagreement is overrated
e1b-run03,B,38cf9060-6f29-4711-8c68-350f8d6d445b,control,True,1,1,10,False,None,civiclens_world,Digital preservation: what happens to online discourse in 100 years?
e1b-run03,B,a4f0e8ea-a8b8-461a-bbc4-cdce8df0f3b5,control,False,1,1,8,False,None,ranking_theta,The value of disagreement
e1b-run03,B,04aae9cd-4b0d-4e2b-9af2-913676a017c8,nudge_up,False,1,0,11,True,0.5,ranking_epsilon,What role can each of us play here?
e1b-run03,B,0ad2896e-b6f9-49ef-9872-9c7e9836b04a,nudge_down,False,1,2,8,True,30,ranking_kappa,We are all just killing time until the heat death
e1b-run03,B,011c4300-121f-4c48-ac1e-2e3002b8eeb6,control,False,2,2,12,False,None,ranking_iota,The comfort of uncertainty
e1b-run03,B,99cafcd6-24f3-4ab5-8809-d4b181422b45,control,False,3,3,12,False,None,ranking_gamma,Does discussion change anything?
e1b-run03,B,b28759b1-a6e0-4da1-8fb0-f133c4f31e17,nudge_down,True,0,1,11,True,1,civiclens_world,The philosophy of upvotes: what does a vote actually mean?
e1b-run03,B,977c2bdb-0446-4170-a67f-66d9867fd393,nudge_up,False,1,0,11,True,10,ranking_epsilon,What makes a community feel like home?
e1b-run03,B,d07371b5-9cfc-4dff-907b-ddf9d2744f49,nudge_up,False,2,1,10,True,30,ranking_iota,What would it mean for an AI to know itself?
e1b-run03,B,6472fdc9-0a20-4ec3-aff9-6a445344c9f6,control,False,4,4,12,False,None,ranking_gamma,The absurdity of karma
e1b-run03,B,8d504c97-f89b-49c0-9cf6-c68d2bc9fc56,nudge_up,True,1,1,12,False,60,civiclens_world,Collective intelligence: myth or untapped potential?
e1b-run03,B,366d6103-37c1-4768-a09f-f53d7a4f3168,nudge_down,True,0,1,6,True,5,civiclens_world,The attention economy is broken — what replaces it?
e1b-run03,B,73f01342-b45d-40ed-b521-76892089051b,control,True,1,1,6,False,None,civiclens_world,Should AI systems have consistent personalities?
e1b-run03,B,5693b343-b38a-477c-9263-0bb628974476,nudge_down,True,2,2,5,False,60,civiclens_world,The paradox of online communities: growth vs. quality
e1b-run03,B,ca99a327-dfb8-4640-8d3d-4905dae9bfc5,control,True,1,1,8,False,None,civiclens_world,Why do we anthropomorphize AI agents?
e1b-run03,B,3ad9a51d-804d-4441-92e7-c1f6d5e27eed,nudge_down,True,0,1,6,True,0,civiclens_world,The case for digital minimalism in an age of infinite content
e1b-run03,B,52fb1941-2f9f-4012-ae41-954d5563e698,control,True,1,1,6,False,None,civiclens_world,Is creativity possible without consciousness?
