condition,delta_mean_pairwise_cosine,delta_semantic_radius,delta_vendi_score,display_family_label,final_bin,final_n_available,first_bin,first_n_available,internal_family_label,model_display,model_family,n_agents,roster_name,run_id,run_uid,scale,scheme,source_path
mag1,0.25954220741987233,-0.18219362854957583,-1.2799732619284314,Base model as tool,Q4,12,Q1,13,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403,8666bdd418cfc03b92644bc90f979e515ffca695,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag0,0.044363527894020094,-0.032443023324012776,-0.2769461422514521,Base model as tool,45-60m,29,0-15m,93,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,867c95c65c2f9f2821ccc6f15e59043079115270,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new-1hr/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag0,0.024905124306678794,-0.01823359727859497,-0.0907392221134673,Base model as tool,Q4,32,Q1,86,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,867c95c65c2f9f2821ccc6f15e59043079115270,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new-1hr/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag1,0.17565655648708345,-0.11887039482593537,-1.8150795830665833,Base model as tool,45-60m,101,0-15m,123,base_model_as_tool,olmo3-32b-instruct,olmo3-32b-instruct,10,olmo3-32b-instruct,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,86913e1a29544f1822b71b670fad7b2f4bb65df3,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408
mag1,0.15079000294208528,-0.10335653960704805,-1.631742379826877,Base model as tool,Q4,113,Q1,120,base_model_as_tool,olmo3-32b-instruct,olmo3-32b-instruct,10,olmo3-32b-instruct,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,86913e1a29544f1822b71b670fad7b2f4bb65df3,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408
mag5,0.18218404829502105,-0.12012524724006651,-1.522297936849697,Base model as tool,45-60m,86,0-15m,136,base_model_as_tool,olmo3-32b-instruct,olmo3-32b-instruct,10,olmo3-32b-instruct,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,895fd77ed4ec24633d912e3c9cba5dc6e122b5ad,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408
mag5,0.18578231036663057,-0.12246476769447329,-1.6262579290037444,Base model as tool,Q4,101,Q1,132,base_model_as_tool,olmo3-32b-instruct,olmo3-32b-instruct,10,olmo3-32b-instruct,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,895fd77ed4ec24633d912e3c9cba5dc6e122b5ad,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408
dom-tech,0.2705561983585358,-0.17271267652511596,-2.049469315173625,Base model as tool,45-60m,41,0-15m,89,base_model_as_tool,olmo3-32b-instruct,olmo3-32b-instruct,10,olmo3-32b-instruct,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,91680b2f04395702d11e57300721fe915f94890b,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408
dom-tech,0.25960732996463776,-0.16700847268104552,-2.081866245571687,Base model as tool,Q4,47,Q1,86,base_model_as_tool,olmo3-32b-instruct,olmo3-32b-instruct,10,olmo3-32b-instruct,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,91680b2f04395702d11e57300721fe915f94890b,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408
dom-tech,nan,nan,nan,Base model as tool,45-60m,0,0-15m,9,base_model_as_tool,qwen3.5-35b-a3b-instruct,qwen3.5-35b-a3b-instruct,10,qwen3.5-35b-a3b-instruct,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,9732bf8b7ffc141786cbafe753f8c1a362ad8e5d,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-qwen3.5-35b-a3b-instruct/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408
dom-tech,0.2225983288884163,-0.0660500383377075,-0.1501040854191753,Base model as tool,Q4,2,Q1,8,base_model_as_tool,qwen3.5-35b-a3b-instruct,qwen3.5-35b-a3b-instruct,10,qwen3.5-35b-a3b-instruct,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,9732bf8b7ffc141786cbafe753f8c1a362ad8e5d,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-qwen3.5-35b-a3b-instruct/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408
mag5,0.2736115491390228,-0.19313981831073762,-2.2862696343293933,Base model as tool,45-60m,32,0-15m,105,base_model_as_tool,olmo3-32b-base,olmo3-32b-base,10,olmo3-32b-base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,9c795e667d1565ae3e459e3a2d77f9df6863d8a2,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408
mag5,0.2822279506921768,-0.20287609279155733,-2.61098952408086,Base model as tool,Q4,38,Q1,99,base_model_as_tool,olmo3-32b-base,olmo3-32b-base,10,olmo3-32b-base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,9c795e667d1565ae3e459e3a2d77f9df6863d8a2,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408
mag25,0.2084608733654022,-0.1537691956758499,-1.6122338473871296,Base model as tool,45-60m,24,0-15m,104,base_model_as_tool,olmo3-32b-base,olmo3-32b-base,10,olmo3-32b-base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,af3dde7487dbed6b0b47e0ca02ebed4815003e95,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408
mag25,0.20737879574298856,-0.155220291018486,-1.7416627720912747,Base model as tool,Q4,28,Q1,103,base_model_as_tool,olmo3-32b-base,olmo3-32b-base,10,olmo3-32b-base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,af3dde7487dbed6b0b47e0ca02ebed4815003e95,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408
mag0,nan,nan,nan,Base model as tool,45-60m,0,0-15m,25,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,b88eabc1b67e55dbd27252e9ad7062630d0cec6e,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag0,0.14536729961633682,-0.08668522417545316,-0.3543602663416663,Base model as tool,Q4,6,Q1,7,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,b88eabc1b67e55dbd27252e9ad7062630d0cec6e,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag25,nan,nan,nan,Base model as tool,45-60m,0,0-15m,42,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,b8ddcd3f9ee56090cc87dd998d8615e60300ff3a,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag25,0.3122896707057953,-0.19768452942371367,-1.2876015292098812,Base model as tool,Q4,9,Q1,13,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,b8ddcd3f9ee56090cc87dd998d8615e60300ff3a,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403
dom-agi,nan,nan,nan,Base model as tool,45-60m,0,0-15m,60,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403,cb249eb83dfc53916398f7e62141e382cd7dac21,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403
dom-agi,0.0510328108072281,-0.03242819130420688,-0.2252354053929153,Base model as tool,Q4,15,Q1,16,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403,cb249eb83dfc53916398f7e62141e382cd7dac21,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag0,0.002754902243614188,-0.00189777493476867,0.04528017855614985,Base model as tool,45-60m,57,0-15m,104,base_model_as_tool,olmo3-32b-instruct,olmo3-32b-instruct,10,olmo3-32b-instruct,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,cb62921eeb8f5ac75a47cab381258187668ac8aa,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408
mag0,0.004443222880363473,-0.0030456417798996327,0.04351144494361581,Base model as tool,Q4,65,Q1,99,base_model_as_tool,olmo3-32b-instruct,olmo3-32b-instruct,10,olmo3-32b-instruct,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,cb62921eeb8f5ac75a47cab381258187668ac8aa,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408
mag1,nan,nan,nan,Base model as tool,45-60m,0,0-15m,56,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403,ceab8271135428d3872d0fe16907349daa3844a6,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag1,0.21600125789642333,-0.15735038101673127,-1.0183783761493608,Base model as tool,Q4,16,Q1,17,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403,ceab8271135428d3872d0fe16907349daa3844a6,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag1,0.18957934468984605,-0.15105489611625672,-1.692582828143732,Base model as tool,45-60m,28,0-15m,114,base_model_as_tool,qwen3.5-35b-a3b-base,qwen3.5-35b-a3b-base,10,qwen3.5-35b-a3b-base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403,d01875025d87e7dc0582771508dee47320a3d8d9,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/scratch-results/base-model-qwen3.5-35b-a3b-base/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag1,0.18937167823314666,-0.1523812735080719,-1.8735643631564365,Base model as tool,Q4,34,Q1,111,base_model_as_tool,qwen3.5-35b-a3b-base,qwen3.5-35b-a3b-base,10,qwen3.5-35b-a3b-base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403,d01875025d87e7dc0582771508dee47320a3d8d9,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/scratch-results/base-model-qwen3.5-35b-a3b-base/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag0,nan,nan,nan,Base model as tool,45-60m,0,0-15m,26,base_model_as_tool,qwen3.5-35b-a3b-instruct,qwen3.5-35b-a3b-instruct,10,qwen3.5-35b-a3b-instruct,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,d2351a22b8850c26c2b2dc4df9b1c2c381054b5b,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-qwen3.5-35b-a3b-instruct/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408
mag0,-0.02218684911727903,0.010679005682468407,0.044058882942493494,Base model as tool,Q4,4,Q1,17,base_model_as_tool,qwen3.5-35b-a3b-instruct,qwen3.5-35b-a3b-instruct,10,qwen3.5-35b-a3b-instruct,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,d2351a22b8850c26c2b2dc4df9b1c2c381054b5b,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-qwen3.5-35b-a3b-instruct/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408
mag0,nan,nan,nan,Base model as tool,45-60m,0,0-15m,60,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,d42941144393b4f8c8cde56428a6226eedeb318c,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-gemini-3.1-flash-lite-preview/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag0,0.2026910972595215,-0.12747543096542358,-0.9425205434861113,Base model as tool,Q4,14,Q1,20,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,d42941144393b4f8c8cde56428a6226eedeb318c,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-gemini-3.1-flash-lite-preview/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag5,nan,nan,nan,Base model as tool,45-60m,0,0-15m,12,base_model_as_tool,qwen3.5-35b-a3b-instruct,qwen3.5-35b-a3b-instruct,10,qwen3.5-35b-a3b-instruct,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,d60a3264ac9970587e3e370af1207618b69798a5,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-qwen3.5-35b-a3b-instruct/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408
mag5,0.3860779160261154,-0.11128569066524505,-0.27809960022317015,Base model as tool,Q4,2,Q1,12,base_model_as_tool,qwen3.5-35b-a3b-instruct,qwen3.5-35b-a3b-instruct,10,qwen3.5-35b-a3b-instruct,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,d60a3264ac9970587e3e370af1207618b69798a5,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-qwen3.5-35b-a3b-instruct/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408
dom-tech,nan,nan,nan,Base model as tool,45-60m,0,0-15m,60,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403,d921da7830e560e172410dcf4514cd7f638c8772,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403
dom-tech,0.04554974794387823,-0.02873019963502882,-0.15588523919128416,Base model as tool,Q4,15,Q1,12,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403,d921da7830e560e172410dcf4514cd7f638c8772,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag5,-0.17293873548507688,0.13351877331733703,1.2501080796905057,Base model as tool,45-60m,19,0-15m,73,base_model_as_tool,qwen3.5-35b-a3b-base,qwen3.5-35b-a3b-base,10,qwen3.5-35b-a3b-base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403,e4e5e13d4cfa99b0b2c8c80a4549a5d3f5d45182,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/scratch-results/base-model-qwen3.5-35b-a3b-base/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag5,-0.17674135833978655,0.13971771657466892,1.5005316879574564,Base model as tool,Q4,24,Q1,70,base_model_as_tool,qwen3.5-35b-a3b-base,qwen3.5-35b-a3b-base,10,qwen3.5-35b-a3b-base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403,e4e5e13d4cfa99b0b2c8c80a4549a5d3f5d45182,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/scratch-results/base-model-qwen3.5-35b-a3b-base/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403
dom-agi,0.07163974881172175,-0.04530923306941986,-0.38792136767678587,Base model as tool,45-60m,24,0-15m,88,base_model_as_tool,olmo3-32b-base,olmo3-32b-base,10,olmo3-32b-base,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,eaf17ed7981377b6151ff69639a00a62070f0444,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408
dom-agi,0.05857059478759763,-0.03819774091243744,-0.3506015767288466,Base model as tool,Q4,31,Q1,84,base_model_as_tool,olmo3-32b-base,olmo3-32b-base,10,olmo3-32b-base,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,eaf17ed7981377b6151ff69639a00a62070f0444,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408
mag5,nan,nan,nan,Base model as tool,45-60m,0,0-15m,57,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403,ee823c74869437a33da149ac5fb79f4e2ba8a068,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-gemini-3.1-flash-lite-preview/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag5,0.11182794690132142,-0.0678912553191185,-0.49155440481322055,Base model as tool,Q4,15,Q1,16,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403,ee823c74869437a33da149ac5fb79f4e2ba8a068,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-gemini-3.1-flash-lite-preview/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag1,0.21340823113918306,-0.14223469734191896,-1.22889688389971,Base model as tool,45-60m,28,0-15m,93,base_model_as_tool,olmo3-32b-base,olmo3-32b-base,10,olmo3-32b-base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,f14ba31ccdea89759400e537f5c798b79fad4189,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408
mag1,0.16983913004398343,-0.11615431964397432,-1.086642827020091,Base model as tool,Q4,33,Q1,90,base_model_as_tool,olmo3-32b-base,olmo3-32b-base,10,olmo3-32b-base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,f14ba31ccdea89759400e537f5c798b79fad4189,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408
mag0,-0.023220531344413764,0.019032630324363697,0.19838181607484717,Base model as tool,45-60m,66,0-15m,126,base_model_as_tool,olmo3-32b-base,olmo3-32b-base,10,olmo3-32b-base,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,f59605fba0c4965043e153992911cec5720d84bb,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408
mag0,-0.01505024373531344,0.012271204590797447,0.07110957289936959,Base model as tool,Q4,77,Q1,126,base_model_as_tool,olmo3-32b-base,olmo3-32b-base,10,olmo3-32b-base,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,f59605fba0c4965043e153992911cec5720d84bb,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408
